"degrees_east","degrees_north","UTC"
-114.63,25.9,2005-05-01
-114.72,25.93,2005-05-02
-114.78,25.93,2005-05-03
-114.63,25.79,2005-05-04
-114.41,25.61,2005-05-05
-114.25,25.43,2005-05-06
-114.17,25.27,2005-05-07
-114.13,25.12,2005-05-08
-114.08,24.99,2005-05-09
-114.1,24.9,2005-05-10
-114.14,24.82,2005-05-11
-114.16,24.72,2005-05-12
-114.18,24.63,2005-05-13
-114.23,24.56,2005-05-14
-114.31,24.52,2005-05-15
-114.28,24.43,2005-05-16
-114.3,24.35,2005-05-17
-114.19,24.25,2005-05-18
-114.19,24.22,2005-05-19
-114.13,24.22,2005-05-20
-114.21,24.26,2005-05-21
-114.17,24.28,2005-05-22
-114.2,24.33,2005-05-23
-114.13,24.36,2005-05-24
-114.03,24.4,2005-05-25
-114.09,24.51,2005-05-26
-114.02,24.56,2005-05-27
-114.06,24.68,2005-05-28
-114.07,24.79,2005-05-29
-114.03,24.92,2005-05-30
-114.07,25.09,2005-05-31
-114.1,25.72,2005-05-01
-114.01,25.61,2005-05-02
-114.04,25.6,2005-05-03
-114.17,25.67,2005-05-04
-114.36,25.73,2005-05-05
-114.24,25.59,2005-05-06
-114.17,25.5,2005-05-07
-114.11,25.41,2005-05-08
-114,25.28,2005-05-09
-113.88,25.2,2005-05-10
-113.87,25.16,2005-05-11
-113.81,25.1,2005-05-12
-113.87,25.14,2005-05-13
-113.88,25.11,2005-05-14
-113.97,25.15,2005-05-15
-113.91,25.11,2005-05-16
-113.92,25.16,2005-05-17
-113.98,25.18,2005-05-18
-113.96,25.15,2005-05-19
-113.96,25.19,2005-05-20
-114.06,25.29,2005-05-21
-114.06,25.33,2005-05-22
-114.05,25.39,2005-05-23
-113.99,25.36,2005-05-24
-113.86,25.4,2005-05-25
-113.93,25.5,2005-05-26
-113.87,25.47,2005-05-27
-113.99,25.55,2005-05-28
-114.01,25.62,2005-05-29
-114.08,25.74,2005-05-30
-114.23,25.88,2005-05-31
-114.79,25.29,2005-05-01
-114.95,25.4,2005-05-02
-115.21,25.69,2005-05-03
-115.46,25.96,2005-05-04
-115.44,25.93,2005-05-05
-115.13,25.57,2005-05-06
-114.81,25.24,2005-05-07
