"degrees_east","degrees_north","UTC"
-114.17,25.26,2005-06-01
-114.34,25.43,2005-06-02
-114.46,25.6,2005-06-03
-114.82,25.86,2005-06-04
-115.1,26.05,2005-06-05
-115.29,26.2,2005-06-06
-115.38,26.25,2005-06-07
-115.27,26.22,2005-06-08
-115.23,26.23,2005-06-09
-115.38,26.28,2005-06-10
-115.58,26.39,2005-06-11
-115.81,26.45,2005-06-12
-115.81,26.44,2005-06-13
-115.83,26.45,2005-06-14
-115.93,26.49,2005-06-15
-115.86,26.47,2005-06-16
-115.69,26.44,2005-06-17
-115.45,26.4,2005-06-18
-115.27,26.37,2005-06-19
-115.15,26.36,2005-06-20
-115.1,26.35,2005-06-21
-115.05,26.35,2005-06-22
-115,26.33,2005-06-23
-115,26.36,2005-06-24
-115.06,26.4,2005-06-25
-115.18,26.44,2005-06-26
-115.18,26.43,2005-06-27
-115.18,26.4,2005-06-28
-115.19,26.36,2005-06-29
-115.25,26.34,2005-06-30
-114.39,26,2005-06-01
-114.51,26.15,2005-06-02
-114.73,26.32,2005-06-03
-114.89,26.43,2005-06-04
-114.94,26.47,2005-06-05
-115.01,26.47,2005-06-06
-115.04,26.49,2005-06-07
-115.15,26.54,2005-06-08
-115.18,26.53,2005-06-09
-115.39,26.63,2005-06-10
-115.54,26.67,2005-06-11
-115.63,26.69,2005-06-12
-115.78,26.73,2005-06-13
-115.89,26.79,2005-06-14
-115.98,26.85,2005-06-15
-116,26.9,2005-06-16
-116.06,27.03,2005-06-17
-116.15,27.14,2005-06-18
-116.33,27.29,2005-06-19
-116.59,27.51,2005-06-20
-116.85,27.67,2005-06-21
-117,27.77,2005-06-22
-117.22,27.89,2005-06-23
-117.28,27.95,2005-06-24
-117.46,28.08,2005-06-25
-117.49,28.08,2005-06-26
-117.45,28.07,2005-06-27
-117.35,28.01,2005-06-28
-117.13,27.85,2005-06-29
-117.04,27.77,2005-06-30
-114.44,25.13,2005-06-01
-114.63,25.44,2005-06-02
-115.02,25.93,2005-06-03
-115.36,26.37,2005-06-04
-115.93,26.99,2005-06-05
-116.14,27.35,2005-06-06
-116.48,27.79,2005-06-07
-116.84,28.22,2005-06-08
-117.15,28.63,2005-06-09
-117.71,29.25,2005-06-10
-118.19,29.8,2005-06-11
-118.84,30.36,2005-06-12
-119.33,30.85,2005-06-13
-119.59,31.16,2005-06-14
-119.32,31.02,2005-06-15
-118.86,30.87,2005-06-16
-118.32,30.77,2005-06-17
-118.08,30.87,2005-06-18
-117.95,30.95,2005-06-19
-117.81,30.95,2005-06-20
-117.72,30.99,2005-06-21
-117.6,30.96,2005-06-22
-117.62,30.91,2005-06-23
-117.44,30.64,2005-06-24
-117.29,30.31,2005-06-25
-117.26,29.96,2005-06-26
-117.22,29.6,2005-06-27
-117.17,29.2,2005-06-28
-116.94,28.75,2005-06-29
-116.94,28.59,2005-06-30
-114.05,24.74,2005-06-01
-114.6,26.34,2005-06-01
-114.98,26.6,2005-06-02
-115.38,26.84,2005-06-03
-115.52,26.91,2005-06-04
-115.43,26.83,2005-06-05
-115.36,26.79,2005-06-06
-115.3,26.74,2005-06-07
-115.23,26.71,2005-06-08
-115.33,26.77,2005-06-09
-115.48,26.82,2005-06-10
-115.59,26.87,2005-06-11
-115.72,26.91,2005-06-12
-115.72,26.87,2005-06-13
-115.76,26.89,2005-06-14
-115.78,26.9,2005-06-15
-115.79,26.88,2005-06-16
-115.68,26.82,2005-06-17
-115.6,26.78,2005-06-18
-115.36,26.69,2005-06-19
-115.24,26.66,2005-06-20
-115.15,26.62,2005-06-21
-115.15,26.61,2005-06-22
-115.14,26.6,2005-06-23
-115.19,26.61,2005-06-24
-115.18,26.6,2005-06-25
-115.17,26.57,2005-06-26
-115.13,26.53,2005-06-27
-115.07,26.5,2005-06-28
-115.14,26.54,2005-06-29
-115.14,26.52,2005-06-30
-113.92,25.97,2005-06-01
-114.06,26.21,2005-06-02
-114.26,26.52,2005-06-03
-114.7,27.04,2005-06-04
-115.2,27.53,2005-06-05
-115.64,27.99,2005-06-06
-116.19,28.5,2005-06-07
-116.72,29.03,2005-06-08
-117.24,29.56,2005-06-09
-117.71,30,2005-06-10
-118.27,30.59,2005-06-11
-119.13,31.31,2005-06-12
-120.04,31.93,2005-06-13
-120.82,32.31,2005-06-14
-121.06,32.21,2005-06-15
-121.15,32.16,2005-06-16
-121.34,32.27,2005-06-17
-121.55,32.51,2005-06-18
-121.99,32.92,2005-06-19
-122.22,33.1,2005-06-20
-122.43,33.27,2005-06-21
-122.75,33.54,2005-06-22
-123.09,33.69,2005-06-23
-123.12,33.47,2005-06-24
-123.02,33.12,2005-06-25
-122.82,32.66,2005-06-26
-122.63,32.05,2005-06-27
-122.32,31.29,2005-06-28
-121.78,30.38,2005-06-29
-121.02,29.45,2005-06-30
-117.7461556,28.58170728,2005-06-01
-117.6266159,28.46063491,2005-06-02
-117.5405618,28.36213344,2005-06-03
-117.611414,28.30452498,2005-06-04
-117.6534684,28.25032972,2005-06-05
-117.5148406,28.07367839,2005-06-06
-117.0327328,27.82400026,2005-06-07
-116.6642821,27.59177045,2005-06-08
-116.3753682,27.38998439,2005-06-09
-116.2982079,27.23944732,2005-06-10
-116.2372765,27.07822242,2005-06-11
-116.1257567,26.91399468,2005-06-12
-116.0360804,26.77225869,2005-06-13
-115.9278807,26.65533436,2005-06-14
-115.8453786,26.5786585,2005-06-15
-115.9851333,26.63544955,2005-06-16
-115.7599701,26.59711998,2005-06-17
-115.5154562,26.54279808,2005-06-18
-115.3589185,26.44124942,2005-06-19
-115.1275288,26.37809342,2005-06-20
-115.1445076,26.40544221,2005-06-21
-115.2832792,26.48482484,2005-06-22
-115.4816149,26.58767844,2005-06-23
-115.7242774,26.72512662,2005-06-24
-115.9692305,26.79354227,2005-06-25
-115.6661418,26.62620002,2005-06-26
-115.3678925,26.48382849,2005-06-27
-115.182774,26.42367706,2005-06-28
-115.1222087,26.38466134,2005-06-29
-114.9316229,26.31156977,2005-06-30
-114.3400006,24.36579192,2005-06-01
-114.4889745,24.45943745,2005-06-02
-114.7179451,24.58745543,2005-06-03
-114.9562164,24.66016768,2005-06-04
-115.1116957,24.66808807,2005-06-05
-115.1184794,24.64272319,2005-06-06
-115.1669716,24.59249108,2005-06-07
-115.1965771,24.53701652,2005-06-08
-115.2734603,24.50396376,2005-06-09
-115.4623311,24.47987599,2005-06-10
-115.6264469,24.38002405,2005-06-11
-115.6576529,24.25017465,2005-06-12
-115.7842317,24.139389,2005-06-13
-115.8322041,24.06127526,2005-06-14
-115.8258222,24.0050947,2005-06-15
-115.8467407,23.99411768,2005-06-16
-115.7102396,23.99763503,2005-06-17
-115.4810629,24.01124179,2005-06-18
-115.3264647,24.06879911,2005-06-19
-115.2618861,24.12903338,2005-06-20
-115.2590625,24.18783266,2005-06-21
-115.2630893,24.22072088,2005-06-22
-115.3204594,24.24876808,2005-06-23
-114.13,25.47,2005-06-01
-114.22,25.55,2005-06-02
-114.22,25.58,2005-06-03
-114.26,25.62,2005-06-04
-114.33,25.74,2005-06-05
-114.54,25.98,2005-06-06
-114.86,26.28,2005-06-07
-115.22,26.55,2005-06-08
-115.59,26.77,2005-06-09
-115.9,26.95,2005-06-10
-116.26,27.12,2005-06-11
-116.41,27.14,2005-06-12
-116.47,27.1,2005-06-13
-116.34,26.96,2005-06-14
-116.09,26.79,2005-06-15
-115.82,26.67,2005-06-16
-115.73,26.64,2005-06-17
-115.58,26.55,2005-06-18
-115.3,26.38,2005-06-19
-114.98,26.2,2005-06-20
-114.91,26.18,2005-06-21
-114.91,26.19,2005-06-22
-114.86,26.16,2005-06-23
-114.9,26.14,2005-06-24
-114.81,26.07,2005-06-25
-114.96,26.16,2005-06-26
-115.17,26.23,2005-06-27
-115.42,26.29,2005-06-28
-115.28,26.12,2005-06-29
-115.3,26.06,2005-06-30
