"degrees_east","degrees_north","UTC"
-115.32,26.32,2005-07-01
-115.39,26.32,2005-07-02
-115.52,26.35,2005-07-03
-115.75,26.41,2005-07-04
-115.91,26.43,2005-07-05
-116.03,26.47,2005-07-06
-116.12,26.5,2005-07-07
-116.38,26.56,2005-07-08
-116.67,26.65,2005-07-09
-116.86,26.65,2005-07-10
-116.97,26.62,2005-07-11
-116.97,26.58,2005-07-12
-116.94,26.53,2005-07-13
-116.91,26.5,2005-07-14
-117.1,27.72,2005-07-01
-116.97,27.58,2005-07-02
-116.9,27.47,2005-07-03
-116.82,27.37,2005-07-04
-116.8,27.3,2005-07-05
-116.82,27.24,2005-07-06
-116.9,27.21,2005-07-07
-116.94,27.18,2005-07-08
-117,27.15,2005-07-09
-117.05,27.12,2005-07-10
-117.11,27.06,2005-07-11
-117.17,27,2005-07-12
-117.24,26.92,2005-07-13
-117.28,26.88,2005-07-14
-117.38,26.92,2005-07-15
-117.45,26.94,2005-07-16
-117.44,26.94,2005-07-17
-117.04,28.54,2005-07-01
-116.97,28.36,2005-07-02
-116.98,28.31,2005-07-03
-116.93,28.22,2005-07-04
-116.96,28.06,2005-07-05
-116.97,27.92,2005-07-06
-117.09,27.89,2005-07-07
-117.3,27.99,2005-07-08
-115.05,26.51,2005-07-01
-115.31,26.7,2005-07-02
-115.58,26.88,2005-07-03
-115.9,27.15,2005-07-04
-116.28,27.4,2005-07-05
-116.42,27.52,2005-07-06
-120.37,28.71,2005-07-01
-119.86,28.13,2005-07-02
-119.32,27.66,2005-07-03
-118.84,27.44,2005-07-04
-118.19,27.2,2005-07-05
-117.78,27.25,2005-07-06
-117.52,27.36,2005-07-07
-117.49,27.68,2005-07-08
-117.65,28.11,2005-07-09
-117.81,28.45,2005-07-10
-117.89,28.66,2005-07-11
-117.96,28.86,2005-07-12
-117.98,28.8,2005-07-13
-117.94,28.71,2005-07-14
-117.91,28.64,2005-07-15
-117.94,28.73,2005-07-16
-117.98,28.84,2005-07-17
-118.07,28.98,2005-07-18
-118.13,29.13,2005-07-19
-118.12,29.23,2005-07-20
-118.06,29.29,2005-07-21
-118.11,29.36,2005-07-22
-118.17,29.33,2005-07-23
-118.12,29.17,2005-07-24
-118.03,29.03,2005-07-25
-117.94,28.96,2005-07-26
-117.91,28.96,2005-07-27
-117.85,28.95,2005-07-28
-117.71,28.95,2005-07-29
-117.6,28.99,2005-07-30
-117.66,29.1,2005-07-31
-114.7818262,26.31560765,2005-07-01
-114.8748182,26.43303159,2005-07-02
-115.0465042,26.49800862,2005-07-03
-115.1674979,26.54429784,2005-07-04
-115.3483112,26.65592348,2005-07-05
-115.6127745,26.83774571,2005-07-06
-115.899063,27.04653667,2005-07-07
-116.2205825,27.26942717,2005-07-08
-116.5567029,27.4961489,2005-07-09
-116.9123509,27.67338198,2005-07-10
-117.2172901,27.815961,2005-07-11
-117.3291929,27.89563904,2005-07-12
-117.67865,28.13432638,2005-07-13
-117.8959558,28.34056904,2005-07-14
-117.9548646,28.50314525,2005-07-15
-118.1180031,28.66849375,2005-07-16
-118.325333,28.80347104,2005-07-17
-118.3601035,28.86601256,2005-07-18
NA,NA,2005-07-19
NA,NA,2005-07-20
NA,NA,2005-07-21
-118.1416184,29.40095226,2005-07-22
-118.1385333,29.36926512,2005-07-23
-118.1215769,29.22979869,2005-07-24
-117.8585163,29.07401022,2005-07-25
-117.6920801,28.95895369,2005-07-26
-117.5959234,28.93477591,2005-07-27
-117.5651469,29.00435465,2005-07-28
-117.5867783,29.15660488,2005-07-29
-117.8933677,29.40814207,2005-07-30
-118.1400471,29.5781009,2005-07-31
-115.33,25.96,2005-07-01
-115.48,25.96,2005-07-02
-115.81,26.08,2005-07-03
-116.13,26.14,2005-07-04
-116.24,26.09,2005-07-05
-116.5,26.14,2005-07-06
-116.69,26.14,2005-07-07
-117,26.19,2005-07-08
-117.24,26.23,2005-07-09
-117.4,26.32,2005-07-10
-117.62,26.44,2005-07-11
-117.86,26.54,2005-07-12
-118.03,26.61,2005-07-13
-118.05,26.59,2005-07-14
-117.99,26.57,2005-07-15
-118.03,26.66,2005-07-16
-118.1,26.77,2005-07-17
-118.12,26.86,2005-07-18
-118.26,27.05,2005-07-19
-118.3,27.22,2005-07-20
-118.31,27.34,2005-07-21
-118.25,27.32,2005-07-22
-118.22,27.36,2005-07-23
-118.07,27.25,2005-07-24
-117.98,27.22,2005-07-25
-118.06,27.34,2005-07-26
-118.19,27.61,2005-07-27
-118.31,27.91,2005-07-28
-118.36,28.2,2005-07-29
-118.4,28.42,2005-07-30
-118.48,28.65,2005-07-31
