"degrees_east","degrees_north","UTC"
-116.04,27.67,2005-04-01
-115.85,27.55,2005-04-02
-115.79,27.47,2005-04-03
-115.71,27.37,2005-04-04
-115.58,27.24,2005-04-05
-115.44,27.09,2005-04-06
-115.33,27,2005-04-07
-115.09,26.81,2005-04-08
-114.77,26.63,2005-04-09
-114.47,26.42,2005-04-10
-114.21,26.22,2005-04-11
-113.95,26.02,2005-04-12
-113.78,25.87,2005-04-13
-113.72,25.77,2005-04-14
-113.69,25.63,2005-04-15
-113.59,25.5,2005-04-16
-113.69,25.46,2005-04-17
-113.72,25.43,2005-04-18
-113.9,25.49,2005-04-19
-113.87,25.42,2005-04-20
-113.78,25.39,2005-04-21
-113.82,25.38,2005-04-22
-113.73,25.32,2005-04-23
-113.75,25.35,2005-04-24
-113.91,25.44,2005-04-25
-114.07,25.54,2005-04-26
-114.13,25.59,2005-04-27
-114.3,25.71,2005-04-28
-114.44,25.79,2005-04-29
-114.54,25.86,2005-04-30
-117.26,29.19,2005-04-01
-117.22,29.18,2005-04-02
-117.24,29.16,2005-04-03
-117.22,29.13,2005-04-04
-117.25,29.1,2005-04-05
-117.28,29.02,2005-04-06
-117.26,28.93,2005-04-07
-117.3,28.85,2005-04-08
-117.22,28.77,2005-04-09
-117.09,28.65,2005-04-10
-116.94,28.59,2005-04-11
-116.89,28.53,2005-04-12
-116.86,28.5,2005-04-13
-116.79,28.47,2005-04-14
-116.74,28.44,2005-04-15
-116.73,28.44,2005-04-16
-116.76,28.45,2005-04-17
-116.77,28.44,2005-04-18
-116.65,28.32,2005-04-19
-116.4,28.11,2005-04-20
-116.16,27.92,2005-04-21
-115.8,27.62,2005-04-22
-115.41,27.29,2005-04-23
-115.09,26.98,2005-04-24
-114.87,26.77,2005-04-25
-114.69,26.58,2005-04-26
-114.57,26.42,2005-04-27
-114.49,26.26,2005-04-28
-114.35,26.07,2005-04-29
-114.18,25.85,2005-04-30
-116.71,28.5,2005-04-01
-116.44,28.33,2005-04-02
-116.3,28.24,2005-04-03
-116.25,28.12,2005-04-04
-116.04,27.85,2005-04-05
-115.86,27.59,2005-04-06
-115.68,27.34,2005-04-07
-115.42,27.03,2005-04-08
-115.01,26.62,2005-04-09
-114.58,26.24,2005-04-10
-114.3,25.98,2005-04-11
-114.12,25.84,2005-04-12
-114.22,25.92,2005-04-13
-114.32,25.96,2005-04-14
-114.42,26.02,2005-04-15
-114.43,26,2005-04-16
-114.45,25.99,2005-04-17
-114.61,26.06,2005-04-18
-114.68,26.09,2005-04-19
-114.76,26.16,2005-04-20
-114.76,26.13,2005-04-21
-114.87,26.17,2005-04-22
-114.76,25.98,2005-04-23
-114.57,25.75,2005-04-24
-114.48,25.6,2005-04-25
-114.35,25.36,2005-04-26
-114.22,25.18,2005-04-27
-114.22,25.13,2005-04-28
-114.43,25.25,2005-04-29
-114.63,25.29,2005-04-30
-116.45,28.33,2005-04-01
-116.15,28,2005-04-02
-115.89,27.71,2005-04-03
-115.75,27.51,2005-04-04
-115.31,27.15,2005-04-05
-114.79,26.79,2005-04-06
-114.4,26.49,2005-04-07
-114.1,26.25,2005-04-08
-113.92,26.06,2005-04-09
-113.75,25.88,2005-04-10
-113.64,25.74,2005-04-11
-113.58,25.63,2005-04-12
-113.61,25.56,2005-04-13
-113.62,25.44,2005-04-14
-113.67,25.34,2005-04-15
-113.73,25.25,2005-04-16
-113.63,25.11,2005-04-17
-113.67,25.05,2005-04-18
-113.64,25.02,2005-04-19
-113.64,24.99,2005-04-20
-113.56,24.95,2005-04-21
-113.5,24.95,2005-04-22
-113.37,24.93,2005-04-23
-113.4,24.96,2005-04-24
-113.4,24.99,2005-04-25
-113.36,24.98,2005-04-26
-113.23,24.96,2005-04-27
-113.15,24.97,2005-04-28
-113.13,24.96,2005-04-29
-113.08,24.95,2005-04-30
-116.61,28.44,2005-04-01
-116.28,28.19,2005-04-02
-115.98,27.95,2005-04-03
-115.66,27.7,2005-04-04
-115.29,27.35,2005-04-05
-114.77,26.91,2005-04-06
-114.31,26.6,2005-04-07
-114.17,26.44,2005-04-08
-113.95,26.26,2005-04-09
-113.96,26.21,2005-04-10
-113.81,26.07,2005-04-11
-113.69,25.96,2005-04-12
-113.73,25.95,2005-04-13
-113.68,25.84,2005-04-14
-113.7,25.78,2005-04-15
-113.66,25.72,2005-04-16
-113.62,25.67,2005-04-17
-113.64,25.68,2005-04-18
-113.79,25.74,2005-04-19
-113.78,25.69,2005-04-20
-113.81,25.71,2005-04-21
-113.68,25.57,2005-04-22
-113.52,25.44,2005-04-23
-113.47,25.38,2005-04-24
-113.4,25.3,2005-04-25
-113.37,25.25,2005-04-26
-113.23,25.18,2005-04-27
-113.1,25.12,2005-04-28
-112.92,25.02,2005-04-29
-112.61,24.89,2005-04-30
-117.06,29.66,2005-04-01
-116.83,29.38,2005-04-02
-116.58,29.08,2005-04-03
-116.36,28.75,2005-04-04
-116.05,28.31,2005-04-05
-115.77,27.93,2005-04-06
-115.53,27.58,2005-04-07
-115.13,27.11,2005-04-08
-114.61,26.62,2005-04-09
-114.12,26.27,2005-04-10
-113.77,26.04,2005-04-11
-113.55,25.89,2005-04-12
-113.45,25.8,2005-04-13
-113.5,25.84,2005-04-14
-113.59,25.84,2005-04-15
-113.55,25.69,2005-04-16
-113.49,25.61,2005-04-17
-113.54,25.64,2005-04-18
-113.67,25.72,2005-04-19
-113.71,25.69,2005-04-20
-113.73,25.64,2005-04-21
-113.65,25.48,2005-04-22
-113.51,25.34,2005-04-23
-113.48,25.31,2005-04-24
-113.45,25.25,2005-04-25
-113.36,25.16,2005-04-26
-113.23,25.05,2005-04-27
-113.11,24.98,2005-04-28
-113.03,24.92,2005-04-29
-112.98,24.91,2005-04-30
-116.4631363,29.09485837,2005-04-01
-116.4310176,29.10576365,2005-04-02
-116.4775137,29.20598739,2005-04-03
-116.5893589,29.28734643,2005-04-04
-116.5238712,29.29682656,2005-04-05
-116.5023373,29.32585887,2005-04-06
-116.483298,29.32851461,2005-04-07
-116.5270495,29.3559727,2005-04-08
-116.700455,29.42494797,2005-04-09
-116.8264004,29.4528068,2005-04-10
-116.8221827,29.43791996,2005-04-11
-116.7658804,29.41654293,2005-04-12
-116.8666712,29.42024737,2005-04-13
-116.8982127,29.39920713,2005-04-14
-116.9828721,29.44305998,2005-04-15
-117.1782621,29.5664901,2005-04-16
-117.7009472,29.81415676,2005-04-17
-118.2566486,30.10918196,2005-04-18
-119.0118793,30.39206711,2005-04-19
-119.5128722,30.64350443,2005-04-20
-120.13679,31.044341,2005-04-21
-121.1334625,31.46293698,2005-04-22
-121.7468653,31.76840303,2005-04-23
-122.3477346,32.10422757,2005-04-24
-123.0407127,32.44074137,2005-04-25
-123.6295421,32.76701849,2005-04-26
-123.9662723,32.98752551,2005-04-27
-123.9756523,33.07986848,2005-04-28
-124.2205532,33.24594159,2005-04-29
-124.2740807,33.35636297,2005-04-30
-118.6453014,29.54981037,2005-04-01
-118.6765375,29.46960795,2005-04-02
-118.6945247,29.38428524,2005-04-03
-118.6729919,29.29356606,2005-04-04
-118.640025,29.16997642,2005-04-05
-118.503541,28.97236613,2005-04-06
-118.1391736,28.7414414,2005-04-07
-117.6571935,28.47041838,2005-04-08
-117.1517317,28.21185168,2005-04-09
-116.633849,27.98208766,2005-04-10
-116.2060747,27.78174899,2005-04-11
