"degrees_east","degrees_north","UTC"
-116.97,29.32,2005-03-11
-116.93,29.24,2005-03-12
-116.9,29.16,2005-03-13
-116.88,29.06,2005-03-14
-116.79,28.96,2005-03-15
-116.71,28.87,2005-03-16
-116.6,28.77,2005-03-17
-116.6,28.72,2005-03-18
-116.68,28.7,2005-03-19
-116.69,28.63,2005-03-20
-116.67,28.57,2005-03-21
-116.66,28.47,2005-03-22
-116.68,28.43,2005-03-23
-116.79,28.4,2005-03-24
-116.66,28.29,2005-03-25
-116.55,28.18,2005-03-26
-116.53,28.09,2005-03-27
-116.48,28.04,2005-03-28
-116.45,28,2005-03-29
-116.32,27.89,2005-03-30
-116.16,27.79,2005-03-31
-117.32,28.79,2005-03-12
-117.13,28.76,2005-03-13
-117.02,28.77,2005-03-14
-116.79,28.64,2005-03-15
-116.62,28.53,2005-03-16
-116.56,28.47,2005-03-17
-116.63,28.47,2005-03-18
-116.72,28.5,2005-03-19
-116.75,28.51,2005-03-20
-116.87,28.62,2005-03-21
-116.94,28.7,2005-03-22
-116.94,28.73,2005-03-23
-116.87,28.7,2005-03-24
-116.84,28.74,2005-03-25
-116.88,28.8,2005-03-26
-116.92,28.84,2005-03-27
-117.13,29.04,2005-03-28
-117.24,29.18,2005-03-29
-117.34,29.3,2005-03-30
-117.29,29.24,2005-03-31
-118.13,28.97,2005-03-12
-118.16,29.11,2005-03-13
-118.32,29.43,2005-03-14
-118.48,29.75,2005-03-15
-118.67,30.06,2005-03-16
-118.88,30.34,2005-03-17
-119.06,30.47,2005-03-18
-118.92,30.39,2005-03-19
-118.76,30.21,2005-03-20
-118.37,29.84,2005-03-21
-118.08,29.56,2005-03-22
-117.78,29.35,2005-03-23
-117.77,29.35,2005-03-24
-117.86,29.38,2005-03-25
-117.93,29.42,2005-03-26
-117.89,29.38,2005-03-27
-117.85,29.35,2005-03-28
-117.69,29.23,2005-03-29
-117.46,29.11,2005-03-30
-117.16,28.86,2005-03-31
-116.97,29.65,2005-03-10
-117.3,29.72,2005-03-11
-117.67,29.75,2005-03-12
-117.94,29.79,2005-03-13
-118.19,29.94,2005-03-14
-118.33,30.1,2005-03-15
-118.46,30.22,2005-03-16
-118.67,30.4,2005-03-17
-118.85,30.49,2005-03-18
-118.76,30.52,2005-03-19
-118.61,30.45,2005-03-20
-118.34,30.34,2005-03-21
-118.07,30.21,2005-03-22
-117.82,30.11,2005-03-23
-117.79,30.04,2005-03-24
-117.84,29.96,2005-03-25
-117.92,29.9,2005-03-26
-117.83,29.72,2005-03-27
-117.78,29.59,2005-03-28
-117.52,29.35,2005-03-29
-117.2,29.06,2005-03-30
-116.82,28.72,2005-03-31
-118.24,29.21,2005-03-12
-118.27,29.3,2005-03-13
-118.44,29.5,2005-03-14
-118.53,29.66,2005-03-15
-118.65,29.87,2005-03-16
-118.81,30.06,2005-03-17
-118.96,30.14,2005-03-18
-118.84,30.12,2005-03-19
-118.65,29.99,2005-03-20
-118.32,29.78,2005-03-21
-118.05,29.62,2005-03-22
-117.83,29.5,2005-03-23
-117.79,29.47,2005-03-24
-117.8,29.45,2005-03-25
-117.88,29.45,2005-03-26
-117.83,29.38,2005-03-27
-117.8,29.32,2005-03-28
-117.6,29.17,2005-03-29
-117.33,29.01,2005-03-30
-117,28.75,2005-03-31
