"degrees_east","degrees_north","UTC"
-121.05,34.03,2003-10-01
-121.08,33.96,2003-10-02
-121.35,34.06,2003-10-03
-121.55,34.09,2003-10-04
-121.56,34.01,2003-10-05
-121.53,33.91,2003-10-06
-121.33,33.74,2003-10-07
-121.18,33.64,2003-10-08
-121.27,33.76,2003-10-09
-121.59,34.04,2003-10-10
-121.88,34.28,2003-10-11
-122,34.38,2003-10-12
-122.11,34.5,2003-10-13
-122.35,34.77,2003-10-14
-122.58,35.01,2003-10-15
-122.89,35.3,2003-10-16
-123.43,35.78,2003-10-17
-123.61,35.94,2003-10-18
-123.67,36.05,2003-10-19
-123.74,36.17,2003-10-20
-123.77,36.24,2003-10-21
-123.66,36.24,2003-10-22
-123.58,36.25,2003-10-23
-123.53,36.3,2003-10-24
-123.61,36.42,2003-10-25
-123.8,36.6,2003-10-26
-124.03,36.79,2003-10-27
-124.13,36.89,2003-10-28
-124.24,37,2003-10-29
-124.2,36.95,2003-10-30
-124.19,36.93,2003-10-31
