"degrees_east","degrees_north","UTC"
-115.96,27.02,2004-01-01
-115.92,26.99,2004-01-02
-115.9,26.96,2004-01-03
-115.65,26.76,2004-01-04
-115.48,26.63,2004-01-05
-115.42,26.54,2004-01-06
-115.42,26.45,2004-01-07
-115.41,26.38,2004-01-08
-115.43,26.32,2004-01-09
-115.48,26.28,2004-01-10
-115.58,26.25,2004-01-11
-115.62,26.2,2004-01-12
-115.8,26.24,2004-01-13
-116.05,26.32,2004-01-14
-116.28,26.38,2004-01-15
-116.61,26.56,2004-01-16
-117.02,26.78,2004-01-17
-117.32,26.93,2004-01-18
-117.33,26.87,2004-01-19
-117.24,26.74,2004-01-20
-117.1,26.59,2004-01-21
-117.2,26.68,2004-01-22
-117.28,26.71,2004-01-23
-117.4,26.78,2004-01-24
-117.43,26.73,2004-01-25
-117.45,26.75,2004-01-26
-117.53,26.87,2004-01-27
-117.8,27.22,2004-01-28
-118.27,27.8,2004-01-29
-118.91,28.48,2004-01-30
-119.02,28.67,2004-01-31
