"degrees_east","degrees_north","UTC"
-114.25,25.24,2004-04-01
-114.59,25.59,2004-04-02
-114.92,25.93,2004-04-03
-115.24,26.25,2004-04-04
-115.47,26.47,2004-04-05
-115.55,26.58,2004-04-06
-115.49,26.57,2004-04-07
-115.53,26.64,2004-04-08
-115.57,26.67,2004-04-09
-115.58,26.66,2004-04-10
-115.31,26.4,2004-04-11
-114.83,25.96,2004-04-12
-114.31,25.51,2004-04-13
-113.98,25.25,2004-04-14
-113.76,25.09,2004-04-15
-113.65,25.05,2004-04-16
-113.58,25.01,2004-04-17
-113.53,25.02,2004-04-18
-113.51,25.02,2004-04-19
-113.27,24.79,2004-04-20
-113,24.56,2004-04-21
-112.79,24.34,2004-04-22
-112.62,24.14,2004-04-23
-112.41,23.91,2004-04-24
-112.31,23.8,2004-04-25
-112.26,23.73,2004-04-26
-112.33,23.76,2004-04-27
-112.45,23.82,2004-04-28
-112.68,23.99,2004-04-29
-112.85,24.12,2004-04-30
-118.44,30.43,2005-04-01
-118.53,30.38,2005-04-02
-118.49,30.2,2005-04-03
-118.16,29.95,2005-04-04
-117.89,29.7,2005-04-05
-117.57,29.46,2005-04-06
-117.29,29.23,2005-04-07
-117.16,29.07,2005-04-08
-117.09,28.97,2005-04-09
-116.9,28.85,2005-04-10
-116.84,28.76,2005-04-11
-116.86,28.73,2005-04-12
-116.88,28.7,2005-04-13
-116.83,28.65,2005-04-14
-116.93,28.68,2005-04-15
-117.05,28.69,2005-04-16
-117.09,28.65,2005-04-17
-117.2,28.65,2005-04-18
-117.12,28.55,2005-04-19
-116.97,28.45,2005-04-20
-117.12,28.45,2005-04-21
-117.37,28.47,2005-04-22
-117.29,28.42,2005-04-23
-117.26,28.35,2005-04-24
-117.2,28.26,2005-04-25
-117.33,28.22,2005-04-26
-117.32,28.11,2005-04-27
-117.39,28.08,2005-04-28
-117.43,28.04,2005-04-29
-117.53,27.98,2005-04-30
-118.21,30.74,2005-04-01
-118.23,30.82,2005-04-02
-118.28,30.89,2005-04-03
-118.34,30.91,2005-04-04
-118.55,31,2005-04-05
-119.01,31.24,2005-04-06
-119.46,31.42,2005-04-07
-119.69,31.48,2005-04-08
-119.83,31.53,2005-04-09
-119.99,31.64,2005-04-10
-120.37,31.82,2005-04-11
-120.76,32.01,2005-04-12
-121.1,32.12,2005-04-13
-121.39,32.19,2005-04-14
-121.59,32.18,2005-04-15
-121.83,32.26,2005-04-16
-122.04,32.33,2005-04-17
-121.89,32.18,2005-04-18
-121.9,32.15,2005-04-19
-122.02,32.23,2005-04-20
-122.17,32.36,2005-04-21
-122.32,32.49,2005-04-22
-122.36,32.61,2005-04-23
-122.25,32.64,2005-04-24
-121.97,32.58,2005-04-25
