"degrees_east","degrees_north","UTC"
-120.73,33.24,2003-09-01
-120.7,33.25,2003-09-02
-120.61,33.2,2003-09-03
-120.36,33,2003-09-04
-120.3,33.03,2003-09-05
-120.22,33.09,2003-09-06
-120.45,33.4,2003-09-07
-120.82,33.8,2003-09-08
-121.23,34.23,2003-09-09
-121.54,34.58,2003-09-10
-121.8,34.86,2003-09-11
-121.69,34.78,2003-09-12
-121.78,34.87,2003-09-13
-121.91,35,2003-09-14
-122.04,35.11,2003-09-15
-122.09,35.21,2003-09-16
-122.14,35.3,2003-09-17
-122.09,35.32,2003-09-18
-122.18,35.47,2003-09-19
-122.16,35.49,2003-09-20
-122.1,35.48,2003-09-21
-122.1,35.51,2003-09-22
-122.33,35.77,2003-09-23
-122.54,35.97,2003-09-24
-122.61,36.03,2003-09-25
-122.59,35.98,2003-09-26
-122.47,35.77,2003-09-27
-122.13,35.33,2003-09-28
-121.75,34.87,2003-09-29
-121.37,34.4,2003-09-30
