"degrees_east","degrees_north","UTC"
-115.29,26.71,2004-03-01
-114.7,26.12,2004-03-02
-114.11,25.53,2004-03-03
-113.55,24.98,2004-03-04
-113.2,24.62,2004-03-05
-112.95,24.37,2004-03-06
-112.79,24.18,2004-03-07
-112.79,24.15,2004-03-08
-112.8,24.11,2004-03-09
-112.93,24.2,2004-03-10
-113.15,24.34,2004-03-11
-113.22,24.37,2004-03-12
-113.25,24.35,2004-03-13
-113.21,24.29,2004-03-14
-113.3,24.32,2004-03-15
-113.39,24.37,2004-03-16
-113.47,24.41,2004-03-17
-113.59,24.49,2004-03-18
-113.58,24.43,2004-03-19
-113.6,24.42,2004-03-20
-113.72,24.49,2004-03-21
-113.91,24.61,2004-03-22
-113.88,24.57,2004-03-23
-113.98,24.64,2004-03-24
-113.96,24.63,2004-03-25
-113.81,24.51,2004-03-26
-113.81,24.56,2004-03-27
-113.84,24.63,2004-03-28
-113.91,24.72,2004-03-29
-113.93,24.78,2004-03-30
-114,24.92,2004-03-31
-117.03,29.41,2005-03-12
-116.96,29.42,2005-03-13
-116.91,29.45,2005-03-14
-116.8,29.43,2005-03-15
-116.81,29.48,2005-03-16
-116.86,29.55,2005-03-17
-116.9,29.64,2005-03-18
-117.04,29.79,2005-03-19
-117.32,29.98,2005-03-20
-117.4,30.02,2005-03-21
-117.43,30.03,2005-03-22
-117.4,30.04,2005-03-23
-117.47,30.1,2005-03-24
-117.52,30.14,2005-03-25
-117.55,30.14,2005-03-26
-117.6,30.13,2005-03-27
-117.73,30.19,2005-03-28
-118.07,30.34,2005-03-29
-118.35,30.46,2005-03-30
-118.43,30.46,2005-03-31
-116.93,30.26,2005-03-12
-116.93,30.23,2005-03-13
-116.92,30.19,2005-03-14
-116.68,29.95,2005-03-15
-116.65,29.76,2005-03-16
-116.63,29.64,2005-03-17
-116.72,29.62,2005-03-18
-116.99,29.73,2005-03-19
-117.35,29.89,2005-03-20
-117.51,29.92,2005-03-21
-117.51,29.85,2005-03-22
-117.51,29.86,2005-03-23
-117.6,29.88,2005-03-24
-117.71,29.92,2005-03-25
-117.72,29.95,2005-03-26
-117.73,30.02,2005-03-27
-117.93,30.23,2005-03-28
-118.13,30.47,2005-03-29
-118.34,30.71,2005-03-30
-118.31,30.77,2005-03-31
-116.997,31.7179,2005-03-09
