"degrees_east","degrees_north","UTC"
-112.92,24.2,2004-05-01
-112.99,24.3,2004-05-02
-113.25,24.56,2004-05-03
-113.38,24.65,2004-05-04
-113.31,24.55,2004-05-05
-113.16,24.4,2004-05-06
-113.13,24.37,2004-05-07
-113.08,24.3,2004-05-08
-113.05,24.26,2004-05-09
-113.07,24.25,2004-05-10
-113.01,24.17,2004-05-11
-112.94,24.09,2004-05-12
-113.04,24.17,2004-05-13
-113.03,24.14,2004-05-14
-113.06,24.12,2004-05-15
-113.16,24.2,2004-05-16
-113.24,24.23,2004-05-17
-113.21,24.21,2004-05-18
-113.19,24.26,2004-05-19
-113.29,24.45,2004-05-20
-113.38,24.64,2004-05-21
-113.42,24.79,2004-05-22
-113.43,24.84,2004-05-23
-113.29,24.72,2004-05-24
-113.09,24.58,2004-05-25
-113.08,24.63,2004-05-26
-113.2,24.75,2004-05-27
-113.51,25.05,2004-05-28
-113.74,25.26,2004-05-29
-113.94,25.44,2004-05-30
-114.09,25.54,2004-05-31
-117.48,27.89,2005-05-01
-117.33,27.76,2005-05-02
-117.2,27.64,2005-05-03
-117.13,27.6,2005-05-04
-117.14,27.59,2005-05-05
-117.09,27.57,2005-05-06
-117.32,27.66,2005-05-07
-117.58,27.78,2005-05-08
-117.81,27.91,2005-05-09
-117.97,28.01,2005-05-10
-118.15,28.03,2005-05-11
-118.29,28.03,2005-05-12
-118.3,28.01,2005-05-13
-118.09,27.89,2005-05-14
-117.99,27.82,2005-05-15
-117.86,27.69,2005-05-16
-117.67,27.58,2005-05-17
-117.7,27.57,2005-05-18
-117.76,27.54,2005-05-19
-117.75,27.45,2005-05-20
-117.73,27.38,2005-05-21
-117.66,27.32,2005-05-22
-117.59,27.29,2005-05-23
-117.75,27.35,2005-05-24
-117.88,27.4,2005-05-25
-117.84,27.41,2005-05-26
-117.83,27.48,2005-05-27
-117.82,27.53,2005-05-28
-117.69,27.55,2005-05-29
-117.8,27.68,2005-05-30
-117.96,27.84,2005-05-31
-122.44,33.78,2005-05-01
-122.3,33.84,2005-05-02
-121.54,33.4,2005-05-03
-120.55,32.7,2005-05-04
-119.25,31.8,2005-05-05
-118.49,31.17,2005-05-06
-118,30.55,2005-05-07
-117.53,29.94,2005-05-08
-117.08,29.34,2005-05-09
-116.73,28.82,2005-05-10
-116.47,28.35,2005-05-11
-116.23,27.91,2005-05-12
-116.02,27.51,2005-05-13
-115.99,27.29,2005-05-14
-116,27.18,2005-05-15
-116.06,27.16,2005-05-16
-115.89,27.01,2005-05-17
-116.08,27.12,2005-05-18
-116.49,27.34,2005-05-19
-116.88,27.46,2005-05-20
-117.01,27.45,2005-05-21
-117.1,27.47,2005-05-22
-117.21,27.51,2005-05-23
-117.28,27.53,2005-05-24
-117.34,27.57,2005-05-25
-117.38,27.63,2005-05-26
-117.55,27.75,2005-05-27
-117.7,27.86,2005-05-28
-117.44,27.65,2005-05-29
-117.21,27.47,2005-05-30
-117.13,27.41,2005-05-31
-114.6581958,25.86481709,2005-05-01
-114.8423378,26.01141558,2005-05-02
-115.1788633,26.18473399,2005-05-03
-115.2051869,26.24942346,2005-05-04
-115.0249162,26.23928075,2005-05-05
-114.5761079,26.13484606,2005-05-06
-114.3325546,26.02846919,2005-05-07
-114.1991862,25.85741936,2005-05-08
-114.1562576,25.5873207,2005-05-09
-114.143364,25.28890748,2005-05-10
-114.1864251,25.07770646,2005-05-11
-114.2031003,24.86345529,2005-05-12
-114.3857097,24.68739404,2005-05-13
-114.5454741,24.5098841,2005-05-14
-114.6342261,24.41165122,2005-05-15
-114.5104412,24.30534303,2005-05-16
-114.503811,24.31248316,2005-05-17
-114.1234365,24.27666412,2005-05-18
-113.8981058,24.26550512,2005-05-19
-113.7649688,24.23399357,2005-05-20
-113.9143747,24.22553969,2005-05-21
-113.7718089,24.2062506,2005-05-22
-113.8742308,24.21028447,2005-05-23
-113.7521325,24.21392503,2005-05-24
-113.7045695,24.27502838,2005-05-25
-113.8626931,24.35311582,2005-05-26
-113.7788859,24.38916198,2005-05-27
-113.7924796,24.4379362,2005-05-28
-113.7277414,24.41762367,2005-05-29
-113.7747075,24.42457459,2005-05-30
-113.8766183,24.3852324,2005-05-31
-114.6,26.06,2005-05-01
-114.33,25.87,2005-05-02
-114.16,25.74,2005-05-03
-114.11,25.69,2005-05-04
-114.02,25.63,2005-05-05
-114.03,25.62,2005-05-06
-114.04,25.62,2005-05-07
-113.94,25.55,2005-05-08
-114,25.59,2005-05-09
-114.04,25.58,2005-05-10
-114.18,25.65,2005-05-11
-114.23,25.63,2005-05-12
-114.25,25.58,2005-05-13
-114.29,25.52,2005-05-14
-114.45,25.51,2005-05-15
-114.41,25.45,2005-05-16
-114.43,25.4,2005-05-17
-114.2,25.23,2005-05-18
-114.08,25.16,2005-05-19
-114.03,25.12,2005-05-20
-114.07,25.15,2005-05-21
-114.01,25.09,2005-05-22
-113.95,25.04,2005-05-23
-113.93,25.02,2005-05-24
-113.77,25,2005-05-25
-113.82,25.06,2005-05-26
-113.72,25.1,2005-05-27
-113.79,25.24,2005-05-28
-113.91,25.44,2005-05-29
-114.02,25.62,2005-05-30
-114.12,25.77,2005-05-31
-114.2,25.61,2005-05-01
-114.19,25.54,2005-05-02
-114.22,25.52,2005-05-03
-114.3,25.48,2005-05-04
-114.33,25.43,2005-05-05
-114.19,25.3,2005-05-06
-114.09,25.17,2005-05-07
-114.01,25.07,2005-05-08
-113.94,24.96,2005-05-09
-113.99,24.91,2005-05-10
-114.04,24.88,2005-05-11
-114.13,24.86,2005-05-12
-114.27,24.88,2005-05-13
-114.35,24.85,2005-05-14
-114.54,24.87,2005-05-15
-114.47,24.81,2005-05-16
-114.51,24.77,2005-05-17
-114.45,24.75,2005-05-18
-114.4,24.69,2005-05-19
-114.27,24.52,2005-05-20
-114.22,24.46,2005-05-21
-114.13,24.31,2005-05-22
-114.14,24.2,2005-05-23
-114.06,24.19,2005-05-24
-114.17,25.67,2005-05-01
-114.2,25.67,2005-05-02
-114.19,25.68,2005-05-03
-114.38,25.75,2005-05-04
-114.45,25.74,2005-05-05
-114.37,25.61,2005-05-06
-114.25,25.46,2005-05-07
-114.09,25.31,2005-05-08
-114.1,25.25,2005-05-09
-114.15,25.19,2005-05-10
-114.27,25.22,2005-05-11
-114.39,25.24,2005-05-12
-114.44,25.16,2005-05-13
-114.34,24.98,2005-05-14
-114.45,24.94,2005-05-15
-114.42,24.84,2005-05-16
-114.46,24.79,2005-05-17
-114.28,24.68,2005-05-18
-114.18,24.56,2005-05-19
-114.15,24.49,2005-05-20
-114.17,24.47,2005-05-21
-114.2,24.5,2005-05-22
-114.26,24.57,2005-05-23
-114.19,24.58,2005-05-24
-113.94,24.61,2005-05-25
-114.02,24.75,2005-05-26
-113.95,24.8,2005-05-27
-114.03,24.88,2005-05-28
-114.01,24.9,2005-05-29
-114.08,25.01,2005-05-30
-114.19,25.15,2005-05-31
-123.1,31.92,2005-05-01
-123.65,32.34,2005-05-02
-124.21,32.74,2005-05-03
-124.3,32.74,2005-05-04
-124.07,32.5,2005-05-05
-123.3,31.87,2005-05-06
-122.91,31.47,2005-05-07
-122.46,31.01,2005-05-08
-121.9,30.43,2005-05-09
-121.37,29.88,2005-05-10
-120.57,29.2,2005-05-11
-119.67,28.55,2005-05-12
-118.51,27.78,2005-05-13
-117.43,27.14,2005-05-14
-117.2,27,2005-05-15
-117.02,26.85,2005-05-16
-117.18,26.92,2005-05-17
-117.45,26.96,2005-05-18
-117.53,26.87,2005-05-19
-117.64,26.84,2005-05-20
-117.57,26.67,2005-05-21
-117.47,26.51,2005-05-22
-117.39,26.4,2005-05-23
-117.65,26.53,2005-05-24
-117.87,26.69,2005-05-25
-117.78,26.68,2005-05-26
-117.76,26.7,2005-05-27
-117.49,26.62,2005-05-28
