"degrees_east","degrees_north","UTC"
-114.15,25.57,2004-06-01
-114.2,25.6,2004-06-02
-114.24,25.61,2004-06-03
-114.28,25.63,2004-06-04
-114.3,25.62,2004-06-05
-114.32,25.62,2004-06-06
-114.33,25.63,2004-06-07
-114.34,25.62,2004-06-08
-114.36,25.63,2004-06-09
-114.51,25.76,2004-06-10
-114.67,25.87,2004-06-11
-114.81,25.92,2004-06-12
-114.92,25.95,2004-06-13
-115.04,25.99,2004-06-14
-115.17,26.03,2004-06-15
-115.3,26.07,2004-06-16
-115.43,26.11,2004-06-17
-115.56,26.12,2004-06-18
-115.68,26.09,2004-06-19
-115.75,26.07,2004-06-20
-115.83,26.14,2004-06-21
-115.91,26.2,2004-06-22
-115.99,26.27,2004-06-23
-116.08,26.32,2004-06-24
-116.06,26.29,2004-06-25
-116.25,26.46,2004-06-26
-116.47,26.61,2004-06-27
-116.62,26.67,2004-06-28
-116.7,26.65,2004-06-29
-116.81,26.68,2004-06-30
-117.93,27.93,2005-06-01
-117.84,27.93,2005-06-02
-117.77,27.97,2005-06-03
-117.69,27.95,2005-06-04
-117.65,27.93,2005-06-05
-117.62,27.91,2005-06-06
-117.67,27.88,2005-06-07
-117.67,27.82,2005-06-08
-117.61,27.71,2005-06-09
-117.34,27.49,2005-06-10
-117.19,27.36,2005-06-11
-116.92,27.17,2005-06-12
-116.69,26.92,2005-06-13
-116.45,26.69,2005-06-14
-116.23,26.49,2005-06-15
-116.29,26.47,2005-06-16
-116.07,26.33,2005-06-17
-115.52,26.11,2005-06-18
-115.23,25.97,2005-06-19
-115.14,25.86,2005-06-20
-115.04,25.76,2005-06-21
-115.07,25.78,2005-06-22
-115.1,25.81,2005-06-23
-115.16,25.83,2005-06-24
-115.14,25.79,2005-06-25
-115.1,25.74,2005-06-26
-115.1,25.71,2005-06-27
-115.07,25.68,2005-06-28
-114.99,25.59,2005-06-29
-114.92,25.53,2005-06-30
-117.12,27.41,2005-06-01
-117.01,27.36,2005-06-02
-117.12,27.43,2005-06-03
-117.19,27.51,2005-06-04
-117.26,27.63,2005-06-05
-117.2,27.6,2005-06-06
-116.93,27.37,2005-06-07
-116.47,27.04,2005-06-08
-116.07,26.76,2005-06-09
-116.01,26.67,2005-06-10
-115.98,26.58,2005-06-11
-116.07,26.58,2005-06-12
-116.12,26.55,2005-06-13
-116.05,26.47,2005-06-14
-115.9,26.39,2005-06-15
-115.76,26.34,2005-06-16
-115.66,26.32,2005-06-17
-115.48,26.24,2005-06-18
-115.27,26.14,2005-06-19
-115.11,26.07,2005-06-20
-115.13,26.1,2005-06-21
-115.15,26.13,2005-06-22
-115.22,26.21,2005-06-23
-115.17,26.22,2005-06-24
-115.15,26.24,2005-06-25
-115.26,26.34,2005-06-26
-115.25,26.35,2005-06-27
-115.26,26.43,2005-06-28
-115.27,26.52,2005-06-29
-115.26,26.6,2005-06-30
-114.211308,24.36499824,2005-06-01
-114.2519761,24.37582934,2005-06-02
-114.0680978,24.45893535,2005-06-03
-114.32,25.98,2005-06-01
-114.48,26.15,2005-06-02
-114.79,26.4,2005-06-03
-115.03,26.55,2005-06-04
-115.17,26.6,2005-06-05
-115.18,26.61,2005-06-06
-115.24,26.65,2005-06-07
-115.28,26.65,2005-06-08
-115.23,26.57,2005-06-09
-115.27,26.52,2005-06-10
-115.29,26.43,2005-06-11
-115.3,26.36,2005-06-12
-115.32,26.29,2005-06-13
-115.33,26.21,2005-06-14
-115.4,26.22,2005-06-15
-115.5,26.3,2005-06-16
-115.53,26.33,2005-06-17
-115.49,26.33,2005-06-18
-115.3,26.25,2005-06-19
-115.19,26.2,2005-06-20
-115.07,26.17,2005-06-21
-115.05,26.2,2005-06-22
-115.1,26.23,2005-06-23
-115.12,26.25,2005-06-24
-115.22,26.28,2005-06-25
-115.24,26.29,2005-06-26
-115.32,26.34,2005-06-27
-115.37,26.33,2005-06-28
-115.44,26.34,2005-06-29
-115.49,26.35,2005-06-30
-114.3,25.21,2005-06-01
-117.28,26.67,2005-06-01
-116.79,26.43,2005-06-02
-116.56,26.34,2005-06-03
-116.73,26.44,2005-06-04
-117,26.56,2005-06-05
-117.32,26.7,2005-06-06
-117.67,26.86,2005-06-07
-117.96,26.99,2005-06-08
-118.17,27.05,2005-06-09
-118.16,26.99,2005-06-10
-118.16,26.93,2005-06-11
-118.13,26.9,2005-06-12
-118.26,26.95,2005-06-13
-118.21,27.02,2005-06-14
-118.15,27.08,2005-06-15
-118.02,27.14,2005-06-16
-118.04,27.32,2005-06-17
-117.88,27.26,2005-06-18
-117.54,27.15,2005-06-19
-117.43,27.19,2005-06-20
-117.36,27.24,2005-06-21
-117.41,27.32,2005-06-22
-117.48,27.38,2005-06-23
-117.24,27.21,2005-06-24
-117.1,27.09,2005-06-25
-117.02,26.98,2005-06-26
-117.04,26.92,2005-06-27
-117.15,26.95,2005-06-28
-116.99,26.8,2005-06-29
-116.9,26.79,2005-06-30
-114.09,25.08,2005-06-01
-114.15,26.1,2005-06-01
-114.27,26.33,2005-06-02
-114.45,26.6,2005-06-03
-114.62,26.85,2005-06-04
-114.75,27.01,2005-06-05
-114.77,27.04,2005-06-06
-114.94,27.23,2005-06-07
-115.13,27.39,2005-06-08
-115.16,27.42,2005-06-09
-117.38,27.82,2005-06-01
-117.56,27.85,2005-06-02
-117.86,28,2005-06-03
-117.63,27.97,2005-06-04
-117.49,27.92,2005-06-05
-117.12,27.83,2005-06-06
-116.92,27.73,2005-06-07
-117.04,27.74,2005-06-08
-117.06,27.79,2005-06-09
-117.14,27.79,2005-06-10
-117.21,27.81,2005-06-11
-117.28,27.83,2005-06-12
-117.18,27.87,2005-06-13
-116.84,27.75,2005-06-14
-116.55,27.69,2005-06-15
-116.28,27.48,2005-06-16
-116.01,27.29,2005-06-17
-115.73,27.1,2005-06-18
-115.46,26.92,2005-06-19
-115.43,26.83,2005-06-20
-115.34,26.72,2005-06-21
-115.22,26.61,2005-06-22
-115.21,26.53,2005-06-23
-115.26,26.51,2005-06-24
-115.38,26.49,2005-06-25
-115.44,26.46,2005-06-26
-115.66,26.47,2005-06-27
-115.57,26.43,2005-06-28
-115.57,26.41,2005-06-29
-115.82,26.45,2005-06-30
