"degrees_east","degrees_north","UTC"
-114.1178927,25.8164555,2003-06-01
-114.4224073,26.05161402,2003-06-02
-114.4914132,26.09564549,2003-06-03
-114.5430557,26.07856888,2003-06-04
-114.442921,25.94740037,2003-06-05
-114.3345053,25.83666776,2003-06-06
-114.2348467,25.74188553,2003-06-07
-114.173991,25.66661866,2003-06-08
-114.1933729,25.74176769,2003-06-09
-114.2009343,25.68942375,2003-06-10
-114.0367392,25.34900482,2003-06-01
-114.1224567,25.46946971,2003-06-02
-114.2932227,25.62449411,2003-06-03
-114.3605726,25.62571277,2003-06-04
-114.2707405,25.493239,2003-06-05
-114.204557,25.41307438,2003-06-06
-114.1020835,25.23722177,2003-06-07
-113.9346828,25.06043381,2003-06-08
-113.8468728,25.02783012,2003-06-09
-113.9908057,25.19303188,2003-06-10
-114.1433605,25.36385463,2003-06-11
-114.4117537,25.59773189,2003-06-12
-114.4724321,25.62497676,2003-06-13
-114.5345056,25.6841655,2003-06-14
-114.720531,25.8083508,2003-06-15
-114.8891507,25.92877874,2003-06-16
-114.9788567,25.9358037,2003-06-17
-115.0840155,25.96817219,2003-06-18
-115.258767,26.02268124,2003-06-19
-115.3485495,25.96604986,2003-06-20
-115.4615145,25.93577618,2003-06-21
-115.4572313,25.98356123,2003-06-22
-115.5584101,26.01975844,2003-06-23
-115.6690824,25.98740141,2003-06-24
-115.7161333,25.9922819,2003-06-25
-115.6780188,25.9758784,2003-06-26
-115.6031114,25.93266226,2003-06-27
-115.4425899,25.9920534,2003-06-28
-115.3559303,26.03668912,2003-06-29
-115.3085305,26.14325439,2003-06-30
-113.9419404,25.4335931,2003-06-01
-113.9088158,25.35629017,2003-06-02
-113.8838681,25.31302051,2003-06-03
-113.7672823,25.11718584,2003-06-04
-113.5574724,24.89034572,2003-06-05
-113.3634957,24.78954492,2003-06-06
-113.2504262,24.67365504,2003-06-07
-113.1300209,24.53812453,2003-06-08
-112.9727335,24.42801229,2003-06-09
-112.9018832,24.42805034,2003-06-10
-112.9519944,24.45854244,2003-06-11
-113.0435972,24.45657031,2003-06-12
-113.1069446,24.5337811,2003-06-13
-113.3270163,24.75998323,2003-06-14
-113.5577626,24.82795808,2003-06-15
-113.5437106,24.76518407,2003-06-16
-113.5696889,24.80598762,2003-06-17
-113.5760763,24.85969695,2003-06-18
-113.7319719,24.95628004,2003-06-19
-113.7983104,24.95146688,2003-06-20
-113.9690085,25.23573664,2003-06-21
-114.353769,25.56565665,2003-06-22
-114.6946442,25.76525852,2003-06-23
-115.032321,26.00621748,2003-06-24
-115.3195671,26.1898626,2003-06-25
-115.5741357,26.25549539,2003-06-26
-115.7136268,26.32110819,2003-06-27
-115.8101199,26.46901758,2003-06-28
-116.0201731,26.74788931,2003-06-29
-116.2886751,26.94474101,2003-06-30
-118.8820825,30.92633524,2003-06-01
-118.3037008,30.26572076,2003-06-04
-117.6138221,29.86609575,2003-06-07
-117.191338,29.57097707,2003-06-10
-117.0970571,29.93855367,2003-06-13
-117.6488771,30.67339352,2003-06-16
-117.0027579,30.38160489,2003-06-19
-117.2558487,30.94850399,2003-06-22
-117.7040453,31.74695424,2003-06-25
-117.7593143,31.91399384,2003-06-28
-115.6330613,25.61307276,2004-06-01
-115.6267161,24.89728078,2004-06-04
-115.8289916,24.27125096,2004-06-07
-116.069919,23.83407818,2004-06-10
-115.9746397,23.83372515,2004-06-13
-116.1211644,24.36716552,2004-06-16
-115.9663389,25.3072752,2004-06-19
-116.0034842,25.94648027,2004-06-22
-116.528888,26.79904617,2004-06-25
-116.579981,27.25799804,2004-06-28
-112.95,23.99,2003-06-01
-113.02,24.03,2003-06-02
-113.09,24.13,2003-06-03
-113.27,24.37,2003-06-04
-113.4,24.61,2003-06-05
-113.45,24.79,2003-06-06
-113.54,25,2003-06-07
-113.61,25.17,2003-06-08
-113.73,25.35,2003-06-09
-113.91,25.54,2003-06-10
-114.15,25.72,2003-06-11
-114.3,25.8,2003-06-12
-114.33,25.76,2003-06-13
-114.23,25.61,2003-06-14
-114.05,25.37,2003-06-15
-113.86,25.15,2003-06-16
-113.74,25,2003-06-17
-113.77,24.97,2003-06-18
-113.88,24.98,2003-06-19
-114.05,25.01,2003-06-20
-114.27,25.05,2003-06-21
-114.52,25.08,2003-06-22
-114.79,25.12,2003-06-23
-115.07,25.12,2003-06-24
-115.3,25.06,2003-06-25
-115.54,24.97,2003-06-26
-115.76,24.84,2003-06-27
-115.96,24.63,2003-06-28
-116.06,24.33,2003-06-29
-116.14,24.06,2003-06-30
-113.71,25.41,2003-06-01
-113.74,25.52,2003-06-02
-113.77,25.63,2003-06-03
-113.94,25.84,2003-06-04
-114,25.93,2003-06-05
-114.12,26.07,2003-06-06
-114.22,26.15,2003-06-07
-114.17,26.12,2003-06-08
-114.04,26.03,2003-06-09
-113.85,25.88,2003-06-10
-113.68,25.73,2003-06-11
-113.58,25.64,2003-06-12
-113.57,25.61,2003-06-13
-113.58,25.6,2003-06-14
-113.62,25.62,2003-06-15
-113.63,25.62,2003-06-16
-113.54,25.55,2003-06-17
-113.49,25.54,2003-06-18
-113.5,25.57,2003-06-19
-113.51,25.6,2003-06-20
-113.43,25.53,2003-06-21
-113.38,25.49,2003-06-22
-113.41,25.53,2003-06-23
-113.51,25.64,2003-06-24
-113.59,25.71,2003-06-25
-113.7,25.8,2003-06-26
-113.86,25.92,2003-06-27
-114.09,26.07,2003-06-28
-114.55,26.39,2003-06-29
-114.97,26.64,2003-06-30
-114.13,25.78,2003-06-01
-114.28,25.87,2003-06-02
-114.41,25.96,2003-06-03
-114.5,26.02,2003-06-04
-114.54,26.02,2003-06-05
-114.48,25.93,2003-06-06
-114.4,25.84,2003-06-07
-114.41,25.8,2003-06-08
-114.47,25.79,2003-06-09
-114.55,25.8,2003-06-10
-114.68,25.85,2003-06-11
-114.94,25.97,2003-06-12
-115.16,26.08,2003-06-13
-115.36,26.16,2003-06-14
-115.43,26.15,2003-06-15
-115.6,26.2,2003-06-16
-115.56,26.11,2003-06-17
-115.54,26.01,2003-06-18
-115.56,25.95,2003-06-19
-115.6,25.87,2003-06-20
-115.64,25.8,2003-06-21
-115.71,25.75,2003-06-22
-115.79,25.71,2003-06-23
-115.77,25.63,2003-06-24
-115.63,25.5,2003-06-25
-115.42,25.35,2003-06-26
-115.22,25.23,2003-06-27
-115.15,25.19,2003-06-28
-115.17,25.2,2003-06-29
-115.18,25.21,2003-06-30
-112.82,23.92,2003-06-01
-112.86,24.03,2003-06-02
-112.91,24.15,2003-06-03
-113.17,24.44,2003-06-04
-113.34,24.63,2003-06-05
-113.4,24.71,2003-06-06
-113.53,24.87,2003-06-07
-113.4,24.77,2003-06-08
-113.23,24.69,2003-06-09
-113.26,24.76,2003-06-10
-113.26,24.79,2003-06-11
-113.23,24.77,2003-06-12
-113.18,24.76,2003-06-13
-113.27,24.87,2003-06-14
-113.43,25.01,2003-06-15
-113.6,25.15,2003-06-16
-113.6,25.12,2003-06-17
-113.54,25.06,2003-06-18
-113.61,25.11,2003-06-19
-113.69,25.15,2003-06-20
-113.92,25.36,2003-06-21
-114.18,25.57,2003-06-22
-114.44,25.78,2003-06-23
-114.68,25.99,2003-06-24
-114.91,26.18,2003-06-25
-115.14,26.36,2003-06-26
-113.827326,25.90961551,2003-06-01
-114.0287431,25.96961305,2003-06-02
-114.135639,25.9709603,2003-06-03
-114.1886682,25.91788687,2003-06-04
-114.1642291,25.72564088,2003-06-05
-114.0104124,25.37961811,2003-06-06
-113.7244681,25.01512068,2003-06-07
-113.4095948,24.82234715,2003-06-08
-113.2075918,24.80997833,2003-06-09
-113.1379845,24.86184339,2003-06-10
-113.1503882,24.87600176,2003-06-11
-113.1879844,24.82859566,2003-06-12
-113.203917,24.71095768,2003-06-13
-113.1898022,24.63567201,2003-06-14
-113.2064868,24.60529759,2003-06-15
-113.262526,24.62241463,2003-06-16
-113.360982,24.68945436,2003-06-17
-113.4884621,24.77623101,2003-06-18
-113.6401804,24.89490913,2003-06-19
-113.8450348,25.12367089,2003-06-20
-114.1528473,25.41419367,2003-06-21
-114.5221434,25.64638288,2003-06-22
-114.8841861,25.81290901,2003-06-23
-115.2355875,25.96584812,2003-06-24
-115.5800501,26.08716272,2003-06-25
-115.9104901,26.15225907,2003-06-26
-116.1927998,26.06507772,2003-06-27
-116.3548346,25.79320372,2003-06-28
-116.3955004,25.44472298,2003-06-29
