"degrees_east","degrees_north","UTC"
-115.2788235,26.23273093,2003-07-01
-115.3049203,26.40181156,2003-07-02
-115.4637399,26.60779976,2003-07-03
-115.5652836,26.85092181,2003-07-04
-115.6675787,27.0556969,2003-07-05
-115.8936415,27.33665909,2003-07-06
-116.2141367,27.67655161,2003-07-07
-116.316164,27.80577949,2003-07-08
-116.3060043,27.78642344,2003-07-09
-116.4059168,27.92451248,2003-07-10
-116.4590826,28.04232251,2003-07-11
-116.5807598,28.24931921,2003-07-12
-116.6521012,28.39611399,2003-07-13
-116.6269252,28.52029809,2003-07-14
-116.688966,28.62614229,2003-07-15
-116.6510193,28.61348524,2003-07-16
-116.4522905,28.4289362,2003-07-17
-116.3511085,28.31769619,2003-07-18
-116.3949768,28.3660926,2003-07-19
-116.4318891,28.43740367,2003-07-20
-116.6099479,28.66910722,2003-07-21
-116.8327576,28.87632322,2003-07-22
-116.7591089,28.78118947,2003-07-23
-116.3309946,26.94109298,2003-07-01
-116.3447246,27.0008605,2003-07-02
-116.3574811,27.05743282,2003-07-03
-116.4738374,27.24263727,2003-07-04
-116.5259632,27.31706777,2003-07-05
-116.558101,27.34338594,2003-07-06
-116.3685309,27.19462692,2003-07-07
-116.2504267,27.21404303,2003-07-08
-116.1602017,27.21777627,2003-07-09
-116.1262976,27.15456682,2003-07-10
-115.9064863,27.13051399,2003-07-11
-116.0605897,27.48014738,2003-07-12
-116.2209091,27.58431868,2003-07-13
-116.2421509,27.64383374,2003-07-14
-116.2213685,27.72353295,2003-07-15
-116.2572938,27.88186991,2003-07-16
-116.336071,28.09349489,2003-07-17
-116.44115,28.19259889,2003-07-18
-116.4694882,28.20119984,2003-07-19
-116.4276997,28.18096509,2003-07-20
-116.4821124,28.35505477,2003-07-21
-116.6626291,28.46464606,2003-07-22
-116.6405463,28.40752993,2003-07-23
-116.6696025,28.44574315,2003-07-24
-116.7527331,28.6834016,2003-07-25
-117.0858312,29.05337308,2003-07-26
-117.4423585,29.35490869,2003-07-27
-117.6858104,29.4745687,2003-07-28
-117.6956261,29.43158788,2003-07-29
-117.5416373,29.18996298,2003-07-30
-117.0458433,28.87439723,2003-07-31
-117.723266,31.96990581,2003-07-01
-117.5168374,31.91843536,2003-07-04
-117.5635411,31.88270128,2003-07-07
-117.5966437,31.8724722,2003-07-10
-117.6250338,31.76261679,2003-07-13
-117.1149958,31.03880921,2003-07-16
-116.8070771,30.35167301,2003-07-19
-116.4887097,29.34811251,2003-07-22
-116.7608448,28.98286879,2003-07-25
-117.5703923,28.95964973,2003-07-28
-117.0611561,28.44936896,2003-07-31
-116.1772881,27.37324683,2004-07-01
-116.3719269,27.77771384,2004-07-04
-116.8636221,28.22611576,2004-07-07
-117.0462371,28.74907307,2004-07-10
-116.6814295,28.81045004,2004-07-13
-117.3378281,29.13567531,2004-07-16
-116.27,23.87,2003-07-01
