"degrees_east","degrees_north","UTC"
-124.8986449,39.64611421,2002-12-01
-124.2549845,38.68036752,2002-12-02
-123.6001493,37.77661279,2002-12-03
-122.9406089,36.83426652,2002-12-04
-122.1858909,35.79425518,2002-12-05
-121.42237,34.79986802,2002-12-06
-120.6436479,33.87087029,2002-12-07
-119.8903999,32.99622819,2002-12-08
-119.1664151,32.11087663,2002-12-09
-118.4799895,31.42402346,2002-12-10
-118.1650446,30.9398108,2002-12-11
-117.7208027,30.26830729,2002-12-12
-117.1545937,29.56661342,2002-12-13
-116.9110673,29.25121264,2002-12-14
-116.7333092,29.0315724,2002-12-15
-116.6903745,28.95602886,2002-12-16
-116.5881077,28.73626294,2002-12-17
-116.3745877,28.53465058,2002-12-18
-116.2886242,28.44234521,2002-12-19
-116.2872036,28.4579311,2002-12-20
-116.2717962,28.46365679,2002-12-21
-116.3002176,28.44004345,2002-12-22
-116.3265024,28.44533697,2002-12-23
-116.4192426,28.66093772,2002-12-24
-116.6270396,28.78012939,2002-12-25
-116.5343932,28.74285054,2002-12-26
-116.5997144,28.82074054,2002-12-27
-116.6146884,28.83646432,2002-12-28
-116.6623121,28.8414506,2002-12-29
-116.6787946,28.76859732,2002-12-30
-116.5135439,28.5133285,2002-12-31
-124.4867365,37.85263685,2002-12-01
-124.4729489,37.80318208,2002-12-02
-124.4888726,37.81558527,2002-12-03
-124.4005636,37.85709564,2002-12-04
-124.6762514,38.21569784,2002-12-05
-125.1353413,38.67519948,2002-12-06
-125.5318756,38.94673851,2002-12-07
-125.4233571,38.77994586,2002-12-08
-125.0754162,38.44442456,2002-12-09
-124.8517107,38.1994393,2002-12-10
-124.6766019,37.97208034,2002-12-11
-124.3241308,37.63831224,2002-12-12
-124.0994445,37.38215793,2002-12-13
-123.8526059,37.08334616,2002-12-14
-123.6859882,36.72760847,2002-12-15
-123.087637,36.03824868,2002-12-16
-122.5337776,35.33187051,2002-12-17
-121.8985596,34.5788996,2002-12-18
-121.2585447,33.80486457,2002-12-19
-120.7077235,33.15025396,2002-12-20
-120.0696967,32.37386198,2002-12-21
-119.2123122,31.59886321,2002-12-22
-118.916111,31.14907371,2002-12-23
-118.5459656,30.73689937,2002-12-24
-118.1725166,30.27835041,2002-12-25
-118.009957,30.03867155,2002-12-26
-117.8863376,29.828066,2002-12-27
-117.6931839,29.61839578,2002-12-28
-117.7182055,29.52021207,2002-12-29
-117.5635865,29.33459396,2002-12-30
-117.6435371,29.27791414,2002-12-31
-117.2222091,30.14752843,2002-12-01
-116.8973563,29.62614597,2002-12-02
-116.4653887,29.18952185,2002-12-03
-116.1606625,28.94899909,2002-12-04
-116.0678678,28.82799298,2002-12-05
