"degrees_east","degrees_north","UTC"
-115.66,25.98,2003-07-01
-115.44,25.85,2003-07-02
-115.28,25.85,2003-07-03
-115.45,26.16,2003-07-04
-115.76,26.54,2003-07-05
-116.09,26.87,2003-07-06
-116.4,27.16,2003-07-07
-116.66,27.4,2003-07-08
-116.82,27.5,2003-07-09
-116.92,27.54,2003-07-10
-117.06,27.63,2003-07-11
-117.26,27.8,2003-07-12
-117.47,27.99,2003-07-13
-117.53,28.09,2003-07-14
-117.39,28.1,2003-07-15
-117.25,28.18,2003-07-16
-117.14,28.3,2003-07-17
-117.07,28.47,2003-07-18
-116.94,28.57,2003-07-19
-116.73,28.6,2003-07-20
-116.6,28.68,2003-07-21
-116.57,28.82,2003-07-22
-116.62,29.02,2003-07-23
-116.72,29.26,2003-07-24
-116.82,29.48,2003-07-25
-117.02,29.75,2003-07-26
-117.28,30.08,2003-07-27
-117.49,30.34,2003-07-28
-117.52,30.46,2003-07-29
-117.62,30.65,2003-07-30
-117.72,30.81,2003-07-31
-117.46,29.74,2004-07-01
-117.62,29.84,2004-07-02
-117.69,29.89,2004-07-03
-117.71,29.93,2004-07-04
-117.72,29.98,2004-07-05
-117.73,30.03,2004-07-06
-117.72,30.08,2004-07-07
-117.7,30.14,2004-07-08
-117.69,30.21,2004-07-09
-117.68,30.29,2004-07-10
-117.66,30.36,2004-07-11
-117.64,30.45,2004-07-12
-117.62,30.53,2004-07-13
-117.62,30.61,2004-07-14
-117.64,30.7,2004-07-15
-117.61,30.7,2004-07-16
-117.64,30.72,2004-07-17
-117.59,30.64,2004-07-18
-117.59,30.59,2004-07-19
-117.63,30.57,2004-07-20
-117.66,30.55,2004-07-21
-117.73,30.58,2004-07-22
-117.87,30.66,2004-07-23
-118.02,30.77,2004-07-24
-118.06,30.79,2004-07-25
-118,30.72,2004-07-26
-117.82,30.62,2004-07-27
-117.71,30.62,2004-07-28
-117.75,30.76,2004-07-29
-117.75,30.8,2004-07-30
-117.6,30.7,2004-07-31
-123.25,33.42,2005-07-01
-123.11,33.35,2005-07-02
-123.01,33.34,2005-07-03
-122.94,33.35,2005-07-04
-122.91,33.4,2005-07-05
-122.88,33.42,2005-07-06
-122.92,33.44,2005-07-07
-123.05,33.47,2005-07-08
-123.22,33.47,2005-07-09
-123.4,33.48,2005-07-10
-123.56,33.47,2005-07-11
-123.66,33.49,2005-07-12
-123.76,33.57,2005-07-13
-123.68,33.63,2005-07-14
-123.55,33.72,2005-07-15
-123.48,33.9,2005-07-16
-123.56,34.13,2005-07-17
-123.74,34.37,2005-07-18
-124.03,34.61,2005-07-19
-124.46,34.84,2005-07-20
-124.92,34.96,2005-07-21
-125.39,34.92,2005-07-22
-125.66,34.68,2005-07-23
-125.66,34.26,2005-07-24
-125.28,33.75,2005-07-25
-124.52,33.27,2005-07-26
-123.56,32.97,2005-07-27
-122.63,32.88,2005-07-28
-121.74,32.84,2005-07-29
-120.89,32.75,2005-07-30
-120.06,32.63,2005-07-31
-115.2184805,25.93084579,2005-07-01
-115.2628461,25.82707909,2005-07-02
-115.3626317,25.81493013,2005-07-03
-115.5400897,26.00708314,2005-07-04
-115.7851699,26.22521354,2005-07-05
-116.169895,26.59579319,2005-07-06
-116.6788194,26.91926154,2005-07-07
-116.8889622,26.97576509,2005-07-08
-117.067763,27.02241785,2005-07-09
-117.0778713,26.9409044,2005-07-10
-117.100341,26.88818019,2005-07-11
-117.1844558,26.90417135,2005-07-12
-117.2598898,26.96921423,2005-07-13
-117.3230534,27.12825654,2005-07-14
-117.3326457,27.34148249,2005-07-15
-117.5137004,27.7914507,2005-07-16
-117.6442118,28.44961709,2005-07-17
-117.7886385,29.14226417,2005-07-18
-117.9544729,29.83253071,2005-07-19
-118.0911779,30.45301304,2005-07-20
-118.1826677,30.88888412,2005-07-21
-118.1829021,31.19127637,2005-07-22
-118.1480688,31.31085071,2005-07-23
-118.1203433,31.22328613,2005-07-24
