"degrees_east","degrees_north","UTC"
-119.43,30.95,2002-12-01
-119.6,31.02,2002-12-02
-119.65,31,2002-12-03
-119.8,31.07,2002-12-04
-120.01,31.15,2002-12-05
-120.22,31.24,2002-12-06
-120.34,31.27,2002-12-07
-120.17,31.1,2002-12-08
-120.01,30.94,2002-12-09
-119.53,30.56,2002-12-10
-118.94,30.13,2002-12-11
-118.47,29.83,2002-12-12
-118.25,29.76,2002-12-13
-118.08,29.76,2002-12-14
-118.03,29.89,2002-12-15
-118.25,30.27,2002-12-16
-118.71,30.82,2002-12-17
-119.31,31.45,2002-12-18
-120.26,32.28,2002-12-19
-121.2,33.02,2002-12-20
-122.27,33.83,2002-12-21
-122.85,34.24,2002-12-22
-123.25,34.56,2002-12-23
-123.44,34.71,2002-12-24
-123.39,34.67,2002-12-25
-123.18,34.51,2002-12-26
-123.15,34.45,2002-12-27
-122.97,34.22,2002-12-28
-122.52,33.71,2002-12-29
-121.96,33.06,2002-12-30
-121.36,32.37,2002-12-31
-117.33,30.96,2002-12-01
-117.19,30.8,2002-12-02
-116.95,30.6,2002-12-03
-116.86,30.58,2002-12-04
-116.79,30.58,2002-12-05
-116.8,30.67,2002-12-06
-116.79,30.74,2002-12-07
-116.78,30.78,2002-12-08
-116.74,30.8,2002-12-09
-116.69,30.79,2002-12-10
-116.67,30.78,2002-12-11
-116.67,30.78,2002-12-12
-116.68,30.77,2002-12-13
-116.73,30.77,2002-12-14
-116.74,30.7,2002-12-15
-116.67,30.52,2002-12-16
-116.61,30.39,2002-12-17
-116.57,30.28,2002-12-18
-116.58,30.23,2002-12-19
-116.58,30.16,2002-12-20
-116.51,30,2002-12-21
-116.42,29.8,2002-12-22
-116.35,29.63,2002-12-23
-116.38,29.57,2002-12-24
-116.47,29.56,2002-12-25
-116.53,29.51,2002-12-26
-116.49,29.34,2002-12-27
-116.46,29.17,2002-12-28
-116.44,28.99,2002-12-29
-116.35,28.74,2002-12-30
-116.07,28.33,2002-12-31
-116.66,28.82,2003-12-01
-116.76,28.83,2003-12-02
-116.91,28.88,2003-12-03
-117.01,28.88,2003-12-04
-117.1,28.9,2003-12-05
-117.16,28.89,2003-12-06
-117.21,28.87,2003-12-07
-117.22,28.79,2003-12-08
-117.06,28.57,2003-12-09
-116.89,28.36,2003-12-10
-116.83,28.25,2003-12-11
-116.96,28.3,2003-12-12
-117.19,28.4,2003-12-13
-117.35,28.42,2003-12-14
-117.38,28.33,2003-12-15
-117.41,28.29,2003-12-16
-117.43,28.23,2003-12-17
-117.34,28.07,2003-12-18
-117.28,27.94,2003-12-19
-117.26,27.83,2003-12-20
-117.34,27.81,2003-12-21
-117.48,27.81,2003-12-22
-117.63,27.83,2003-12-23
-117.72,27.81,2003-12-24
-117.61,27.66,2003-12-25
-117.33,27.45,2003-12-26
-116.77,27.08,2003-12-27
-116.31,26.86,2003-12-28
-116.07,26.86,2003-12-29
-116.04,26.97,2003-12-30
-116.09,27.13,2003-12-31
-116.83,27.86,2005-12-01
-116.95,27.73,2005-12-02
-117.08,27.56,2005-12-03
-117.12,27.33,2005-12-04
-117.23,27.13,2005-12-05
-117.41,27,2005-12-06
-117.59,26.88,2005-12-07
-117.57,26.73,2005-12-08
-117.44,26.63,2005-12-09
-117.36,26.61,2005-12-10
-117.23,26.61,2005-12-11
-117.1,26.66,2005-12-12
-116.95,26.7,2005-12-13
-116.59,26.7,2005-12-14
-116.23,26.75,2005-12-15
-115.95,26.83,2005-12-16
-115.76,26.91,2005-12-17
-115.65,27.01,2005-12-18
-115.66,27.17,2005-12-19
-115.79,27.34,2005-12-20
-116.02,27.42,2005-12-21
-116.23,27.43,2005-12-22
-116.39,27.36,2005-12-23
-116.5,27.24,2005-12-24
-116.58,27.09,2005-12-25
-116.62,26.92,2005-12-26
-116.51,26.65,2005-12-27
-116.36,26.42,2005-12-28
-116.24,26.26,2005-12-29
-116.15,26.17,2005-12-30
-116.11,26.16,2005-12-31
-116.99,28.25,2005-12-01
-116.85,28.11,2005-12-02
-116.87,28.02,2005-12-03
-116.92,27.98,2005-12-04
-117.03,28.08,2005-12-05
-117.08,28.09,2005-12-06
-117.13,28.13,2005-12-07
-117.13,28.09,2005-12-08
-117.12,28.04,2005-12-09
-117.18,28.11,2005-12-10
-117.26,28.16,2005-12-11
-117.24,28.14,2005-12-12
-117.19,28.13,2005-12-13
