"degrees_east","degrees_north","UTC"
-117.02,29.53,2002-08-07
-116.98,29.43,2002-08-08
-117.06,29.39,2002-08-09
-117.22,29.43,2002-08-10
-117.35,29.45,2002-08-11
-117.26,29.31,2002-08-12
-117.19,29.22,2002-08-13
-117.22,29.26,2002-08-14
-117.51,29.56,2002-08-15
-117.76,29.91,2002-08-16
-117.99,30.27,2002-08-17
-118.17,30.59,2002-08-18
-118.34,30.88,2002-08-19
-118.51,31.17,2002-08-20
-118.69,31.47,2002-08-21
-118.85,31.78,2002-08-22
-119.01,32.09,2002-08-23
-119.04,32.29,2002-08-24
-119.04,32.47,2002-08-25
-119.01,32.58,2002-08-26
-118.94,32.61,2002-08-27
-119.12,32.78,2002-08-28
-119.35,32.91,2002-08-29
-119.41,32.9,2002-08-30
-119.41,32.84,2002-08-31
-117.61,30.75,2003-08-01
-117.38,30.58,2003-08-02
-117.21,30.46,2003-08-03
-117.01,30.31,2003-08-04
-116.89,30.24,2003-08-05
-116.88,30.26,2003-08-06
-117.03,30.41,2003-08-07
-117.18,30.56,2003-08-08
-117.28,30.64,2003-08-09
-117.38,30.73,2003-08-10
-117.45,30.74,2003-08-11
-117.45,30.63,2003-08-12
-117.31,30.35,2003-08-13
-117.29,30.17,2003-08-14
-117.31,30.06,2003-08-15
-117.36,30,2003-08-16
-117.45,30.01,2003-08-17
-117.57,30.07,2003-08-18
-117.67,30.14,2003-08-19
-117.97,30.42,2003-08-20
-118.55,30.92,2003-08-21
-119.2,31.43,2003-08-22
-119.79,31.87,2003-08-23
-120.16,32.12,2003-08-24
-120.23,32.14,2003-08-25
-120.25,32.16,2003-08-26
-120.37,32.32,2003-08-27
-120.56,32.56,2003-08-28
-120.75,32.8,2003-08-29
-120.91,33.03,2003-08-30
-121.04,33.22,2003-08-31
-117.41,30.58,2004-08-01
-117.28,30.53,2004-08-02
-117.22,30.57,2004-08-03
-117.32,30.76,2004-08-04
-117.46,30.94,2004-08-05
-117.54,31.06,2004-08-06
-117.56,31.11,2004-08-07
-117.61,31.17,2004-08-08
-117.68,31.21,2004-08-09
-117.65,31.16,2004-08-10
-117.54,31.02,2004-08-11
-117.3,30.76,2004-08-12
-117.18,30.62,2004-08-13
-117.31,30.74,2004-08-14
-117.52,30.89,2004-08-15
-117.79,31.07,2004-08-16
-118.1,31.26,2004-08-17
-118.35,31.37,2004-08-18
-118.5,31.31,2004-08-19
-118.49,31.08,2004-08-20
-118.42,30.79,2004-08-21
-118.31,30.51,2004-08-22
-118.22,30.28,2004-08-23
-118.2,30.15,2004-08-24
-118.13,29.98,2004-08-25
-118.06,29.84,2004-08-26
-118.08,29.76,2004-08-27
-118.14,29.7,2004-08-28
-118.21,29.67,2004-08-29
-118.19,29.56,2004-08-30
-118.26,29.59,2004-08-31
-119.31,32.51,2005-08-01
-118.82,32.51,2005-08-02
-118.65,32.61,2005-08-03
-118.65,32.66,2005-08-04
-118.7,32.66,2005-08-05
-118.78,32.61,2005-08-06
-118.87,32.49,2005-08-07
-118.99,32.32,2005-08-08
-119.14,32.07,2005-08-09
-119.27,31.67,2005-08-10
-119.3,31.11,2005-08-11
-119.25,30.53,2005-08-12
-119.14,30.02,2005-08-13
-119.06,29.57,2005-08-14
-119.04,29.16,2005-08-15
-119.01,28.82,2005-08-16
-119.05,28.5,2005-08-17
-119.02,28.17,2005-08-18
-118.95,27.86,2005-08-19
-118.88,27.62,2005-08-20
-118.84,27.5,2005-08-21
-118.89,27.54,2005-08-22
-118.98,27.71,2005-08-23
-119.1,27.91,2005-08-24
-119.24,28.11,2005-08-25
-119.35,28.34,2005-08-26
-119.44,28.62,2005-08-27
-119.58,28.93,2005-08-28
-119.65,29.13,2005-08-29
-119.67,29.25,2005-08-30
-119.66,29.33,2005-08-31
-119.05,30.79,2005-08-12
-119,30.75,2005-08-13
-118.98,30.67,2005-08-14
-118.9,30.37,2005-08-15
-118.79,29.85,2005-08-16
-118.77,29.27,2005-08-17
-118.77,28.69,2005-08-18
-118.67,28.14,2005-08-19
-118.66,27.69,2005-08-20
-118.61,27.28,2005-08-21
-118.54,26.84,2005-08-22
-118.56,26.48,2005-08-23
-118.67,26.16,2005-08-24
-118.75,25.86,2005-08-25
-118.81,25.68,2005-08-26
-118.78,25.59,2005-08-27
-118.77,25.54,2005-08-28
-118.72,25.57,2005-08-29
-118.71,25.72,2005-08-30
-118.78,25.99,2005-08-31
