"degrees_east","degrees_north","UTC"
-119.3,32.82,2002-09-01
-119.4,32.97,2002-09-02
-119.43,33.03,2002-09-03
-119.35,33.01,2002-09-04
-119.34,33.03,2002-09-05
-119.2,32.94,2002-09-06
-119.25,32.99,2002-09-07
-119.56,33.18,2002-09-08
-120.1,33.5,2002-09-09
-120.4,33.67,2002-09-10
-120.62,33.82,2002-09-11
-120.5,33.72,2002-09-12
-120.7,33.9,2002-09-13
-121.29,34.32,2002-09-14
-121.94,34.78,2002-09-15
-122.44,35.11,2002-09-16
-122.74,35.32,2002-09-17
-122.88,35.4,2002-09-18
-123.01,35.5,2002-09-19
-123.13,35.6,2002-09-20
-123.36,35.79,2002-09-21
-123.63,36.07,2002-09-22
-123.79,36.33,2002-09-23
-123.86,36.52,2002-09-24
-123.76,36.58,2002-09-25
-123.5,36.5,2002-09-26
-123.45,36.59,2002-09-27
-123.77,36.91,2002-09-28
-123.93,37.05,2002-09-29
-123.88,37.03,2002-09-30
-120.99,33.23,2003-09-01
-121.04,33.36,2003-09-02
-121.27,33.63,2003-09-03
-121.52,33.9,2003-09-04
-121.8,34.18,2003-09-05
-122.18,34.55,2003-09-06
-122.53,34.9,2003-09-07
-122.8,35.21,2003-09-08
-122.97,35.44,2003-09-09
-122.86,35.36,2003-09-10
-122.56,35.12,2003-09-11
-122.03,34.67,2003-09-12
-121.41,34.15,2003-09-13
-121.08,33.93,2003-09-14
-121.24,34.11,2003-09-15
-121.44,34.27,2003-09-16
-121.62,34.39,2003-09-17
-121.78,34.51,2003-09-18
-122.01,34.7,2003-09-19
-122,34.69,2003-09-20
-121.89,34.59,2003-09-21
-121.85,34.59,2003-09-22
-121.73,34.51,2003-09-23
-121.66,34.5,2003-09-24
-121.81,34.69,2003-09-25
-121.88,34.75,2003-09-26
-121.89,34.75,2003-09-27
-121.95,34.79,2003-09-28
-122.04,34.84,2003-09-29
-122.12,34.85,2003-09-30
-118.4,29.67,2004-09-01
-118.48,29.71,2004-09-02
-118.56,29.75,2004-09-03
-118.69,29.83,2004-09-04
-118.94,29.99,2004-09-05
-119.42,30.32,2004-09-06
-119.79,30.53,2004-09-07
-119.92,30.55,2004-09-08
-119.8,30.42,2004-09-09
-119.74,30.41,2004-09-10
-119.83,30.58,2004-09-11
-119.92,30.76,2004-09-12
-119.97,30.95,2004-09-13
-120.1,31.26,2004-09-14
-120.27,31.63,2004-09-15
-120.46,32.02,2004-09-16
-120.7,32.43,2004-09-17
-120.78,32.68,2004-09-18
-120.74,32.82,2004-09-19
-120.63,32.91,2004-09-20
-120.57,33.04,2004-09-21
-120.71,33.32,2004-09-22
-120.86,33.58,2004-09-23
-121.27,34.06,2004-09-24
-121.78,34.58,2004-09-25
-122.27,35.05,2004-09-26
-122.66,35.4,2004-09-27
-122.78,35.49,2004-09-28
-122.6,35.31,2004-09-29
-122.47,35.22,2004-09-30
-119.64,29.33,2005-09-01
-119.58,29.3,2005-09-02
-119.48,29.28,2005-09-03
-119.36,29.31,2005-09-04
-119.3,29.42,2005-09-05
-119.37,29.55,2005-09-06
-119.44,29.67,2005-09-07
-119.59,29.76,2005-09-08
-119.76,29.77,2005-09-09
-119.8,29.71,2005-09-10
-119.82,29.71,2005-09-11
-119.92,29.81,2005-09-12
-120.07,29.9,2005-09-13
-120.11,29.92,2005-09-14
-120.02,29.95,2005-09-15
-119.9,30.1,2005-09-16
-119.92,30.41,2005-09-17
-120.19,30.82,2005-09-18
-120.51,31.11,2005-09-19
-120.67,31.24,2005-09-20
-120.64,31.28,2005-09-21
-120.49,31.33,2005-09-22
-120.28,31.43,2005-09-23
-120.09,31.57,2005-09-24
-119.89,31.74,2005-09-25
-119.84,31.9,2005-09-26
-119.89,32,2005-09-27
-119.96,31.96,2005-09-28
-119.97,31.91,2005-09-29
-120.07,32.02,2005-09-30
-118.86,26.22,2005-09-01
-118.83,26.4,2005-09-02
-118.72,26.57,2005-09-03
-118.77,26.91,2005-09-04
-118.94,27.36,2005-09-05
-119.2,27.92,2005-09-06
-119.47,28.49,2005-09-07
-119.83,29.13,2005-09-08
-120.07,29.7,2005-09-09
-120.16,30.06,2005-09-10
-120.14,30.24,2005-09-11
-120.13,30.4,2005-09-12
-120.1,30.42,2005-09-13
-120,30.39,2005-09-14
-119.93,30.51,2005-09-15
-119.93,30.69,2005-09-16
-119.89,30.81,2005-09-17
-119.98,31.07,2005-09-18
-120.15,31.33,2005-09-19
-120.34,31.52,2005-09-20
-120.42,31.65,2005-09-21
-120.44,31.61,2005-09-22
-120.27,31.35,2005-09-23
-119.85,31.02,2005-09-24
-119.5,30.81,2005-09-25
-119.34,30.7,2005-09-26
-119.15,30.64,2005-09-27
-118.9,30.56,2005-09-28
-118.82,30.59,2005-09-29
-118.96,30.75,2005-09-30
