"degrees_east","degrees_north","UTC"
-115.24,25.69,2003-05-01
-115.36,25.83,2003-05-02
-115.48,25.98,2003-05-03
-115.69,26.22,2003-05-04
-115.84,26.37,2003-05-05
-116.01,26.52,2003-05-06
-116.14,26.64,2003-05-07
-116.18,26.64,2003-05-08
-116.23,26.65,2003-05-09
-116.11,26.56,2003-05-10
-115.88,26.41,2003-05-11
-115.76,26.37,2003-05-12
-115.78,26.47,2003-05-13
-115.83,26.58,2003-05-14
-115.77,26.58,2003-05-15
-115.69,26.57,2003-05-16
-115.8,26.75,2003-05-17
-116.03,27.06,2003-05-18
-116.35,27.44,2003-05-19
-116.63,27.76,2003-05-20
-116.72,27.92,2003-05-21
-116.78,28.05,2003-05-22
-116.8,28.12,2003-05-23
-116.71,28.08,2003-05-24
-116.44,27.88,2003-05-25
-116.11,27.66,2003-05-26
-115.6,27.29,2003-05-27
-115.17,27.02,2003-05-28
-114.94,26.88,2003-05-29
-114.84,26.8,2003-05-30
-114.79,26.74,2003-05-31
-114.27,25.47,2004-05-01
-114.25,25.44,2004-05-02
-114.29,25.46,2004-05-03
-114.36,25.52,2004-05-04
-114.42,25.58,2004-05-05
-114.47,25.64,2004-05-06
-114.45,25.66,2004-05-07
-114.42,25.69,2004-05-08
-114.42,25.74,2004-05-09
-114.35,25.73,2004-05-10
-114.3,25.77,2004-05-11
-114.26,25.83,2004-05-12
-114.3,25.95,2004-05-13
-114.38,26.1,2004-05-14
-114.45,26.21,2004-05-15
-114.31,26.13,2004-05-16
-114.21,26.11,2004-05-17
-114.21,26.19,2004-05-18
-114.35,26.4,2004-05-19
-114.6,26.68,2004-05-20
-114.78,26.88,2004-05-21
-114.94,27.01,2004-05-22
-115.06,27.08,2004-05-23
-115.14,27.06,2004-05-24
-115.24,27.1,2004-05-25
-115.36,27.14,2004-05-26
-115.49,27.2,2004-05-27
-115.66,27.29,2004-05-28
-115.97,27.46,2004-05-29
-116.22,27.53,2004-05-30
-116.29,27.43,2004-05-31
-116.94,27.19,2005-05-01
-116.97,27.15,2005-05-02
-117.01,27.14,2005-05-03
-117.06,27.13,2005-05-04
-117.07,27.1,2005-05-05
-117.04,27.11,2005-05-06
-117.05,27.12,2005-05-07
-117.07,27.16,2005-05-08
-117.03,27.19,2005-05-09
-117.01,27.26,2005-05-10
-117.04,27.35,2005-05-11
-117.06,27.37,2005-05-12
-117.1,27.39,2005-05-13
-117.19,27.42,2005-05-14
-117.26,27.4,2005-05-15
-117.27,27.37,2005-05-16
-117.23,27.36,2005-05-17
-117.2,27.42,2005-05-18
-117.23,27.54,2005-05-19
-117.32,27.69,2005-05-20
-117.41,27.77,2005-05-21
-117.47,27.83,2005-05-22
-117.56,27.96,2005-05-23
-117.7,28.19,2005-05-24
-117.89,28.5,2005-05-25
-118,28.82,2005-05-26
-118.07,29.19,2005-05-27
-118.06,29.53,2005-05-28
-118.03,29.91,2005-05-29
-118.17,30.34,2005-05-30
-118.44,30.81,2005-05-31
-114.41,24.97,2006-05-01
-114.37,25.02,2006-05-02
-114.25,25.09,2006-05-03
-114.18,25.24,2006-05-04
-114.21,25.42,2006-05-05
-114.29,25.57,2006-05-06
-114.34,25.65,2006-05-07
-114.34,25.7,2006-05-08
-114.34,25.73,2006-05-09
-114.34,25.73,2006-05-10
-114.65,26.44,2005-05-01
-114.85,26.59,2005-05-02
-115.02,26.67,2005-05-03
-114.94,26.54,2005-05-04
-114.76,26.32,2005-05-05
-114.39,25.95,2005-05-06
-114.18,25.74,2005-05-07
-114.12,25.63,2005-05-08
-114.08,25.47,2005-05-09
-114,25.33,2005-05-10
-113.96,25.27,2005-05-11
-113.98,25.2,2005-05-12
-113.93,25.14,2005-05-13
-113.96,25.15,2005-05-14
-114,25.17,2005-05-15
-113.91,25.15,2005-05-16
-113.99,25.23,2005-05-17
-113.96,25.18,2005-05-18
-113.97,25.19,2005-05-19
-113.92,25.13,2005-05-20
-113.96,25.14,2005-05-21
-113.93,25.15,2005-05-22
-113.97,25.17,2005-05-23
-113.91,25.16,2005-05-24
-113.89,25.27,2005-05-25
-114.04,25.43,2005-05-26
-113.97,25.39,2005-05-27
-113.96,25.44,2005-05-28
-113.99,25.49,2005-05-29
-114.03,25.53,2005-05-30
-114.17,25.61,2005-05-31
-114.35,25.97,2005-05-01
-114.23,25.91,2005-05-02
-114.22,25.93,2005-05-03
-114.33,26,2005-05-04
-114.36,25.98,2005-05-05
-114.26,25.93,2005-05-06
-114.27,25.92,2005-05-07
-114.23,25.88,2005-05-08
-114.13,25.84,2005-05-09
-114.09,25.8,2005-05-10
-114.13,25.8,2005-05-11
-114.15,25.77,2005-05-12
-114.18,25.71,2005-05-13
-114.23,25.7,2005-05-14
-114.25,25.63,2005-05-15
-114.13,25.58,2005-05-16
-114.14,25.6,2005-05-17
-114.11,25.59,2005-05-18
-114.12,25.61,2005-05-19
-114.11,25.58,2005-05-20
-114.13,25.56,2005-05-21
-114.11,25.52,2005-05-22
-114.16,25.51,2005-05-23
-114.07,25.4,2005-05-24
-113.92,25.43,2005-05-25
-114.04,25.5,2005-05-26
-113.96,25.46,2005-05-27
-113.97,25.5,2005-05-28
-114,25.5,2005-05-29
-114.04,25.59,2005-05-30
-114.24,25.72,2005-05-31
-117.6572343,28.14158284,2005-05-01
-117.8341561,28.40926196,2005-05-02
-117.9648479,28.57998669,2005-05-03
NA,NA,2005-05-04
NA,NA,2005-05-05
-119.2912971,30.11818324,2005-05-06
-119.8767161,30.52190977,2005-05-07
-120.3253699,30.74901463,2005-05-08
-120.6443541,30.9048315,2005-05-09
-120.9300534,31.18239784,2005-05-10
-121.3448031,31.65589434,2005-05-11
-121.6654177,32.06969915,2005-05-12
-122.0147392,32.63431725,2005-05-13
-122.1207793,33.04227595,2005-05-14
-122.0614391,33.127083,2005-05-15
-121.9055454,32.98517471,2005-05-16
-121.4312719,32.57515312,2005-05-17
-120.9262397,31.93558033,2005-05-18
-120.1299589,30.96904374,2005-05-19
-119.3479026,30.06275698,2005-05-20
NA,NA,2005-05-21
NA,NA,2005-05-22
-117.9275451,28.56235341,2005-05-23
-117.7486669,28.41061981,2005-05-24
-117.7801594,28.59457311,2005-05-25
-117.5873907,28.63874854,2005-05-26
-117.7377575,28.94649754,2005-05-27
-117.9699376,29.41930273,2005-05-28
-118.0137463,29.66471867,2005-05-29
-118.0271327,29.89950609,2005-05-30
-117.9661235,30.04870525,2005-05-31
