"degrees_east","degrees_north","UTC"
-116.79,25.32,2003-02-01
-116.78,25.26,2003-02-02
-116.68,25.17,2003-02-03
-116.72,25.2,2003-02-04
-116.69,25.17,2003-02-05
-116.58,25.12,2003-02-06
-116.56,25.17,2003-02-07
-116.57,25.23,2003-02-08
-116.77,25.46,2003-02-09
-116.92,25.66,2003-02-10
-116.77,25.66,2003-02-11
-116.52,25.62,2003-02-12
-116.09,25.49,2003-02-13
-115.85,25.51,2003-02-14
-115.44,25.37,2003-02-15
-114.94,25.16,2003-02-16
-114.66,25.13,2003-02-17
-114.6,25.22,2003-02-18
-114.72,25.43,2003-02-19
-114.89,25.63,2003-02-20
-114.89,25.66,2003-02-21
-114.9,25.69,2003-02-22
-114.83,25.65,2003-02-23
-114.82,25.66,2003-02-24
-114.78,25.61,2003-02-25
-114.76,25.56,2003-02-26
-114.87,25.56,2003-02-27
-114.77,25.4,2003-02-28
-120.23,31.67,2003-02-01
-120.52,31.88,2003-02-02
-120.85,32.09,2003-02-03
-121.02,32.12,2003-02-04
-121.01,32.02,2003-02-05
-120.89,31.87,2003-02-06
-120.61,31.63,2003-02-07
-120.28,31.42,2003-02-08
-120.3,31.56,2003-02-09
-120.55,31.89,2003-02-10
-120.87,32.27,2003-02-11
-121.3,32.72,2003-02-12
-121.83,33.23,2003-02-13
-122.13,33.52,2003-02-14
-122.26,33.62,2003-02-15
-122.26,33.6,2003-02-16
-122.39,33.68,2003-02-17
-122.41,33.62,2003-02-18
-122.51,33.65,2003-02-19
-122.66,33.73,2003-02-20
-122.93,33.91,2003-02-21
-123.28,34.13,2003-02-22
-123.67,34.35,2003-02-23
-123.9,34.41,2003-02-24
-123.76,34.15,2003-02-25
-123.71,34,2003-02-26
-123.85,34.01,2003-02-27
-124.04,34.04,2003-02-28
-126.1,35.93,2004-02-01
-125.68,35.55,2004-02-02
-124.93,34.95,2004-02-03
-124.38,34.58,2004-02-04
-124.16,34.47,2004-02-05
-124.08,34.39,2004-02-06
-124.06,34.35,2004-02-07
-124.09,34.34,2004-02-08
-124.17,34.41,2004-02-09
-124.27,34.48,2004-02-10
-124.24,34.41,2004-02-11
-123.97,34.12,2004-02-12
-123.57,33.71,2004-02-13
-123.14,33.3,2004-02-14
-122.74,32.94,2004-02-15
-122.54,32.76,2004-02-16
-122.28,32.46,2004-02-17
-121.75,31.89,2004-02-18
-120.82,31,2004-02-19
-119.82,30.08,2004-02-20
-118.87,29.25,2004-02-21
-117.93,28.46,2004-02-22
-117.19,27.85,2004-02-23
-116.57,27.34,2004-02-24
-115.89,26.74,2004-02-25
-114.97,25.93,2004-02-26
-113.97,25.09,2004-02-27
-113.14,24.43,2004-02-28
-112.68,24.12,2004-02-29
-117.16,27.44,2006-02-01
-117.22,27.35,2006-02-02
-117.23,27.23,2006-02-03
-117.19,27.07,2006-02-04
-117.11,26.91,2006-02-05
-117.04,26.82,2006-02-06
-116.99,26.78,2006-02-07
-116.92,26.79,2006-02-08
-116.81,26.86,2006-02-09
-116.67,26.95,2006-02-10
-116.54,27,2006-02-11
-116.29,26.9,2006-02-12
-115.93,26.68,2006-02-13
-115.54,26.43,2006-02-14
-115.19,26.17,2006-02-15
-114.83,25.88,2006-02-16
-114.5,25.62,2006-02-17
-114.25,25.4,2006-02-18
-114.1,25.23,2006-02-19
-113.92,25.05,2006-02-20
-113.74,24.86,2006-02-21
-113.46,24.64,2006-02-22
-113.14,24.47,2006-02-23
-112.91,24.39,2006-02-24
-112.8,24.39,2006-02-25
-112.76,24.42,2006-02-26
-112.82,24.49,2006-02-27
-112.91,24.55,2006-02-28
