"degrees_east","degrees_north","UTC"
-120.67,31.59,2003-01-01
-119.88,30.78,2003-01-02
-119.43,30.27,2003-01-03
-119.35,30.08,2003-01-04
-119.29,29.92,2003-01-05
-119.3,29.81,2003-01-06
-119.25,29.61,2003-01-07
-119.23,29.45,2003-01-08
-119.23,29.29,2003-01-09
-119.29,29.2,2003-01-10
-119.56,29.35,2003-01-11
-119.76,29.49,2003-01-12
-120.12,29.74,2003-01-13
-120.39,29.91,2003-01-14
-120.4,29.82,2003-01-15
-119.97,29.34,2003-01-16
-119.45,28.81,2003-01-17
-118.86,28.26,2003-01-18
-118.16,27.66,2003-01-19
-117.41,27.02,2003-01-20
-116.73,26.4,2003-01-21
-116.31,25.96,2003-01-22
-116.33,25.79,2003-01-23
-116.3,25.56,2003-01-24
-116.28,25.4,2003-01-25
-116.27,25.25,2003-01-26
-116.28,25.17,2003-01-27
-116.34,25.15,2003-01-28
-116.47,25.18,2003-01-29
-116.65,25.29,2003-01-30
-116.82,25.39,2003-01-31
-115.82,27.99,2003-01-01
-115.76,27.85,2003-01-02
-115.9,27.86,2003-01-03
-116.17,27.96,2003-01-04
-116.39,28.01,2003-01-05
-116.61,28.04,2003-01-06
-116.67,27.96,2003-01-07
-116.46,27.67,2003-01-08
-116.31,27.49,2003-01-09
-116.23,27.38,2003-01-10
-116.11,27.24,2003-01-11
-115.99,27.14,2003-01-12
-115.89,27.06,2003-01-13
-115.89,27.08,2003-01-14
-115.95,27.15,2003-01-15
-115.95,27.19,2003-01-16
-116.14,27.39,2003-01-17
-116.38,27.64,2003-01-18
-116.69,27.92,2003-01-19
-116.97,28.16,2003-01-20
-117.14,28.33,2003-01-21
-117.51,28.66,2003-01-22
-117.83,28.95,2003-01-23
-117.98,29.13,2003-01-24
-118.12,29.37,2003-01-25
-118.36,29.73,2003-01-26
-118.73,30.2,2003-01-27
-119.1,30.61,2003-01-28
-119.39,30.89,2003-01-29
-119.6,31.1,2003-01-30
-119.89,31.37,2003-01-31
-116.08,27.16,2004-01-01
-116.1,27.23,2004-01-02
-116.14,27.28,2004-01-03
-115.95,27.12,2004-01-04
-115.72,26.96,2004-01-05
-115.55,26.87,2004-01-06
-115.49,26.85,2004-01-07
-115.38,26.77,2004-01-08
-115.36,26.79,2004-01-09
-115.47,26.9,2004-01-10
-115.67,27.06,2004-01-11
-115.76,27.11,2004-01-12
-115.95,27.27,2004-01-13
-116.24,27.55,2004-01-14
-116.65,27.92,2004-01-15
-117.07,28.27,2004-01-16
-117.38,28.52,2004-01-17
-117.75,28.87,2004-01-18
-118.41,29.47,2004-01-19
-119.14,30.1,2004-01-20
-119.77,30.6,2004-01-21
-120.43,31.11,2004-01-22
-121.07,31.6,2004-01-23
-121.61,31.99,2004-01-24
-122.04,32.31,2004-01-25
-122.7,32.89,2004-01-26
-123.56,33.65,2004-01-27
-124.32,34.31,2004-01-28
-125.01,34.93,2004-01-29
-125.54,35.42,2004-01-30
-125.98,35.83,2004-01-31
-116.18,26.19,2006-01-01
-116.29,26.22,2006-01-02
-116.45,26.25,2006-01-03
-116.61,26.27,2006-01-04
-116.78,26.31,2006-01-05
-116.97,26.34,2006-01-06
-117.12,26.35,2006-01-07
-117.1,26.33,2006-01-08
-117.01,26.33,2006-01-09
-116.85,26.33,2006-01-10
-116.62,26.3,2006-01-11
-116.47,26.33,2006-01-12
-116.31,26.3,2006-01-13
-116.01,26.17,2006-01-14
-115.91,26.13,2006-01-15
-115.87,26.1,2006-01-16
-115.77,26.09,2006-01-17
-115.66,26.11,2006-01-18
-115.64,26.19,2006-01-19
-115.65,26.32,2006-01-20
-115.83,26.49,2006-01-21
-116.02,26.56,2006-01-22
-115.99,26.52,2006-01-23
-115.87,26.52,2006-01-24
-115.89,26.63,2006-01-25
-116.02,26.77,2006-01-26
-116.24,26.95,2006-01-27
-116.48,27.11,2006-01-28
-116.65,27.23,2006-01-29
-116.84,27.37,2006-01-30
-117.01,27.44,2006-01-31
