"degrees_east","degrees_north","UTC"
-112.83,23.78,2003-04-01
-113.17,24.12,2003-04-02
-113.43,24.37,2003-04-03
-113.48,24.44,2003-04-04
-113.33,24.33,2003-04-05
-112.94,24.03,2003-04-06
-112.54,23.74,2003-04-07
-112.44,23.66,2003-04-08
-112.54,23.72,2003-04-09
-112.76,23.84,2003-04-10
-112.65,23.68,2003-04-11
-112.56,23.55,2003-04-12
-112.48,23.43,2003-04-13
-112.47,23.36,2003-04-14
-112.45,23.29,2003-04-15
-112.49,23.28,2003-04-16
-112.63,23.32,2003-04-17
-112.91,23.45,2003-04-18
-113.1,23.48,2003-04-19
-113.17,23.42,2003-04-20
-113.22,23.32,2003-04-21
-113.12,23.08,2003-04-22
-112.87,22.71,2003-04-23
-112.8,22.55,2003-04-24
-112.99,22.6,2003-04-25
-113.27,22.72,2003-04-26
-113.8,23.02,2003-04-27
-114.33,23.34,2003-04-28
-114.65,23.49,2003-04-29
-114.83,23.56,2003-04-30
-116.63,27.32,2003-04-01
-116.32,27.11,2003-04-02
-115.93,26.83,2003-04-03
-115.39,26.41,2003-04-04
-114.86,26.01,2003-04-05
-114.39,25.69,2003-04-06
-114.09,25.51,2003-04-07
-114.03,25.55,2003-04-08
-114.13,25.73,2003-04-09
-114.31,25.96,2003-04-10
-114.54,26.19,2003-04-11
-114.69,26.31,2003-04-12
-114.68,26.27,2003-04-13
-114.65,26.22,2003-04-14
-114.53,26.08,2003-04-15
-114.52,26.04,2003-04-16
-114.66,26.12,2003-04-17
-114.89,26.26,2003-04-18
-115.07,26.29,2003-04-19
-115.21,26.29,2003-04-20
-115.19,26.13,2003-04-21
-114.91,25.77,2003-04-22
-114.69,25.49,2003-04-23
-114.68,25.43,2003-04-24
-114.87,25.52,2003-04-25
-114.97,25.54,2003-04-26
-115.03,25.54,2003-04-27
-115.04,25.52,2003-04-28
-115.06,25.52,2003-04-29
-115.16,25.6,2003-04-30
-115.33,26.21,2004-04-01
-115.56,26.37,2004-04-02
-115.59,26.37,2004-04-03
-115.47,26.28,2004-04-04
-115.36,26.25,2004-04-05
-115.33,26.27,2004-04-06
-115.28,26.25,2004-04-07
-115.28,26.28,2004-04-08
-115.44,26.44,2004-04-09
-115.61,26.59,2004-04-10
-115.65,26.63,2004-04-11
-115.68,26.66,2004-04-12
-115.75,26.73,2004-04-13
-115.79,26.75,2004-04-14
-115.72,26.67,2004-04-15
-115.49,26.44,2004-04-16
-115.16,26.17,2004-04-17
-114.56,25.69,2004-04-18
-114.13,25.42,2004-04-19
-114.02,25.44,2004-04-20
-114.06,25.54,2004-04-21
-114.15,25.64,2004-04-22
-114.14,25.61,2004-04-23
-114.13,25.58,2004-04-24
-114.26,25.66,2004-04-25
-114.36,25.68,2004-04-26
-114.32,25.58,2004-04-27
-114.18,25.41,2004-04-28
-114.14,25.37,2004-04-29
-114.24,25.46,2004-04-30
-117.1,28.35,2005-04-01
-116.82,28.29,2005-04-02
-116.7,28.33,2005-04-03
-116.61,28.35,2005-04-04
-116.51,28.35,2005-04-05
-116.5,28.37,2005-04-06
-116.54,28.39,2005-04-07
-116.6,28.38,2005-04-08
-116.63,28.35,2005-04-09
-116.65,28.31,2005-04-10
-116.64,28.25,2005-04-11
-116.61,28.21,2005-04-12
-116.61,28.2,2005-04-13
-116.64,28.21,2005-04-14
-116.75,28.26,2005-04-15
-116.89,28.29,2005-04-16
-116.99,28.26,2005-04-17
-117.04,28.22,2005-04-18
-116.99,28.13,2005-04-19
-116.98,28.08,2005-04-20
-117.05,28.09,2005-04-21
-117.13,28.05,2005-04-22
-117.09,27.94,2005-04-23
-117.05,27.85,2005-04-24
-117.01,27.73,2005-04-25
-117.08,27.65,2005-04-26
-117.09,27.5,2005-04-27
-117.02,27.37,2005-04-28
-116.95,27.28,2005-04-29
-116.93,27.22,2005-04-30
-112.97,23.97,2006-04-01
-112.98,23.98,2006-04-02
-113,23.98,2006-04-03
-112.95,23.95,2006-04-04
-112.88,23.95,2006-04-05
-112.83,23.98,2006-04-06
-112.8,24.05,2006-04-07
-112.81,24.11,2006-04-08
-112.86,24.18,2006-04-09
-112.96,24.28,2006-04-10
-113.09,24.37,2006-04-11
-113.23,24.44,2006-04-12
-113.4,24.5,2006-04-13
-113.54,24.53,2006-04-14
-113.67,24.56,2006-04-15
-113.76,24.61,2006-04-16
-113.82,24.68,2006-04-17
-113.86,24.77,2006-04-18
-113.93,24.88,2006-04-19
-114,24.93,2006-04-20
-114.04,24.93,2006-04-21
-114.03,24.9,2006-04-22
-114.05,24.88,2006-04-23
-114.04,24.83,2006-04-24
-114.01,24.82,2006-04-25
-114.05,24.84,2006-04-26
-114.15,24.9,2006-04-27
-114.28,24.93,2006-04-28
-114.38,24.94,2006-04-29
-114.41,24.94,2006-04-30
-118.2,30.05,2005-04-01
-117.89,29.82,2005-04-02
-117.66,29.7,2005-04-03
-117.55,29.63,2005-04-04
-117.5,29.48,2005-04-05
-117.37,29.27,2005-04-06
-117.2,29.05,2005-04-07
-117.17,28.95,2005-04-08
-117.12,28.88,2005-04-09
-116.98,28.77,2005-04-10
-116.79,28.69,2005-04-11
-116.64,28.59,2005-04-12
-116.51,28.42,2005-04-13
-116.25,28.22,2005-04-14
-115.81,27.81,2005-04-15
-115.28,27.35,2005-04-16
-114.95,26.99,2005-04-17
-114.73,26.71,2005-04-18
-114.69,26.6,2005-04-19
-114.55,26.47,2005-04-20
-114.49,26.41,2005-04-21
-114.49,26.4,2005-04-22
-114.49,26.39,2005-04-23
-114.47,26.38,2005-04-24
-114.41,26.35,2005-04-25
-114.35,26.28,2005-04-26
-114.32,26.25,2005-04-27
-114.31,26.21,2005-04-28
-114.34,26.26,2005-04-29
-114.52,26.38,2005-04-30
-113.45,25.83,2005-04-01
-113.53,25.88,2005-04-02
-113.57,25.9,2005-04-03
-113.56,25.96,2005-04-04
-113.73,25.99,2005-04-05
-113.68,25.93,2005-04-06
-113.65,25.87,2005-04-07
-113.59,25.84,2005-04-08
-113.6,25.79,2005-04-09
-113.56,25.72,2005-04-10
-113.5,25.66,2005-04-11
-113.43,25.59,2005-04-12
-113.39,25.56,2005-04-13
-113.37,25.5,2005-04-14
-113.38,25.51,2005-04-15
-113.43,25.53,2005-04-16
-113.34,25.5,2005-04-17
-113.4,25.56,2005-04-18
-113.64,25.66,2005-04-19
-113.71,25.66,2005-04-20
-113.7,25.69,2005-04-21
-113.74,25.69,2005-04-22
-113.74,25.7,2005-04-23
-113.89,25.81,2005-04-24
-113.96,25.88,2005-04-25
-114.06,25.92,2005-04-26
-114.09,25.97,2005-04-27
-114.13,26,2005-04-28
-114.25,26.04,2005-04-29
-114.33,26.04,2005-04-30
-116.9296638,28.96736034,2005-04-01
-116.9761593,29.11745898,2005-04-02
-117.1470423,29.43615915,2005-04-03
-117.3110464,29.69322813,2005-04-04
-117.3451124,29.6805159,2005-04-05
-117.3579376,29.60760693,2005-04-06
-117.3814896,29.55600563,2005-04-07
-117.3840497,29.47779167,2005-04-08
-117.2098975,29.23873478,2005-04-09
-117.0926535,29.02097732,2005-04-10
-116.9489924,28.84021026,2005-04-11
-116.820294,28.85814773,2005-04-12
-116.9008117,29.03683829,2005-04-13
-116.8618562,29.01372005,2005-04-14
-116.7631991,28.89268918,2005-04-15
-116.7856031,28.90165659,2005-04-16
-116.8276359,28.90527982,2005-04-17
-116.9567896,28.98969567,2005-04-18
-116.8567748,28.7344221,2005-04-19
-116.948141,28.67772417,2005-04-20
-117.0392894,28.55528422,2005-04-21
-117.2475077,28.51152492,2005-04-22
-117.2359354,28.26119885,2005-04-23
-117.2225901,28.04594066,2005-04-24
-117.1916814,27.89814419,2005-04-25
-117.293279,27.89942213,2005-04-26
-117.3584563,27.90074031,2005-04-27
-117.4440493,28.06833984,2005-04-28
-117.5501936,28.17466274,2005-04-29
-117.6314879,28.15136768,2005-04-30
