"degrees_east","degrees_north","UTC"
-121.29,33.82,2002-10-01
-121.48,34.16,2002-10-02
-121.85,34.66,2002-10-03
-122.17,35.07,2002-10-04
-122.48,35.45,2002-10-05
-122.85,35.88,2002-10-06
-123.19,36.26,2002-10-07
-123.43,36.52,2002-10-08
-123.63,36.75,2002-10-09
-123.65,36.84,2002-10-10
-123.68,36.96,2002-10-11
-123.88,37.21,2002-10-12
-124.01,37.38,2002-10-13
-124.08,37.5,2002-10-14
-124.27,37.71,2002-10-15
-124.47,37.91,2002-10-16
-124.5,37.92,2002-10-17
-124.46,37.86,2002-10-18
-124.45,37.76,2002-10-19
-124.57,37.73,2002-10-20
-124.6,37.61,2002-10-21
-124.49,37.37,2002-10-22
-124.15,36.94,2002-10-23
-123.81,36.52,2002-10-24
-123.43,36.06,2002-10-25
-122.92,35.5,2002-10-26
-122.34,34.88,2002-10-27
-121.55,34.1,2002-10-28
-120.83,33.38,2002-10-29
-120.03,32.6,2002-10-30
-119.32,31.91,2002-10-31
-123.54,37,2002-10-01
-123.68,37.23,2002-10-02
-123.76,37.33,2002-10-03
-123.92,37.5,2002-10-04
-124.41,37.98,2002-10-05
-125.07,38.58,2002-10-06
-125.72,39.09,2002-10-07
-126.32,39.52,2002-10-08
-126.63,39.63,2002-10-09
-126.48,39.3,2002-10-10
-126.09,38.82,2002-10-11
-125.76,38.46,2002-10-12
-125.72,38.44,2002-10-13
-125.89,38.65,2002-10-14
-126.05,38.84,2002-10-15
-126.06,38.89,2002-10-16
-125.94,38.8,2002-10-17
-125.74,38.65,2002-10-18
-125.81,38.78,2002-10-19
-126.09,39.09,2002-10-20
-126.38,39.35,2002-10-21
-126.39,39.29,2002-10-22
-125.99,38.85,2002-10-23
-125.34,38.23,2002-10-24
-124.77,37.71,2002-10-25
-124.29,37.27,2002-10-26
-123.81,36.81,2002-10-27
-123.31,36.36,2002-10-28
-122.86,35.96,2002-10-29
-122.59,35.76,2002-10-30
-122.43,35.64,2002-10-31
-119,31.01,2003-10-01
-118.65,30.77,2003-10-02
-118.54,30.76,2003-10-03
-118.64,30.9,2003-10-04
-118.86,31.11,2003-10-05
-119.09,31.32,2003-10-06
-119.33,31.5,2003-10-07
-119.49,31.54,2003-10-08
-119.64,31.53,2003-10-09
-119.76,31.49,2003-10-10
-119.8,31.41,2003-10-11
-119.76,31.28,2003-10-12
-119.76,31.2,2003-10-13
-119.71,31.05,2003-10-14
-119.67,30.89,2003-10-15
-119.59,30.74,2003-10-16
-119.59,30.71,2003-10-17
-119.68,30.78,2003-10-18
