"degrees_east","degrees_north","UTC"
-119.11,31.26,2003-04-01
-118.97,31.15,2003-04-02
-118.76,30.95,2003-04-03
-118.35,30.54,2003-04-04
-117.7,29.91,2003-04-05
-116.86,29.09,2003-04-06
-116.15,28.38,2003-04-07
-115.49,27.7,2003-04-08
-114.9,27.1,2003-04-09
-114.58,26.79,2003-04-10
-114.44,26.61,2003-04-11
-114.39,26.48,2003-04-12
-114.41,26.46,2003-04-13
-114.49,26.49,2003-04-14
-114.44,26.42,2003-04-15
-114.44,26.41,2003-04-16
-114.36,26.33,2003-04-17
-114.35,26.31,2003-04-18
-114.36,26.32,2003-04-19
-114.39,26.32,2003-04-20
-114.35,26.22,2003-04-21
-114.2,26.03,2003-04-22
-114.12,25.89,2003-04-23
-114.16,25.86,2003-04-24
-114.42,26.03,2003-04-25
-114.5,26.02,2003-04-26
-114.47,25.91,2003-04-27
-114.45,25.86,2003-04-28
-114.4,25.8,2003-04-29
-114.31,25.7,2003-04-30
-122.84,33.05,2003-04-01
-122.68,32.88,2003-04-02
-122.48,32.71,2003-04-03
-122.26,32.54,2003-04-04
-122.02,32.34,2003-04-05
-121.57,31.87,2003-04-06
-120.68,30.94,2003-04-07
-119.45,29.65,2003-04-08
-118.05,28.25,2003-04-09
-116.76,26.95,2003-04-10
-115.83,26.03,2003-04-11
-115.4,25.58,2003-04-12
-115.2,25.32,2003-04-13
-115.11,25.16,2003-04-14
-114.97,24.94,2003-04-15
-114.95,24.86,2003-04-16
-114.98,24.87,2003-04-17
-115.1,25.01,2003-04-18
-115.28,25.3,2003-04-19
-115.34,25.47,2003-04-20
-115.25,25.47,2003-04-21
-114.94,25.24,2003-04-22
-114.56,24.92,2003-04-23
-114.25,24.64,2003-04-24
-114.07,24.5,2003-04-25
-114.04,24.46,2003-04-26
-114.1,24.47,2003-04-27
-114.22,24.55,2003-04-28
-114.36,24.64,2003-04-29
-114.4,24.66,2003-04-30
-115.57,27.01,2004-04-01
-115.61,27.08,2004-04-02
-115.5,27.04,2004-04-03
-115.4,27.06,2004-04-04
-115.4,27.21,2004-04-05
-115.48,27.48,2004-04-06
-115.6,27.77,2004-04-07
-115.74,28.06,2004-04-08
-115.87,28.28,2004-04-09
-116.09,28.56,2004-04-10
-116.13,28.58,2004-04-11
-116.06,28.43,2004-04-12
-115.88,28.12,2004-04-13
-115.67,27.76,2004-04-14
-115.28,27.23,2004-04-15
-114.64,26.48,2004-04-16
-114.12,25.96,2004-04-17
-113.9,25.77,2004-04-18
-113.82,25.74,2004-04-19
-113.98,25.95,2004-04-20
-114.25,26.23,2004-04-21
-114.63,26.58,2004-04-22
-114.87,26.73,2004-04-23
-115.06,26.82,2004-04-24
-115.32,26.98,2004-04-25
-115.55,27.1,2004-04-26
-115.58,27.01,2004-04-27
-115.42,26.73,2004-04-28
-115.19,26.44,2004-04-29
-115.02,26.27,2004-04-30
-114.09,25.13,2003-04-01
-114.2,25.31,2003-04-02
-114.31,25.51,2003-04-03
-114.37,25.64,2003-04-04
-114.33,25.71,2003-04-05
-114.25,25.75,2003-04-06
-114.26,25.84,2003-04-07
-114.3,25.94,2003-04-08
-114.38,26.02,2003-04-09
-114.31,25.95,2003-04-10
-114.13,25.83,2003-04-11
-113.82,25.59,2003-04-12
-113.57,25.42,2003-04-13
-113.46,25.35,2003-04-14
-113.44,25.3,2003-04-15
-113.26,25.12,2003-04-16
-113.08,24.97,2003-04-17
-113.09,24.96,2003-04-18
-113.04,24.84,2003-04-19
-112.96,24.73,2003-04-20
-112.85,24.6,2003-04-21
-112.71,24.46,2003-04-22
-112.49,24.28,2003-04-23
-112.31,24.16,2003-04-24
-112.28,24.17,2003-04-25
-112.25,24.19,2003-04-26
-112.44,24.35,2003-04-27
-112.57,24.42,2003-04-28
-112.6,24.38,2003-04-29
-112.42,24.21,2003-04-30
-112.6,23.67,2003-04-01
-112.75,23.82,2003-04-02
-112.6,23.76,2003-04-03
-112.45,23.69,2003-04-04
-112.42,23.7,2003-04-05
-112.4,23.71,2003-04-06
-112.38,23.71,2003-04-07
-112.39,23.73,2003-04-08
-112.42,23.77,2003-04-09
-112.39,23.75,2003-04-10
-112.36,23.74,2003-04-11
-112.35,23.74,2003-04-12
-112.33,23.75,2003-04-13
-112.26,23.72,2003-04-14
-112.26,23.72,2003-04-15
-112.31,23.77,2003-04-16
-112.27,23.74,2003-04-17
-112.43,23.9,2003-04-18
-112.83,24.23,2003-04-19
-113.39,24.68,2003-04-20
-113.89,25.07,2003-04-21
-114.16,25.3,2003-04-22
-114.34,25.45,2003-04-23
-114.54,25.62,2003-04-24
-114.68,25.73,2003-04-25
-114.8,25.81,2003-04-26
-114.86,25.83,2003-04-27
-114.88,25.78,2003-04-28
-114.75,25.6,2003-04-29
-114.56,25.35,2003-04-30
-113.39,24.44,2004-04-01
-113.66,24.73,2004-04-02
-113.9,24.99,2004-04-03
-114.22,25.32,2004-04-04
-114.4,25.55,2004-04-05
-114.51,25.7,2004-04-06
-114.87,26.01,2004-04-07
-115.28,26.33,2004-04-08
-115.61,26.56,2004-04-09
-115.8,26.68,2004-04-10
-115.87,26.7,2004-04-11
-115.93,26.76,2004-04-12
-116.13,26.92,2004-04-13
-116.25,27.03,2004-04-14
-116.27,27.04,2004-04-15
-116.2,26.97,2004-04-16
-115.83,26.67,2004-04-17
-115.41,26.34,2004-04-18
-115,26.05,2004-04-19
-114.64,25.82,2004-04-20
-114.38,25.66,2004-04-21
-114.23,25.56,2004-04-22
-113.96,25.34,2004-04-23
-113.61,25.03,2004-04-24
-113.24,24.67,2004-04-25
-112.96,24.35,2004-04-26
-112.88,24.17,2004-04-27
-112.92,24.09,2004-04-28
-113.09,24.13,2004-04-29
-113.35,24.26,2004-04-30
-112.5300031,24.07379932,2003-04-01
-112.6610525,24.22400602,2003-04-02
-112.7596727,24.39764494,2003-04-03
-112.8544499,24.48817156,2003-04-04
-112.8862601,24.48908315,2003-04-05
-112.8189086,24.40889666,2003-04-06
-112.7668061,24.39970292,2003-04-07
-112.8616491,24.48415354,2003-04-08
-113.0045849,24.59969409,2003-04-09
-113.1787035,24.7260971,2003-04-10
-113.3091462,24.81615636,2003-04-11
-113.4808102,24.91350255,2003-04-12
-113.5099518,24.77828908,2003-04-13
-113.3731505,24.56384871,2003-04-14
-113.2524428,24.46175222,2003-04-15
-113.2059488,24.49465772,2003-04-16
-113.3090171,24.80909442,2003-04-17
-113.6161893,25.23707804,2003-04-18
-113.9593595,25.44308064,2003-04-19
-114.1731179,25.71242361,2003-04-20
-114.4557457,25.65214773,2003-04-21
-114.1026017,24.91125943,2003-04-22
-113.4076488,24.25586817,2003-04-23
-112.7951407,24.02776606,2003-04-24
-112.6886892,24.11999622,2003-04-25
-112.6951586,24.29433514,2003-04-26
-112.8902021,24.49467929,2003-04-27
-113.0038232,24.51079326,2003-04-28
-112.9847059,24.27663168,2003-04-29
-112.7437939,24.11728339,2003-04-30
-116.3291412,26.99121672,2003-04-02
-115.3444624,25.98250949,2003-04-05
-114.321454,25.78761569,2003-04-08
-114.4909163,26.19024928,2003-04-11
-114.5565827,26.10513135,2003-04-14
-114.7358369,26.37196796,2003-04-17
-115.1148602,26.69188641,2003-04-20
-114.8266473,26.00826887,2003-04-23
-114.1841402,25.47788968,2003-04-26
-113.8110251,25.39468765,2003-04-29
-113.2763497,24.19521242,2004-04-02
-113.1761855,24.44262336,2004-04-05
-113.2163463,24.61165746,2004-04-08
-113.2579685,24.82738414,2004-04-11
-113.3964963,24.92234775,2004-04-14
-113.1763853,24.92095474,2004-04-17
