"degrees_east","degrees_north","UTC"
-127.14,39.28,2002-12-01
-126.83,39.2,2002-12-02
-126.2,38.8,2002-12-03
-125.58,38.37,2002-12-04
-125.02,37.93,2002-12-05
-124.55,37.43,2002-12-06
-124.09,36.9,2002-12-07
-123.64,36.36,2002-12-08
-123.18,35.84,2002-12-09
-122.76,35.33,2002-12-10
-122.32,34.81,2002-12-11
-121.91,34.3,2002-12-12
-121.5,33.76,2002-12-13
-121.09,33.23,2002-12-14
-120.66,32.69,2002-12-15
-120.23,32.16,2002-12-16
-119.83,31.65,2002-12-17
-119.6,31.32,2002-12-18
-119.38,30.98,2002-12-19
-119.09,30.55,2002-12-20
-118.46,29.8,2002-12-21
-117.78,29.08,2002-12-22
-117.28,28.56,2002-12-23
-116.99,28.25,2002-12-24
-116.89,28.09,2002-12-25
-116.78,27.92,2002-12-26
-116.65,27.73,2002-12-27
-116.65,27.68,2002-12-28
-116.62,27.64,2002-12-29
-116.45,27.49,2002-12-30
-116.2,27.3,2002-12-31
-119.41,30.99,2002-12-01
-119.26,30.74,2002-12-02
-118.94,30.36,2002-12-03
-118.52,29.94,2002-12-04
-118.17,29.61,2002-12-05
-117.95,29.44,2002-12-06
-117.8,29.33,2002-12-07
-117.67,29.19,2002-12-08
-117.4,28.88,2002-12-09
-117.12,28.55,2002-12-10
-116.93,28.38,2002-12-11
-116.83,28.33,2002-12-12
-116.8,28.38,2002-12-13
-116.85,28.5,2002-12-14
-116.89,28.58,2002-12-15
-116.81,28.53,2002-12-16
-116.71,28.47,2002-12-17
-116.64,28.46,2002-12-18
-116.68,28.55,2002-12-19
-116.66,28.57,2002-12-20
-116.65,28.58,2002-12-21
-116.65,28.61,2002-12-22
-116.66,28.64,2002-12-23
-116.61,28.59,2002-12-24
-116.6,28.57,2002-12-25
-116.6,28.54,2002-12-26
-116.57,28.43,2002-12-27
-116.41,28.14,2002-12-28
-116.26,27.86,2002-12-29
-116.05,27.51,2002-12-30
-115.76,27.08,2002-12-31
-126.6,39.88,2003-12-01
-126.87,40.13,2003-12-02
-127.1,40.31,2003-12-03
-127.16,40.27,2003-12-04
-126.82,39.75,2003-12-05
-126.18,38.92,2003-12-06
-125.39,37.93,2003-12-07
-124.6,36.94,2003-12-08
-123.96,36.1,2003-12-09
-123.35,35.28,2003-12-10
