"degrees_east","degrees_north","UTC"
-115.89,27.06,2003-01-01
-115.74,26.94,2003-01-02
-115.76,26.99,2003-01-03
-115.94,27.18,2003-01-04
-116.14,27.39,2003-01-05
-116.33,27.6,2003-01-06
-116.49,27.78,2003-01-07
-116.49,27.79,2003-01-08
-116.37,27.7,2003-01-09
-116.16,27.5,2003-01-10
-116.04,27.39,2003-01-11
-115.9,27.24,2003-01-12
-115.81,27.12,2003-01-13
-115.82,27.09,2003-01-14
-115.99,27.16,2003-01-15
-116.08,27.14,2003-01-16
-116.18,27.15,2003-01-17
-116.38,27.28,2003-01-18
-116.69,27.55,2003-01-19
-116.98,27.86,2003-01-20
-117.18,28.09,2003-01-21
-117.49,28.44,2003-01-22
-117.88,28.85,2003-01-23
-118,29.04,2003-01-24
-118.08,29.24,2003-01-25
-118.23,29.53,2003-01-26
-118.3,29.71,2003-01-27
-118.23,29.75,2003-01-28
-118.04,29.63,2003-01-29
-117.98,29.59,2003-01-30
-118.01,29.59,2003-01-31
-115.44,26.66,2003-01-01
-115.35,26.53,2003-01-02
-115.53,26.71,2003-01-03
-115.74,26.95,2003-01-04
-116.01,27.21,2003-01-05
-116.22,27.4,2003-01-06
-116.37,27.55,2003-01-07
-116.43,27.61,2003-01-08
-116.45,27.61,2003-01-09
-116.45,27.62,2003-01-10
-116.42,27.62,2003-01-11
-116.32,27.56,2003-01-12
-116.16,27.45,2003-01-13
-116,27.31,2003-01-14
-115.96,27.32,2003-01-15
-116.04,27.41,2003-01-16
-116.21,27.55,2003-01-17
-116.32,27.61,2003-01-18
-116.32,27.59,2003-01-19
-116.32,27.62,2003-01-20
-116.41,27.74,2003-01-21
-116.54,27.88,2003-01-22
-116.72,28.08,2003-01-23
-117.01,28.4,2003-01-24
-117.29,28.71,2003-01-25
-117.44,28.88,2003-01-26
-117.52,28.99,2003-01-27
-117.68,29.2,2003-01-28
-117.92,29.44,2003-01-29
-118.17,29.65,2003-01-30
-118.44,29.88,2003-01-31
-116.16,27.59,2004-01-01
-116.08,27.5,2004-01-02
-116.04,27.47,2004-01-03
-115.82,27.26,2004-01-04
-115.6,27.04,2004-01-05
-115.36,26.82,2004-01-06
-115.13,26.63,2004-01-07
-115.01,26.59,2004-01-08
-115.13,26.75,2004-01-09
-115.37,27.01,2004-01-10
-115.63,27.28,2004-01-11
-115.85,27.5,2004-01-12
