"degrees_east","degrees_north","UTC"
-118.25,29.71,2003-02-01
-118.43,29.73,2003-02-02
-118.55,29.66,2003-02-03
-118.29,29.3,2003-02-04
-117.82,28.84,2003-02-05
-117.3,28.42,2003-02-06
-116.79,28.01,2003-02-07
-116.44,27.75,2003-02-08
-116.34,27.7,2003-02-09
-116.31,27.65,2003-02-10
-116.32,27.64,2003-02-11
-116.54,27.85,2003-02-12
-116.59,27.91,2003-02-13
-116.52,27.84,2003-02-14
-116.15,27.52,2003-02-15
-115.75,27.19,2003-02-16
-115.32,26.81,2003-02-17
-114.97,26.5,2003-02-18
-114.76,26.32,2003-02-19
-114.61,26.16,2003-02-20
-114.49,26.03,2003-02-21
-114.5,26.04,2003-02-22
-114.53,26.06,2003-02-23
-114.53,26.05,2003-02-24
-114.49,26.01,2003-02-25
-114.51,26.01,2003-02-26
-114.64,26.11,2003-02-27
-114.72,26.12,2003-02-28
-118.76,30.11,2003-02-01
-118.98,30.23,2003-02-02
-119.31,30.43,2003-02-03
-119.5,30.44,2003-02-04
-119.52,30.29,2003-02-05
-119.52,30.2,2003-02-06
-119.56,30.2,2003-02-07
-119.64,30.24,2003-02-08
-119.85,30.39,2003-02-09
-120.1,30.56,2003-02-10
-120.15,30.51,2003-02-11
-120.28,30.53,2003-02-12
-120.63,30.81,2003-02-13
-121.16,31.24,2003-02-14
-121.71,31.66,2003-02-15
-122.46,32.31,2003-02-16
-123.4,33.12,2003-02-17
-124.3,33.85,2003-02-18
-124.92,34.24,2003-02-19
-125.14,34.19,2003-02-20
-124.88,33.71,2003-02-21
-124.2,32.87,2003-02-22
-123.18,31.77,2003-02-23
-121.85,30.43,2003-02-24
-120.36,29.03,2003-02-25
-119.03,27.87,2003-02-26
-117.97,27.04,2003-02-27
-117.33,26.67,2003-02-28
-116.61,28.82,2004-02-01
-116.86,29.12,2004-02-02
-117.11,29.39,2004-02-03
-117.26,29.49,2004-02-04
-117.41,29.6,2004-02-05
-117.75,29.92,2004-02-06
-118.18,30.3,2004-02-07
-118.58,30.65,2004-02-08
-118.95,31,2004-02-09
-119.28,31.3,2004-02-10
-119.3,31.27,2004-02-11
-119.11,31.04,2004-02-12
-118.77,30.66,2004-02-13
-118.14,29.97,2004-02-14
-117.16,28.95,2004-02-15
-116.11,27.91,2004-02-16
-115.21,27.05,2004-02-17
-114.56,26.45,2004-02-18
-114.09,26.02,2004-02-19
-113.65,25.61,2004-02-20
-113.21,25.19,2004-02-21
-112.9,24.93,2004-02-22
-112.78,24.83,2004-02-23
-112.7,24.72,2004-02-24
-112.62,24.6,2004-02-25
-112.64,24.57,2004-02-26
-112.75,24.63,2004-02-27
-112.87,24.68,2004-02-28
-112.93,24.68,2004-02-29
-116.8,26.75,2003-02-01
-116.68,26.81,2003-02-02
-116.61,26.95,2003-02-03
-116.9,27.29,2003-02-04
-117.15,27.53,2003-02-05
-117.46,27.78,2003-02-06
-117.71,27.96,2003-02-07
-117.65,27.97,2003-02-08
-117.66,28.02,2003-02-09
-117.63,28.05,2003-02-10
-117.47,28.03,2003-02-11
-117.42,28.09,2003-02-12
-117.39,28.2,2003-02-13
-117.59,28.4,2003-02-14
-117.78,28.59,2003-02-15
-117.8,28.66,2003-02-16
-117.82,28.66,2003-02-17
-117.7,28.49,2003-02-18
-117.43,28.18,2003-02-19
-116.92,27.74,2003-02-20
-116.4,27.34,2003-02-21
-115.92,26.96,2003-02-22
-115.41,26.59,2003-02-23
-115,26.36,2003-02-24
-114.81,26.29,2003-02-25
-114.77,26.31,2003-02-26
-114.85,26.4,2003-02-27
-114.83,26.38,2003-02-28
-116.64,26.53,2003-02-01
-116.58,26.49,2003-02-02
-116.47,26.41,2003-02-03
-116.52,26.42,2003-02-04
-116.59,26.43,2003-02-05
-116.71,26.46,2003-02-06
-116.76,26.47,2003-02-07
-116.78,26.49,2003-02-08
-116.86,26.59,2003-02-09
-116.94,26.69,2003-02-10
-116.81,26.65,2003-02-11
-116.59,26.57,2003-02-12
-116.26,26.43,2003-02-13
-116.09,26.4,2003-02-14
-115.92,26.35,2003-02-15
-115.56,26.16,2003-02-16
-115.08,25.9,2003-02-17
-114.73,25.76,2003-02-18
-114.53,25.75,2003-02-19
-114.41,25.76,2003-02-20
-114.34,25.78,2003-02-21
-114.43,25.88,2003-02-22
-114.56,25.95,2003-02-23
-114.72,26.03,2003-02-24
-114.8,26.03,2003-02-25
-114.8,25.97,2003-02-26
-114.87,25.95,2003-02-27
-114.81,25.83,2003-02-28
-118.33,28.41,2004-02-01
-118.23,28.62,2004-02-02
-118.11,28.8,2004-02-03
-117.99,28.88,2004-02-04
-117.79,28.84,2004-02-05
-117.72,28.81,2004-02-06
-117.67,28.73,2004-02-07
-117.59,28.6,2004-02-08
-117.48,28.4,2004-02-09
-117.3,28.13,2004-02-10
-117.1,27.87,2004-02-11
-116.92,27.62,2004-02-12
-116.85,27.47,2004-02-13
-116.86,27.4,2004-02-14
-116.9,27.35,2004-02-15
-116.89,27.27,2004-02-16
-116.9,27.21,2004-02-17
-116.9,27.13,2004-02-18
-116.89,27.08,2004-02-19
-116.82,27.01,2004-02-20
-116.51,26.77,2004-02-21
-115.9,26.31,2004-02-22
-114.89,25.54,2004-02-23
-113.84,24.79,2004-02-24
-113.09,24.29,2004-02-25
-112.74,24.09,2004-02-26
-112.6,24.03,2004-02-27
-112.51,24,2004-02-28
-112.48,24.01,2004-02-29
-114.6001133,25.25275134,2003-02-01
-114.6674403,25.52973223,2003-02-02
-114.9415169,25.73549375,2003-02-03
-114.9982409,25.60456599,2003-02-04
-114.8639511,25.43893843,2003-02-05
-114.8004794,25.77370648,2003-02-06
-115.2485236,26.20284839,2003-02-07
-115.4055664,26.16269962,2003-02-08
-115.5121743,26.29261874,2003-02-09
-115.7097808,26.65722355,2003-02-10
-116.1666634,27.36391774,2003-02-11
-116.9495995,28.09137781,2003-02-12
-117.7282522,28.89194397,2003-02-13
-118.7033108,29.54638853,2003-02-14
-119.2124906,29.73861664,2003-02-15
-119.5638006,30.12395822,2003-02-16
-119.9459458,30.47728333,2003-02-17
-120.2374511,30.80675708,2003-02-18
-120.533527,31.16860145,2003-02-19
-120.8663131,31.51806865,2003-02-20
-121.08979,31.60321163,2003-02-21
-121.0673899,31.56071692,2003-02-22
-120.9861421,31.35160791,2003-02-23
-120.684155,30.93102746,2003-02-24
-120.2122666,30.59437396,2003-02-25
-119.8938058,30.15594622,2003-02-26
-119.1370043,29.30566955,2003-02-27
-118.3110714,28.66987707,2003-02-28
-121.2475126,32.43752448,2003-02-01
-121.8224852,32.2180076,2003-02-04
-123.2036321,33.93009602,2003-02-07
-124.8933449,35.13880638,2003-02-10
-125.7237103,35.5910521,2003-02-13
-125.2244534,36.02987621,2003-02-16
-125.381186,37.37969751,2003-02-19
-125.6838352,37.81542118,2003-02-22
-125.4972289,36.64288655,2003-02-25
-124.1911042,35.11215783,2003-02-28
-124.7553376,35.85393726,2004-02-02
-124.5591358,36.17494694,2004-02-05
-124.7008825,37.05885921,2004-02-08
-125.2990742,38.47705017,2004-02-11
-125.5670024,38.01513413,2004-02-14
-123.7489097,35.01961927,2004-02-17
-120.6567665,31.57949925,2004-02-20
-117.9293973,28.22603364,2004-02-23
-114.9148483,25.51206719,2004-02-26
-113.1773941,24.40621312,2004-02-29
-126.89,36.43,2003-02-01
-126.51,35.8,2003-02-02
-125.82,34.96,2003-02-03
-124.88,33.99,2003-02-04
-123.76,33.01,2003-02-05
-122.61,32.09,2003-02-06
-121.48,31.25,2003-02-07
-120.55,30.59,2003-02-08
-120,30.23,2003-02-09
-119.63,29.93,2003-02-10
-119.11,29.46,2003-02-11
-118.54,28.98,2003-02-12
-117.83,28.46,2003-02-13
-117.35,28.13,2003-02-14
-116.95,27.83,2003-02-15
-116.6,27.6,2003-02-16
-116.45,27.59,2003-02-17
-116.51,27.7,2003-02-18
-116.57,27.77,2003-02-19
-116.5,27.7,2003-02-20
-116.35,27.53,2003-02-21
-116.12,27.28,2003-02-22
-115.91,27.04,2003-02-23
-115.72,26.83,2003-02-24
-115.64,26.7,2003-02-25
-115.68,26.6,2003-02-26
-115.67,26.43,2003-02-27
-115.54,26.25,2003-02-28
-116.65,26.97,2004-02-01
-116.32,26.72,2004-02-02
-116.28,26.68,2004-02-03
-116.38,26.65,2004-02-04
-116.44,26.59,2004-02-05
-116.41,26.51,2004-02-06
-116.45,26.54,2004-02-07
-116.46,26.6,2004-02-08
-116.5,26.72,2004-02-09
-116.64,26.89,2004-02-10
-116.73,27,2004-02-11
-116.77,27.06,2004-02-12
-116.68,27.03,2004-02-13
-116.64,27.03,2004-02-14
-116.57,27,2004-02-15
-116.45,26.94,2004-02-16
-116.41,26.94,2004-02-17
-116.36,26.94,2004-02-18
-116.3,26.97,2004-02-19
-116.3,27.06,2004-02-20
-116.3,27.11,2004-02-21
-116.33,27.16,2004-02-22
-116.32,27.18,2004-02-23
-116.22,27.1,2004-02-24
-116.1,27.01,2004-02-25
-116,26.93,2004-02-26
-115.95,26.91,2004-02-27
-115.72,26.8,2004-02-28
-115.55,26.74,2004-02-29
-116.69,26.99,2004-02-01
-116.58,26.94,2004-02-02
-116.5,26.92,2004-02-03
-116.55,27.01,2004-02-04
-116.62,27.07,2004-02-05
-116.64,27.07,2004-02-06
-116.64,27.06,2004-02-07
-116.67,27.06,2004-02-08
-116.74,27.08,2004-02-09
-116.71,27,2004-02-10
