"degrees_east","degrees_north","UTC"
-117.2,29.21,2002-08-06
-117.27,29.22,2002-08-07
-117.23,29.14,2002-08-08
-117.19,29.05,2002-08-09
-117.18,29.02,2002-08-10
-117.16,29.02,2002-08-11
-117.14,29.04,2002-08-12
-117.15,29.13,2002-08-13
-117.24,29.3,2002-08-14
-117.43,29.6,2002-08-15
-117.63,29.89,2002-08-16
-117.68,30.01,2002-08-17
-117.59,29.98,2002-08-18
-117.27,29.74,2002-08-19
-117.01,29.57,2002-08-20
-116.97,29.56,2002-08-21
-116.86,29.43,2002-08-22
-116.81,29.36,2002-08-23
-116.74,29.28,2002-08-24
-116.71,29.23,2002-08-25
-116.63,29.16,2002-08-26
-116.64,29.2,2002-08-27
-116.66,29.33,2002-08-28
-116.71,29.51,2002-08-29
-116.82,29.71,2002-08-30
-116.93,29.9,2002-08-31
-117.06,30.6,2002-08-07
-117.16,30.74,2002-08-08
-117.32,30.93,2002-08-09
-117.49,31.14,2002-08-10
-117.67,31.32,2002-08-11
-117.81,31.42,2002-08-12
-117.91,31.49,2002-08-13
-118.01,31.53,2002-08-14
-118.1,31.57,2002-08-15
-118.2,31.6,2002-08-16
-118.26,31.62,2002-08-17
-118.32,31.65,2002-08-18
-118.38,31.67,2002-08-19
-118.43,31.7,2002-08-20
-118.47,31.71,2002-08-21
-118.49,31.7,2002-08-22
-118.49,31.7,2002-08-23
-118.45,31.67,2002-08-24
-118.4,31.64,2002-08-25
-118.34,31.63,2002-08-26
-118.31,31.69,2002-08-27
-118.35,31.82,2002-08-28
-118.52,32.03,2002-08-29
-118.72,32.24,2002-08-30
-118.9,32.41,2002-08-31
-117.52,29.07,2003-08-01
-117.51,29.13,2003-08-02
-117.44,29.19,2003-08-03
-117.31,29.2,2003-08-04
-117.14,29.14,2003-08-05
-117.08,29.16,2003-08-06
-117.13,29.24,2003-08-07
-117.21,29.27,2003-08-08
-117.27,29.25,2003-08-09
-117.25,29.13,2003-08-10
-117.21,28.99,2003-08-11
-117.21,28.94,2003-08-12
-117.25,28.96,2003-08-13
-117.36,29.04,2003-08-14
-117.4,29.02,2003-08-15
-117.41,28.92,2003-08-16
-117.38,28.78,2003-08-17
-117.32,28.62,2003-08-18
-117.31,28.51,2003-08-19
-117.3,28.38,2003-08-20
-117.37,28.36,2003-08-21
-117.48,28.4,2003-08-22
-117.71,28.66,2003-08-23
-118.16,29.19,2003-08-24
-118.79,29.88,2003-08-25
-119.43,30.56,2003-08-26
-119.93,31.08,2003-08-27
-120.35,31.53,2003-08-28
-120.78,32.04,2003-08-29
-121.09,32.41,2003-08-30
-121.35,32.75,2003-08-31
-117.98,31.02,2004-08-01
-118.01,31.11,2004-08-02
-118,31.13,2004-08-03
-117.77,30.92,2004-08-04
-117.59,30.78,2004-08-05
-117.59,30.83,2004-08-06
-117.76,30.98,2004-08-07
-118.13,31.28,2004-08-08
-118.52,31.56,2004-08-09
-118.73,31.71,2004-08-10
-118.91,31.91,2004-08-11
-119.18,32.25,2004-08-12
-119.46,32.59,2004-08-13
-119.67,32.8,2004-08-14
-119.77,32.86,2004-08-15
-119.69,32.72,2004-08-16
-119.47,32.44,2004-08-17
-119.05,31.99,2004-08-18
-118.57,31.55,2004-08-19
-118.21,31.27,2004-08-20
-118.06,31.25,2004-08-21
-118.05,31.34,2004-08-22
-118.09,31.44,2004-08-23
-118.18,31.57,2004-08-24
-118.27,31.66,2004-08-25
-118.38,31.72,2004-08-26
-118.37,31.59,2004-08-27
-118.33,31.33,2004-08-28
-118.15,30.85,2004-08-29
-117.98,30.32,2004-08-30
-117.81,29.77,2004-08-31
-116.68,29.6,2002-08-06
-116.84,29.44,2002-08-07
-116.81,29.24,2002-08-08
-117.15,28.98,2002-08-09
-117.11,29.02,2002-08-10
-117.3,30.04,2002-08-07
-117.36,30.08,2002-08-08
-117.45,30.15,2002-08-09
-117.49,30.18,2002-08-10
-117.45,30.15,2002-08-11
-117.48,30.18,2002-08-12
-117.59,30.26,2002-08-13
-117.8,30.42,2002-08-14
-117.91,30.5,2002-08-15
-118.02,30.58,2002-08-16
-118.06,30.61,2002-08-17
-118.16,30.68,2002-08-18
-118.24,30.72,2002-08-19
-118.3,30.75,2002-08-20
-118.37,30.79,2002-08-21
-118.43,30.81,2002-08-22
-118.5,30.84,2002-08-23
-118.54,30.85,2002-08-24
-118.57,30.86,2002-08-25
-118.59,30.87,2002-08-26
-118.63,30.9,2002-08-27
-118.72,30.97,2002-08-28
-118.88,31.1,2002-08-29
-118.92,31.17,2002-08-30
-118.98,31.29,2002-08-31
-116.97,29.62,2002-08-07
-117.1,29.57,2002-08-08
-117.12,29.56,2002-08-09
-117.32,29.52,2002-08-10
-117.36,29.57,2002-08-11
-117.01,29.53,2002-08-12
-117.11,29.56,2002-08-13
-117.16,29.56,2002-08-14
-117.17,29.55,2002-08-15
-117.22,29.58,2002-08-16
-117.18,29.57,2002-08-17
-117.09,29.63,2002-08-18
-117.13,29.6,2002-08-19
-117,29.7,2002-08-20
-117.07,29.67,2002-08-21
-117.73,29.6,2002-08-08
-117.7,29.6,2002-08-09
-117.66,29.61,2002-08-10
-117.64,29.65,2002-08-11
-117.64,29.72,2002-08-12
-117.64,29.81,2002-08-13
-117.67,29.9,2002-08-14
-117.72,30.02,2002-08-15
-117.85,30.22,2002-08-16
-118.19,30.6,2002-08-17
-118.64,31.05,2002-08-18
-119.23,31.56,2002-08-19
-119.69,31.91,2002-08-20
-120.03,32.13,2002-08-21
-120.17,32.18,2002-08-22
-120.09,32.06,2002-08-23
-119.73,31.75,2002-08-24
-119.43,31.54,2002-08-25
-119.27,31.45,2002-08-26
-119.16,31.47,2002-08-27
-119.11,31.55,2002-08-28
-119.1,31.68,2002-08-29
-119.04,31.8,2002-08-30
-118.97,31.94,2002-08-31
-117.4,28.56,2003-08-01
-117.31,28.55,2003-08-02
-117.16,28.5,2003-08-03
-117.02,28.47,2003-08-04
-116.98,28.52,2003-08-05
-117,28.6,2003-08-06
-117.04,28.68,2003-08-07
-117.03,28.68,2003-08-08
-117.03,28.67,2003-08-09
-116.99,28.6,2003-08-10
-117.03,28.6,2003-08-11
-117.1,28.65,2003-08-12
-117.16,28.72,2003-08-13
-117.26,28.81,2003-08-14
-117.36,28.88,2003-08-15
-117.43,28.9,2003-08-16
-117.47,28.88,2003-08-17
-117.5,28.82,2003-08-18
-117.55,28.73,2003-08-19
-117.57,28.61,2003-08-20
-117.68,28.57,2003-08-21
-117.73,28.53,2003-08-22
-117.75,28.52,2003-08-23
-117.84,28.6,2003-08-24
-117.91,28.68,2003-08-25
-117.91,28.77,2003-08-26
-118.15,29.15,2003-08-27
-118.68,29.81,2003-08-28
-119.47,30.68,2003-08-29
-120.35,31.61,2003-08-30
-121.12,32.42,2003-08-31
-116.777,30.21834986,2002-08-06
-116.8629082,30.23187138,2002-08-07
-116.9925655,30.18932658,2002-08-08
-117.0518663,30.06935768,2002-08-09
-117.0597609,29.94392625,2002-08-10
-117.0892974,29.84091265,2002-08-11
-117.1507738,29.66295855,2002-08-12
-117.104919,29.43627843,2002-08-13
-117.0586137,29.35705367,2002-08-14
-117.1438539,29.36737659,2002-08-15
-117.2702926,29.40060413,2002-08-16
-117.44664,29.41720215,2002-08-17
-117.5227893,29.17115775,2002-08-18
-117.3643465,28.88479832,2002-08-19
-117.1520052,28.73651458,2002-08-20
-116.9614565,28.54602145,2002-08-21
-116.7824671,28.54297127,2002-08-22
-116.7079901,28.48966069,2002-08-23
-116.6580215,28.52143201,2002-08-24
-116.6853681,28.51900328,2002-08-25
-116.6151818,28.57662328,2002-08-26
-116.640836,28.70859557,2002-08-27
-116.6894161,28.78881578,2002-08-28
-116.6521225,29.02592215,2002-08-29
-116.8795619,29.43283285,2002-08-30
-117.0816255,29.694348,2002-08-31
-116.5882628,29.08488714,2003-08-03
-116.9611448,29.71641615,2003-08-06
-117.0301474,29.55086778,2003-08-09
-117.0829679,30.12247112,2003-08-12
