longitude,latitude,time
degrees_east,degrees_north,UTC
-117.99,30.31,2002-09-03T00:00:00Z
-118.06,30.38,2002-09-04T00:00:00Z
-118.13,30.47,2002-09-05T00:00:00Z
-118.2,30.56,2002-09-06T00:00:00Z
-118.28,30.66,2002-09-07T00:00:00Z
-118.34,30.75,2002-09-08T00:00:00Z
-118.41,30.82,2002-09-09T00:00:00Z
-118.46,30.9,2002-09-10T00:00:00Z
-118.49,30.96,2002-09-11T00:00:00Z
-118.48,31.0,2002-09-12T00:00:00Z
-118.37,30.97,2002-09-13T00:00:00Z
-118.31,30.96,2002-09-14T00:00:00Z
-118.32,31.02,2002-09-15T00:00:00Z
-118.35,31.11,2002-09-16T00:00:00Z
-118.5,31.31,2002-09-17T00:00:00Z
-118.64,31.51,2002-09-18T00:00:00Z
-118.69,31.66,2002-09-19T00:00:00Z
-118.74,31.79,2002-09-20T00:00:00Z
-118.78,31.91,2002-09-21T00:00:00Z
-118.8,32.02,2002-09-22T00:00:00Z
-118.82,32.11,2002-09-23T00:00:00Z
-118.88,32.18,2002-09-24T00:00:00Z
-118.92,32.2,2002-09-25T00:00:00Z
-118.96,32.2,2002-09-26T00:00:00Z
-118.99,32.21,2002-09-27T00:00:00Z
-118.92,32.18,2002-09-28T00:00:00Z
-118.75,32.08,2002-09-29T00:00:00Z
-118.52,31.93,2002-09-30T00:00:00Z
-118.3,31.79,2002-10-01T00:00:00Z
-118.15,31.69,2002-10-02T00:00:00Z
-118.14,31.68,2002-10-03T00:00:00Z
-118.53,31.94,2002-10-04T00:00:00Z
-119.21,32.42,2002-10-05T00:00:00Z
-119.83,32.89,2002-10-06T00:00:00Z
-120.2,33.19,2002-10-07T00:00:00Z
-120.35,33.33,2002-10-08T00:00:00Z
-120.38,33.33,2002-10-09T00:00:00Z
-120.39,33.29,2002-10-10T00:00:00Z
-120.59,33.36,2002-10-11T00:00:00Z
-120.92,33.51,2002-10-12T00:00:00Z
-121.3,33.72,2002-10-13T00:00:00Z
-121.53,33.86,2002-10-14T00:00:00Z
-121.65,33.91,2002-10-15T00:00:00Z
-121.63,33.87,2002-10-16T00:00:00Z
-121.57,33.78,2002-10-17T00:00:00Z
-121.51,33.7,2002-10-18T00:00:00Z
-121.45,33.62,2002-10-19T00:00:00Z
-121.45,33.62,2002-10-20T00:00:00Z
-121.45,33.63,2002-10-21T00:00:00Z
-121.3,33.54,2002-10-22T00:00:00Z
-121.36,33.58,2002-10-23T00:00:00Z
-121.53,33.7,2002-10-24T00:00:00Z
-121.79,33.91,2002-10-25T00:00:00Z
-121.69,33.93,2002-10-26T00:00:00Z
-121.65,34.0,2002-10-27T00:00:00Z
-121.6,34.08,2002-10-28T00:00:00Z
-121.69,34.26,2002-10-29T00:00:00Z
-121.84,34.49,2002-10-30T00:00:00Z
-122.01,34.73,2002-10-31T00:00:00Z
-122.01,34.86,2002-11-01T00:00:00Z
-122.08,35.01,2002-11-02T00:00:00Z
-122.39,35.31,2002-11-03T00:00:00Z
-122.73,35.62,2002-11-04T00:00:00Z
-123.15,35.98,2002-11-05T00:00:00Z
-123.48,36.29,2002-11-06T00:00:00Z
-123.59,36.44,2002-11-07T00:00:00Z
-123.68,36.55,2002-11-08T00:00:00Z
-124.22,36.93,2002-11-09T00:00:00Z
-124.78,37.34,2002-11-10T00:00:00Z
-124.94,37.5,2002-11-11T00:00:00Z
-125.08,37.63,2002-11-12T00:00:00Z
-125.12,37.69,2002-11-13T00:00:00Z
-125.16,37.72,2002-11-14T00:00:00Z
-125.34,37.84,2002-11-15T00:00:00Z
-125.46,37.92,2002-11-16T00:00:00Z
-125.53,37.96,2002-11-17T00:00:00Z
-125.41,37.89,2002-11-18T00:00:00Z
-125.22,37.74,2002-11-19T00:00:00Z
-125.17,37.67,2002-11-20T00:00:00Z
-125.14,37.62,2002-11-21T00:00:00Z
-125.13,37.57,2002-11-22T00:00:00Z
-124.98,37.43,2002-11-23T00:00:00Z
-125.14,37.48,2002-11-24T00:00:00Z
-125.3,37.56,2002-11-25T00:00:00Z
-125.32,37.57,2002-11-26T00:00:00Z
-125.11,37.42,2002-11-27T00:00:00Z
-124.83,37.2,2002-11-28T00:00:00Z
-124.61,37.0,2002-11-29T00:00:00Z
-124.29,36.74,2002-11-30T00:00:00Z
-123.76,36.35,2002-12-01T00:00:00Z
-123.43,36.09,2002-12-02T00:00:00Z
-123.38,36.03,2002-12-03T00:00:00Z
-123.22,35.93,2002-12-04T00:00:00Z
-123.12,35.84,2002-12-05T00:00:00Z
-123.02,35.77,2002-12-06T00:00:00Z
-122.77,35.6,2002-12-07T00:00:00Z
-122.21,35.22,2002-12-08T00:00:00Z
-121.4,34.63,2002-12-09T00:00:00Z
-120.53,33.95,2002-12-10T00:00:00Z
-119.71,33.29,2002-12-11T00:00:00Z
-119.17,32.8,2002-12-12T00:00:00Z
-118.79,32.42,2002-12-13T00:00:00Z
-118.49,32.09,2002-12-14T00:00:00Z
-118.34,31.88,2002-12-15T00:00:00Z
-118.16,31.68,2002-12-16T00:00:00Z
-117.84,31.35,2002-12-17T00:00:00Z
-117.45,30.94,2002-12-18T00:00:00Z
-117.16,30.54,2002-12-19T00:00:00Z
-116.9,30.16,2002-12-20T00:00:00Z
-116.7,29.81,2002-12-21T00:00:00Z
-116.59,29.55,2002-12-22T00:00:00Z
-116.52,29.33,2002-12-23T00:00:00Z
-116.43,29.1,2002-12-24T00:00:00Z
-116.46,28.97,2002-12-25T00:00:00Z
-116.52,28.85,2002-12-26T00:00:00Z
-116.6,28.75,2002-12-27T00:00:00Z
-116.6,28.62,2002-12-28T00:00:00Z
-116.61,28.51,2002-12-29T00:00:00Z
-116.58,28.4,2002-12-30T00:00:00Z
-116.4,28.2,2002-12-31T00:00:00Z
-116.44,28.13,2003-01-01T00:00:00Z
-116.43,28.04,2003-01-02T00:00:00Z
-116.51,28.03,2003-01-03T00:00:00Z
-116.63,28.06,2003-01-04T00:00:00Z
-116.88,28.2,2003-01-05T00:00:00Z
-117.07,28.32,2003-01-06T00:00:00Z
-117.16,28.37,2003-01-07T00:00:00Z
-117.11,28.31,2003-01-08T00:00:00Z
-117.09,28.26,2003-01-09T00:00:00Z
-117.06,28.2,2003-01-10T00:00:00Z
-116.99,28.12,2003-01-11T00:00:00Z
-116.9,28.04,2003-01-12T00:00:00Z
-117.02,28.09,2003-01-13T00:00:00Z
-117.0,28.05,2003-01-14T00:00:00Z
-116.95,27.99,2003-01-15T00:00:00Z
-116.96,27.97,2003-01-16T00:00:00Z
-117.11,28.05,2003-01-17T00:00:00Z
-117.22,28.14,2003-01-18T00:00:00Z
-117.24,28.17,2003-01-19T00:00:00Z
-117.05,28.04,2003-01-20T00:00:00Z
-116.75,27.8,2003-01-21T00:00:00Z
-116.55,27.58,2003-01-22T00:00:00Z
-116.6,27.49,2003-01-23T00:00:00Z
-116.84,27.53,2003-01-24T00:00:00Z
-117.23,27.68,2003-01-25T00:00:00Z
-117.36,27.67,2003-01-26T00:00:00Z
-117.38,27.6,2003-01-27T00:00:00Z
-117.48,27.6,2003-01-28T00:00:00Z
-117.52,27.6,2003-01-29T00:00:00Z
-117.43,27.55,2003-01-30T00:00:00Z
-117.37,27.53,2003-01-31T00:00:00Z
-117.35,27.56,2003-02-01T00:00:00Z
-117.24,27.53,2003-02-02T00:00:00Z
-116.79,27.28,2003-02-03T00:00:00Z
-116.44,27.06,2003-02-04T00:00:00Z
-116.22,26.9,2003-02-05T00:00:00Z
-116.18,26.86,2003-02-06T00:00:00Z
-116.22,26.87,2003-02-07T00:00:00Z
-116.35,26.91,2003-02-08T00:00:00Z
-116.63,27.05,2003-02-09T00:00:00Z
-117.21,27.41,2003-02-10T00:00:00Z
-117.84,27.85,2003-02-11T00:00:00Z
-118.09,28.09,2003-02-12T00:00:00Z
-118.44,28.39,2003-02-13T00:00:00Z
-118.96,28.81,2003-02-14T00:00:00Z
-119.28,29.12,2003-02-15T00:00:00Z
-119.47,29.35,2003-02-16T00:00:00Z
-119.75,29.65,2003-02-17T00:00:00Z
-120.05,30.0,2003-02-18T00:00:00Z
-120.35,30.36,2003-02-19T00:00:00Z
-120.66,30.75,2003-02-20T00:00:00Z
-120.95,31.1,2003-02-21T00:00:00Z
-121.17,31.38,2003-02-22T00:00:00Z
-121.46,31.67,2003-02-23T00:00:00Z
-121.77,31.95,2003-02-24T00:00:00Z
-122.1,32.22,2003-02-25T00:00:00Z
-122.51,32.53,2003-02-26T00:00:00Z
-122.86,32.8,2003-02-27T00:00:00Z
-123.32,33.15,2003-02-28T00:00:00Z
-123.6,33.38,2003-03-01T00:00:00Z
-123.78,33.53,2003-03-02T00:00:00Z
-123.62,33.45,2003-03-03T00:00:00Z
-122.89,32.95,2003-03-04T00:00:00Z
-121.81,32.16,2003-03-05T00:00:00Z
-120.62,31.26,2003-03-06T00:00:00Z
-119.43,30.33,2003-03-07T00:00:00Z
-118.23,29.38,2003-03-08T00:00:00Z
-117.08,28.42,2003-03-09T00:00:00Z
-116.07,27.55,2003-03-10T00:00:00Z
-115.57,27.01,2003-03-11T00:00:00Z
-115.24,26.62,2003-03-12T00:00:00Z
-115.08,26.36,2003-03-13T00:00:00Z
-115.07,26.23,2003-03-14T00:00:00Z
