longitude,latitude,time
degrees_east,degrees_north,UTC
-117.6,29.45,2003-07-29T00:00:00Z
-117.67,29.52,2003-07-30T00:00:00Z
-117.74,29.57,2003-07-31T00:00:00Z
-117.75,29.63,2003-08-01T00:00:00Z
-117.8,29.74,2003-08-02T00:00:00Z
-117.89,29.9,2003-08-03T00:00:00Z
-117.95,30.06,2003-08-04T00:00:00Z
-118.01,30.26,2003-08-05T00:00:00Z
-117.96,30.39,2003-08-06T00:00:00Z
-117.81,30.44,2003-08-07T00:00:00Z
-117.76,30.52,2003-08-08T00:00:00Z
-117.87,30.68,2003-08-09T00:00:00Z
-117.94,30.75,2003-08-10T00:00:00Z
-118.0,30.81,2003-08-11T00:00:00Z
-118.01,30.85,2003-08-12T00:00:00Z
-117.93,30.86,2003-08-13T00:00:00Z
-118.09,30.99,2003-08-14T00:00:00Z
-118.37,31.14,2003-08-15T00:00:00Z
-118.62,31.23,2003-08-16T00:00:00Z
-118.81,31.3,2003-08-17T00:00:00Z
-119.0,31.35,2003-08-18T00:00:00Z
-119.06,31.37,2003-08-19T00:00:00Z
-119.08,31.38,2003-08-20T00:00:00Z
-119.1,31.4,2003-08-21T00:00:00Z
-119.17,31.45,2003-08-22T00:00:00Z
-119.24,31.49,2003-08-23T00:00:00Z
-119.29,31.52,2003-08-24T00:00:00Z
-119.41,31.61,2003-08-25T00:00:00Z
-119.56,31.71,2003-08-26T00:00:00Z
-119.68,31.79,2003-08-27T00:00:00Z
-119.63,31.8,2003-08-28T00:00:00Z
-119.57,31.83,2003-08-29T00:00:00Z
-119.54,31.87,2003-08-30T00:00:00Z
-119.59,31.91,2003-08-31T00:00:00Z
-119.64,31.91,2003-09-01T00:00:00Z
-119.63,31.89,2003-09-02T00:00:00Z
-119.66,31.94,2003-09-03T00:00:00Z
-119.62,31.95,2003-09-04T00:00:00Z
-119.49,31.94,2003-09-05T00:00:00Z
-119.51,31.98,2003-09-06T00:00:00Z
-119.55,32.0,2003-09-07T00:00:00Z
-119.66,32.02,2003-09-08T00:00:00Z
-119.74,32.04,2003-09-09T00:00:00Z
-119.77,32.09,2003-09-10T00:00:00Z
-119.85,32.25,2003-09-11T00:00:00Z
-119.95,32.42,2003-09-12T00:00:00Z
-120.05,32.6,2003-09-13T00:00:00Z
-120.14,32.72,2003-09-14T00:00:00Z
-120.12,32.78,2003-09-15T00:00:00Z
-120.03,32.76,2003-09-16T00:00:00Z
-119.92,32.74,2003-09-17T00:00:00Z
-119.76,32.71,2003-09-18T00:00:00Z
-119.8,32.78,2003-09-19T00:00:00Z
-119.84,32.89,2003-09-20T00:00:00Z
-119.97,33.07,2003-09-21T00:00:00Z
-120.27,33.34,2003-09-22T00:00:00Z
-120.5,33.53,2003-09-23T00:00:00Z
-120.55,33.58,2003-09-24T00:00:00Z
-120.4,33.52,2003-09-25T00:00:00Z
-120.23,33.44,2003-09-26T00:00:00Z
-120.02,33.34,2003-09-27T00:00:00Z
-119.74,33.22,2003-09-28T00:00:00Z
-119.54,33.12,2003-09-29T00:00:00Z
-119.48,33.08,2003-09-30T00:00:00Z
-119.44,33.04,2003-10-01T00:00:00Z
-119.4,33.0,2003-10-02T00:00:00Z
-119.35,33.0,2003-10-03T00:00:00Z
-119.32,32.98,2003-10-04T00:00:00Z
-119.31,32.97,2003-10-05T00:00:00Z
-119.38,33.0,2003-10-06T00:00:00Z
-119.38,32.97,2003-10-07T00:00:00Z
-119.6,33.04,2003-10-08T00:00:00Z
-119.7,33.02,2003-10-09T00:00:00Z
-119.86,33.05,2003-10-10T00:00:00Z
-119.9,33.07,2003-10-11T00:00:00Z
-119.97,33.1,2003-10-12T00:00:00Z
-120.05,33.15,2003-10-13T00:00:00Z
-120.1,33.2,2003-10-14T00:00:00Z
-120.21,33.27,2003-10-15T00:00:00Z
-120.1,33.21,2003-10-16T00:00:00Z
-120.05,33.21,2003-10-17T00:00:00Z
-120.05,33.27,2003-10-18T00:00:00Z
-120.17,33.42,2003-10-19T00:00:00Z
-120.28,33.55,2003-10-20T00:00:00Z
-120.45,33.72,2003-10-21T00:00:00Z
-120.3,33.7,2003-10-22T00:00:00Z
-120.11,33.67,2003-10-23T00:00:00Z
-119.95,33.65,2003-10-24T00:00:00Z
-119.86,33.66,2003-10-25T00:00:00Z
-119.73,33.64,2003-10-26T00:00:00Z
-119.66,33.67,2003-10-27T00:00:00Z
-119.71,33.72,2003-10-28T00:00:00Z
-119.77,33.73,2003-10-29T00:00:00Z
-119.72,33.68,2003-10-30T00:00:00Z
-119.52,33.54,2003-10-31T00:00:00Z
-119.23,33.39,2003-11-01T00:00:00Z
-119.26,33.41,2003-11-02T00:00:00Z
-119.36,33.44,2003-11-03T00:00:00Z
-119.41,33.45,2003-11-04T00:00:00Z
-119.52,33.46,2003-11-05T00:00:00Z
-119.52,33.39,2003-11-06T00:00:00Z
-119.56,33.3,2003-11-07T00:00:00Z
-119.6,33.21,2003-11-08T00:00:00Z
-119.65,33.07,2003-11-09T00:00:00Z
-119.46,32.82,2003-11-10T00:00:00Z
-119.4,32.65,2003-11-11T00:00:00Z
-119.39,32.5,2003-11-12T00:00:00Z
-119.32,32.35,2003-11-13T00:00:00Z
-119.22,32.2,2003-11-14T00:00:00Z
-119.11,32.08,2003-11-15T00:00:00Z
-119.1,32.1,2003-11-16T00:00:00Z
-119.22,32.18,2003-11-17T00:00:00Z
-119.35,32.32,2003-11-18T00:00:00Z
-119.46,32.46,2003-11-19T00:00:00Z
-119.61,32.62,2003-11-20T00:00:00Z
-119.57,32.72,2003-11-21T00:00:00Z
-119.61,32.86,2003-11-22T00:00:00Z
-119.69,32.98,2003-11-23T00:00:00Z
-119.85,33.09,2003-11-24T00:00:00Z
-119.91,33.06,2003-11-25T00:00:00Z
-119.85,32.99,2003-11-26T00:00:00Z
-119.84,32.93,2003-11-27T00:00:00Z
-119.77,32.85,2003-11-28T00:00:00Z
-119.68,32.78,2003-11-29T00:00:00Z
-119.52,32.73,2003-11-30T00:00:00Z
-119.39,32.72,2003-12-01T00:00:00Z
-119.57,32.88,2003-12-02T00:00:00Z
-119.8,33.05,2003-12-03T00:00:00Z
-120.08,33.25,2003-12-04T00:00:00Z
-120.3,33.4,2003-12-05T00:00:00Z
-120.39,33.45,2003-12-06T00:00:00Z
-120.45,33.49,2003-12-07T00:00:00Z
-120.69,33.67,2003-12-08T00:00:00Z
-121.02,33.86,2003-12-09T00:00:00Z
-121.17,33.92,2003-12-10T00:00:00Z
-120.96,33.77,2003-12-11T00:00:00Z
-120.83,33.65,2003-12-12T00:00:00Z
-120.77,33.58,2003-12-13T00:00:00Z
-120.8,33.54,2003-12-14T00:00:00Z
-120.76,33.43,2003-12-15T00:00:00Z
-120.67,33.32,2003-12-16T00:00:00Z
-120.58,33.21,2003-12-17T00:00:00Z
-120.58,33.16,2003-12-18T00:00:00Z
-120.63,33.13,2003-12-19T00:00:00Z
-120.74,33.12,2003-12-20T00:00:00Z
-120.71,33.04,2003-12-21T00:00:00Z
-120.75,33.01,2003-12-22T00:00:00Z
-120.78,32.96,2003-12-23T00:00:00Z
-120.79,32.91,2003-12-24T00:00:00Z
-120.91,32.91,2003-12-25T00:00:00Z
-121.02,32.88,2003-12-26T00:00:00Z
-121.02,32.79,2003-12-27T00:00:00Z
-120.89,32.65,2003-12-28T00:00:00Z
-120.72,32.46,2003-12-29T00:00:00Z
-120.55,32.28,2003-12-30T00:00:00Z
-120.3,32.02,2003-12-31T00:00:00Z
-120.02,31.72,2004-01-01T00:00:00Z
-119.67,31.43,2004-01-02T00:00:00Z
-119.13,31.1,2004-01-03T00:00:00Z
-118.61,30.84,2004-01-04T00:00:00Z
-118.16,30.66,2004-01-05T00:00:00Z
-118.08,30.69,2004-01-06T00:00:00Z
-118.01,30.68,2004-01-07T00:00:00Z
-117.97,30.71,2004-01-08T00:00:00Z
-117.93,30.73,2004-01-09T00:00:00Z
-118.03,30.84,2004-01-10T00:00:00Z
-118.33,31.05,2004-01-11T00:00:00Z
-118.59,31.21,2004-01-12T00:00:00Z
-118.73,31.26,2004-01-13T00:00:00Z
-118.75,31.24,2004-01-14T00:00:00Z
-119.1,31.41,2004-01-15T00:00:00Z
-119.58,31.56,2004-01-16T00:00:00Z
-120.14,31.79,2004-01-17T00:00:00Z
-120.59,31.97,2004-01-18T00:00:00Z
-120.94,32.12,2004-01-19T00:00:00Z
-121.37,32.36,2004-01-20T00:00:00Z
-121.64,32.5,2004-01-21T00:00:00Z
-122.0,32.68,2004-01-22T00:00:00Z
-122.37,32.9,2004-01-23T00:00:00Z
-122.82,33.16,2004-01-24T00:00:00Z
-123.21,33.4,2004-01-25T00:00:00Z
-123.39,33.51,2004-01-26T00:00:00Z
-123.46,33.54,2004-01-27T00:00:00Z
-123.41,33.43,2004-01-28T00:00:00Z
-123.05,33.12,2004-01-29T00:00:00Z
-122.41,32.66,2004-01-30T00:00:00Z
-121.78,32.16,2004-01-31T00:00:00Z
-121.24,31.73,2004-02-01T00:00:00Z
-120.78,31.37,2004-02-02T00:00:00Z
-120.39,31.05,2004-02-03T00:00:00Z
-119.94,30.69,2004-02-04T00:00:00Z
-119.34,30.19,2004-02-05T00:00:00Z
-118.64,29.66,2004-02-06T00:00:00Z
-117.97,29.13,2004-02-07T00:00:00Z
-117.45,28.68,2004-02-08T00:00:00Z
-117.13,28.31,2004-02-09T00:00:00Z
-116.98,28.05,2004-02-10T00:00:00Z
-116.99,27.87,2004-02-11T00:00:00Z
-116.95,27.71,2004-02-12T00:00:00Z
-116.93,27.54,2004-02-13T00:00:00Z
-116.85,27.37,2004-02-14T00:00:00Z
-116.79,27.25,2004-02-15T00:00:00Z
-116.69,27.13,2004-02-16T00:00:00Z
-116.68,27.06,2004-02-17T00:00:00Z
-116.69,26.97,2004-02-18T00:00:00Z
-116.59,26.85,2004-02-19T00:00:00Z
-116.41,26.71,2004-02-20T00:00:00Z
-116.29,26.6,2004-02-21T00:00:00Z
-116.38,26.61,2004-02-22T00:00:00Z
-116.5,26.62,2004-02-23T00:00:00Z
-116.48,26.54,2004-02-24T00:00:00Z
-116.45,26.45,2004-02-25T00:00:00Z
-116.43,26.37,2004-02-26T00:00:00Z
-116.41,26.37,2004-02-27T00:00:00Z
-116.36,26.36,2004-02-28T00:00:00Z
-116.32,26.39,2004-02-29T00:00:00Z
-116.18,26.38,2004-03-01T00:00:00Z
-115.93,26.28,2004-03-02T00:00:00Z
-115.6,26.15,2004-03-03T00:00:00Z
-115.35,26.06,2004-03-04T00:00:00Z
-115.07,25.96,2004-03-05T00:00:00Z
-114.66,25.77,2004-03-06T00:00:00Z
-114.34,25.63,2004-03-07T00:00:00Z
-114.11,25.52,2004-03-08T00:00:00Z
-114.03,25.46,2004-03-09T00:00:00Z
-114.02,25.47,2004-03-10T00:00:00Z
-114.08,25.49,2004-03-11T00:00:00Z
-114.16,25.51,2004-03-12T00:00:00Z
-114.3,25.53,2004-03-13T00:00:00Z
-114.44,25.56,2004-03-14T00:00:00Z
-114.62,25.58,2004-03-15T00:00:00Z
-114.55,25.45,2004-03-16T00:00:00Z
-114.5,25.37,2004-03-17T00:00:00Z
-114.46,25.33,2004-03-18T00:00:00Z
-114.5,25.33,2004-03-19T00:00:00Z
-114.48,25.32,2004-03-20T00:00:00Z
-114.57,25.42,2004-03-21T00:00:00Z
-114.84,25.58,2004-03-22T00:00:00Z
-115.17,25.75,2004-03-23T00:00:00Z
-115.41,25.87,2004-03-24T00:00:00Z
-115.68,26.0,2004-03-25T00:00:00Z
-116.05,26.16,2004-03-26T00:00:00Z
-116.23,26.23,2004-03-27T00:00:00Z
-116.01,26.11,2004-03-28T00:00:00Z
-115.85,26.09,2004-03-29T00:00:00Z
-115.79,26.15,2004-03-30T00:00:00Z
-115.76,26.27,2004-03-31T00:00:00Z
-115.69,26.33,2004-04-01T00:00:00Z
-115.68,26.45,2004-04-02T00:00:00Z
-115.6,26.51,2004-04-03T00:00:00Z
-115.63,26.67,2004-04-04T00:00:00Z
-115.69,26.87,2004-04-05T00:00:00Z
-115.85,27.15,2004-04-06T00:00:00Z
-116.01,27.44,2004-04-07T00:00:00Z
-116.13,27.71,2004-04-08T00:00:00Z
-116.25,27.98,2004-04-09T00:00:00Z
-116.37,28.26,2004-04-10T00:00:00Z
-116.46,28.52,2004-04-11T00:00:00Z
-116.57,28.82,2004-04-12T00:00:00Z
-116.66,29.09,2004-04-13T00:00:00Z
-116.78,29.37,2004-04-14T00:00:00Z
-116.83,29.49,2004-04-15T00:00:00Z
-116.86,29.57,2004-04-16T00:00:00Z
-116.96,29.71,2004-04-17T00:00:00Z
-117.03,29.81,2004-04-18T00:00:00Z
-117.06,29.89,2004-04-19T00:00:00Z
-117.03,29.96,2004-04-20T00:00:00Z
-117.02,30.08,2004-04-21T00:00:00Z
-117.06,30.27,2004-04-22T00:00:00Z
