eventid,deploylen,taggingdate,deplon,deplat,recdate,reclon,reclat,reclen,reclen_type
100602800,94.0,2006-12-08,-116.905,31.68333,,,,,
100602900,77.0,2006-12-08,-116.905,31.68333,,,,,
100603000,77.0,2006-12-08,-116.905,31.68333,,,,,
100603100,97.0,2006-12-08,-116.905,31.68333,,,,,
100603200,99.0,2006-12-08,-116.905,31.68333,2008-07-05,-116.65,30.2,145,SFL
100603500,83.0,2006-12-08,-116.905,31.68333,,,,,
100603600,97.0,2006-12-08,-116.905,31.68333,2007-07-07,-117.55,31.96,122,SFL
100603700,94.0,2006-12-08,-116.905,31.68333,,,,,
100603800,102.0,2006-12-08,-116.905,31.68333,,,,,
100603900,78.0,2006-12-08,-116.905,31.68333,,,,,
100604000,76.0,2006-12-08,-116.905,31.68333,,,,,
100604100,82.0,2006-12-08,-116.905,31.68333,,,,,
100604200,93.0,2006-12-08,-116.905,31.68333,2007-06-25,-117.716,32.216,106.5,SFL
100604300,93.0,2006-12-08,-116.905,31.68333,2007-06-28,-117.06,31.43,110.00,SFL
100604500,97.0,2006-12-08,-116.905,31.68333,,,,,
100604600,78.0,2006-12-08,-116.905,31.68333,,,,,
100604700,81.0,2006-12-08,-116.905,31.68333,2007-07-04,-117.21,31.61,98.00,SFL
100604800,100.0,2006-12-08,-116.905,31.68333,,,,,
100604900,77.0,2006-12-08,-116.905,31.68333,,,,,
100605000,78.0,2006-12-08,-116.905,31.68333,,,,,
100605100,75.0,2006-12-08,-116.905,31.68333,,,,,
100605200,75.0,2006-12-08,-116.905,31.68333,2007-07-04,-117.3,31.5833,,
100605300,102.0,2006-12-08,-116.905,31.68333,,,,,
100605400,70.0,2006-12-08,-116.905,31.68333,,,,,
100605500,99.0,2006-12-08,-116.905,31.68333,,,,,
100605600,75.0,2006-12-08,-116.905,31.68333,,,,,
100605700,95.0,2006-12-08,-116.905,31.68333,,,,,
100605900,77.0,2006-12-08,-116.905,31.68333,,,,,
100606000,100.0,2006-12-08,-116.905,31.68333,,,,,
100606100,102.0,2006-12-08,-116.905,31.68333,,,,,
100606200,99.0,2006-12-08,-116.905,31.68333,,,,,
100606300,82.0,2006-12-08,-116.905,31.68333,2007-07-02,-117.45,31.6,,
100606400,76.0,2006-12-08,-116.905,31.68333,,,,,
100606500,82.0,2006-12-08,-116.905,31.68333,,,,,
100606600,82.0,2006-12-08,-116.905,31.68333,,,,,
100606700,80.0,2006-12-08,-116.905,31.68333,,,,,
100606800,78.0,2006-12-08,-116.905,31.68333,2007-06-29,-117.83,32.33,,
100606900,78.0,2006-12-08,-116.905,31.68333,,,,,
100607000,104.0,2006-12-08,-116.905,31.68333,,,,,
100607100,101.0,2006-12-08,-116.905,31.68333,,,,,
100607200,94.0,2006-12-08,-116.905,31.68333,2007-05-17,-115.7,26.83,,
100607300,94.0,2006-12-08,-116.905,31.68333,,,,,
100607500,92.0,2006-12-08,-116.905,31.68333,,,,,
100607600,73.0,2006-12-08,-116.905,31.68333,,,,,
100700700,97.0,2007-07-11,-117.65305,32.28278,2007-07-18,-117.41,32.1,,
100700800,110.0,2007-07-11,-117.64228,32.28307,2010-05-28,138.83,37.853,,
100702800,76,2007-12-12,-116.905,31.68333,,,,,
100702900,78,2007-12-12,-116.905,31.68333,,,,,
100703000,79,2007-12-12,-116.905,31.68333,,,,,
100703200,76,2007-12-12,-116.905,31.68333,,,,,
100703300,77.8,2007-12-12,-116.905,31.68333,,,,,
100703400,78,2007-12-12,-116.905,31.68333,2008-07-04,-116.75,30.05,97.6,CFL
100703500,76,2007-12-12,-116.905,31.68333,,,,,
100703600,79.2,2007-12-12,-116.905,31.68333,,,,,
100703700,76.5,2007-12-12,-116.905,31.68333,2008-07-06,-116.71666,30.3333,84,SFL
100703800,75,2007-12-12,-116.905,31.68333,2008-08-04,-117.666,32.3,,
100703900,79.5,2007-12-12,-116.905,31.68333,2008-07-21,-117.833,31.3833,92.3,SFL
100704000,77.9,2007-12-12,-116.905,31.68333,,,,,
100704100,100,2007-12-12,-116.905,31.68333,,,,,
100704200,78,2007-12-12,-116.905,31.68333,2008-08-04,-117.666,32.3,107.5,SFL
100704300,75.6,2007-12-12,-116.905,31.68333,,,,,
100704400,76.5,2007-12-12,-116.905,31.68333,,,,,
100704500,74.5,2007-12-12,-116.905,31.68333,2008-07-19,-117.85,32.25,120,CFL
100704600,78.5,2007-12-12,-116.905,31.68333,,,,,
100704700,93.3,2007-12-12,-116.905,31.68333,2008-06-06,-116.8,29.5,,
100704800,76,2007-12-12,-116.905,31.68333,2008-06-21,-116.433,29.7,91,SFL
100704900,74,2007-12-12,-116.905,31.68333,,,,,
100800100,70,2008-07-08,-116.95642,30.67943,2008-07-20,-117.7,32.316,,
100800200,70.5,2008-07-08,-116.95642,30.67943,2009-06-26,-117.05,31.05,,
100800300,69,2008-07-08,-116.95642,30.67943,2008-07-22,-117.85,31.583,,
100800400,69,2008-07-08,-116.95642,30.67943,2008-07-13,-117.316,31.75,,
100800500,65,2008-07-08,-116.95642,30.67943,,,,,
100800600,65,2008-07-08,-116.95642,30.67943,,,,,
100800700,66,2008-07-08,-116.95642,30.67943,2008-07-13,-117.316,31.75,,
100800800,67,2008-07-08,-116.95642,30.67943,,,,,
100800900,68,2008-07-10,-117.16133,30.92667,2009-06-25,,,60,Estimated
100801000,65,2008-07-11,-117.2207,31.09008,2010-06-23,-117.55,28.2166,,
100801100,95,2008-07-11,-117.21617,31.10673,2008-08-04,-117.7,32.316,,
100801200,68,2008-07-11,-117.21617,31.10673,,,,,
100801300,72,2008-07-11,-117.21617,31.10673,2008-07-25,-117.966,31.583,,
100801400,101,2008-07-11,-117.21617,31.10673,2008-07-26,-117.4,32.2,90,CFL
100801500,64,2008-07-11,-117.21617,31.10673,2008-07-20,-117.633,31.55,,
100801600,68,2008-07-11,-117.21617,31.10673,2008-07-31,-117.766,32.5,68,CFL
100801700,68,2008-07-11,-117.21617,31.10673,,,,80,Estimated
100801800,72.9,2008-07-11,-117.21617,31.10673,2008-07-19,-117.18333,31.86666,75,SFL
100801900,69.5,2008-07-11,-117.21617,31.10673,2008-07-25,-117.47,32.48,,
100802000,67,2008-07-11,-117.21617,31.10673,2008-07-21,-117.833,31.383,,
100802100,71,2008-07-11,-117.21617,31.10673,,,,,
100802200,67,2008-07-11,-117.21617,31.10673,2009-07-01,-117.4166,32.1333,115,SFL
100802300,68,2008-07-11,-117.21617,31.10673,2008-07-20,-117.4166,31.9,72,SFL
100802400,69,2008-07-11,-117.26465,31.11398,,,,,
100802500,68,2008-07-11,-117.26465,31.11398,,,,,
100802600,68,2008-07-11,-117.26465,31.11398,2008-07-22,-117.85,31.583,,
100802700,68,2008-07-11,-117.2882,31.12038,2008-07-25,-117.9,31.6166,,
100802800,68,2008-07-11,-117.2882,31.12038,2008-07-23,-117.8333,31.6,63,Estimated
100802900,67,2008-07-11,-117.2882,31.12038,2008-08-01,-117.866,32.466,55,CFL
100803000,69.2,2008-07-11,-117.2882,31.12038,,,,,
100803100,68,2008-07-11,-117.2882,31.12038,2008-07-19,-117.466,31.133,,
100803200,68,2008-07-11,-117.2882,31.12038,2008-07-23,-117.8833,31.6,75,SFL
100803300,62,2008-07-11,-117.2882,31.12038,2008-07-25,-117.9666,31.5833,74,SFL
100803400,69,2008-07-11,-117.28763,31.12193,2008-07-20,-117.7833,31.35,73,SFL
100803500,62,2008-07-11,-117.2882,31.12038,2011-06-06,133.396,35.827,,
100803600,68,2008-07-11,-117.2882,30.12038,2009-08-04,-116.833,30.33,83.3,SFL
100803700,71,2008-07-11,-117.2882,31.12038,2008-07-29,-117.716,32.4833,69,CFL
100803800,71,2008-07-11,-117.2882,31.12038,,,,,
100803900,67,2008-07-11,-117.2882,31.12038,2008-07-25,-118.1,30.85,67,SFL
100804000,67,2008-07-11,-117.2882,31.12038,2009-06-18,,,104,SFL
100804100,,2008-07-11,-117.2882,31.12038,2008-07-20,-117.8,31.416,75,SFL
100804200,68,2008-07-11,-117.2882,31.12055,,,,,
100804300,68,2008-07-11,-117.2882,31.12055,,,,,
100804400,66,2008-07-11,-117.2882,31.12055,2008-07-20,-117.8,31.416666,,
100804500,69,2008-07-11,-117.28208,31.11402,2008-07-30,-117.833,32.4166,65,SFL
100804600,71.5,2008-07-11,-117.28193,31.10667,,,,,
100804700,67,2008-07-11,-117.2819,31.11385,2008-07-30,-117.8,32.5,,
100804800,87,2008-07-11,-117.26735,31.14293,2008-07-28,-117.4,31.9166,88.5,SFL
100804900,91,2008-07-11,-117.26747,31.14268,2008-07-22,-117.8,31.56666,98,SFL
100805000,93,2008-07-11,-117.26747,31.14268,2010-12-19,129.4766,33.93,,
100805100,85,2008-07-11,-117.2281,31.17098,2008-07-23,-117.8833,31.6,73,SFL
100805200,82.5,2008-07-11,-117.2281,31.17098,,,,,
100805300,100.5,2008-07-11,-117.2281,31.17098,2010-06-17,139.745,38.95,,
100805400,101,2008-07-11,-117.2281,31.17098,2008-08-04,-117.7,32.316,,
100805500,93.5,2008-07-11,-117.2281,31.17098,,,,,
100805600,100,2008-07-11,-117.2281,31.17098,2009-11-04,140.88,41.55,,
100805700,110,2008-07-11,-117.2281,31.17098,2008-07-29,-117.7,32.5,68,Estimated
100805800,66,2008-07-11,-117.23267,31.185,2008-07-23,-117.9,31.5,70,SFL
100805900,68,2008-07-11,-117.23267,31.1859,2008-07-23,-117.52,31.58,,
100806000,69,2008-07-11,-117.23267,31.1859,,,,,
100806100,69.5,2008-07-11,-117.23258,31.18573,,,,,
100806200,68,2008-07-11,-117.23258,31.18573,,,,,
100806300,69,2008-07-11,-117.23267,31.1859,2008-07-21,-117.266,31.9166,,
100806400,65,2008-07-11,-117.23267,31.1859,2008-07-19,-117.1833,31.86666,73,SFL
100806500,63.8,2008-07-11,-117.23267,31.1859,2008-07-20,-117.783,31.35,95,SFL
100806600,65,2008-07-11,-117.23267,31.1859,2008-07-22,-117.85,31.583,,
100806700,66,2008-07-11,-117.23258,31.18573,2008-08-04,-117.833,32.25,,
100806800,59,2008-07-11,-117.23267,31.1859,,,,,
100806900,71,2008-07-11,-117.23267,31.1859,2008-07-22,-117.816,31.583,72.5,SFL
100807000,71,2008-07-11,-117.23267,31.1859,2009-07-10,,,82,SFL
100807100,67,2008-07-11,-117.23258,31.18573,,,,,
100807200,70,2008-07-11,-117.23267,31.1859,,,,,
100807300,70,2008-07-11,-117.23267,31.1859,,,,,
100807400,68,2008-07-11,-117.23258,31.18573,,,,60,SFL
100807500,71,2008-07-11,-117.23267,31.1859,2008-07-21,-117.266,31.9166,,
100807600,65,2008-07-11,-117.23258,31.18573,,,,,
100807700,68,2008-07-11,-117.23267,31.1859,2009-07-04,,,,
100807800,68,2008-07-11,-117.23053,31.18493,2009-03-15,,,50,Estimated
100807900,71,2008-07-11,-117.23267,31.1859,2009-07-01,,,110,SFL
100808000,70,2008-07-11,-117.23267,31.1859,,,,,
100808100,68,2008-07-11,-117.23267,31.1859,2010-12-15,,,,
100808200,70,2008-07-11,-117.23267,31.1859,2008-07-29,-117.73,32.43,,
100808300,67,2008-07-11,-117.21617,31.10673,2008-07-19,-117.1666,31.8333,65,Estimated
100808400,90,2008-07-11,-117.21617,31.10673,,,,,
100808500,67,2008-07-11,-117.23488,31.08947,2008-07-25,,,98,SFL
100808600,68,2008-07-11,-117.21617,31.10673,2008-07-22,-117.8,31.583,72.2,SFL
100808700,65,2008-07-11,-117.2819,31.11385,2008-09-18,-118.233,32.0833,,
100808800,68,2008-07-11,-117.21617,31.10673,2009-08-03,-117.066,30.216,,
100808900,67,2008-07-11,-117.21617,31.10673,2008-07-30,-117.866,31.583,,
100809000,70,2008-07-11,-117.23488,31.08947,,,,,
100809100,70,2008-07-11,-117.23488,31.08947,2008-08-04,-117.816,32.25,,
100809200,68,2008-07-11,-117.23488,31.08947,2008-07-20,-117.366,31.916,,
100809300,70,2008-07-11,-117.23488,31.08947,2008-07-22,-117.783,31.583,68.7,SFL
100809400,68,2008-07-11,-117.23488,31.08947,,,,,
100809500,69,2008-07-11,-117.23488,31.08947,,,,,
100809600,68,2008-07-11,-117.23488,31.08947,2008-08-05,-117.9,32.18333,,
100809700,72,2008-07-12,-117.3724,31.18548,,,,,
100809800,69.2,2008-07-12,-117.3724,31.18548,2008-07-20,-117.633,31.55,70,Estimated
100809900,70.5,2008-07-12,-117.3724,31.18548,,,,,
100810000,68,2008-07-12,-117.37718,31.18577,2008-07-23,-117.9,31.55,68,SFL
100810100,69,2008-07-12,-117.3724,31.18548,2008-07-20,-117.366,31.916,,
100810200,71,2008-07-12,-117.37718,31.18577,2009-06-21,-117.166,30.0833,95,Estimated
100810300,70,2008-07-12,-117.3724,31.18548,2008-07-20,-117.7833,31.35,93,SFL
100810400,72,2008-07-12,-117.37718,31.18577,2008-07-20,-117.4166,31.9,60,Estimated
100810500,73,2008-07-12,-117.3724,31.18548,2008-08-01,-117.816,32.5,,
100810600,68.5,2008-07-12,-117.37837,31.20993,,,,,
100810700,70,2008-07-12,-117.37718,31.18577,,,,,
100810800,69,2008-07-12,-117.37837,31.20993,2008-07-23,-117.816,31.633,71.4,SFL
100810900,68,2008-07-12,-117.37535,31.2099,2008-07-30,-117.666,32.48333,66,SFL
100811000,69,2008-07-12,-117.43423,31.19995,2008-07-19,,,100,SFL
100811100,65.5,2008-07-12,-117.44943,31.2032,,,,,
100900100,69,2009-07-19,-118.3069,32.21213,2010-07-16,-115.9833,29.0166,,
100900200,73,2009-07-19,-118.2962,32.22491,2012-08-01,-116.8166,29.7,,
100900300,74,2009-07-19,-118.3069,32.21213,2010-06-25,-117,30,,
100900400,73,2009-07-19,-118.2936,32.1975,2010-06-28,-117,30,,
100900500,87,2009-07-23,-117.4476,31.8786,,,,,
100900600,79,2009-07-23,-117.4414,31.88421,,,,,
100900700,93.5,2009-07-23,-117.3777,31.86879,,,,,
100900800,85,2009-07-23,-117.2644,31.83104,2009-07-26,-117.333,31.166,,
100900900,97,2009-07-23,-117.2795,31.69365,,,,,
100901000,93,2009-07-24,-117.1796,31.71889,2013-05-13,142.266,34.3,184,FL
100901100,91.5,2009-07-24,-117.14983,31.71166,,,,,
100901200,84,2009-07-24,-117.027765,31.65702,,,,,
100901300,92,2009-07-25,-117.112546,31.74128,,,,,
100901400,94,2009-07-25,-117.112546,31.74128,,,,,
100901500,92,2009-07-25,-117.112546,31.74128,2010-07-12,141.34,38.19,120,SFL
100901600,92,2009-07-25,-117.112546,31.74128,2010-06-28,-117,29,120,Estimated
100901700,98,2009-07-25,-117.112546,31.74128,,,,,
100901800,87.5,2009-07-25,-117.112546,31.74128,,,,,
100901900,47,2009-10-14,139.05523,34.706,,,,,
100902000,47,2009-10-14,139.05523,34.706,,,,,
100902100,48,2009-10-14,139.05523,34.706,,,,,
100902200,50.5,2009-10-14,139.05523,34.706,,,,,
100902300,49,2009-10-14,139.05523,34.706,,,,,
100902400,44,2009-10-14,139.05523,34.706,,,,,
100902500,47,2009-10-14,139.05523,34.706,,,,,
100902600,48,2009-10-14,139.05523,34.706,,,,,
100902700,48,2009-10-14,139.05523,34.706,,,,,
100902800,46,2009-10-14,139.05523,34.706,,,,,
100902900,48,2009-10-14,139.05523,34.706,,,,,
101000100,85.5,2010-08-16,-117.6715,31.3311,2011-06-06,-116.816,28.483,,
101100100,69.5,2011-08-22,-116.98935,30.17703,2012-08-07,-116.7166,30.1166,,
101100200,66,2011-08-22,-116.98935,30.17703,2012-08-05,-115.231155,28.5769,,
101100300,66,2011-08-22,-116.98935,30.17703,2011-09-25,-116.966,30.966,,
101100400,68,2011-08-22,-116.98935,30.17703,,,,,
101100500,68,2011-08-22,-116.98935,30.17703,,,,,
101100600,70,2011-08-22,-116.98935,30.17703,,,,,
101100700,72,2011-08-22,-116.98935,30.17703,,,,,
101100800,66,2011-08-22,-116.98935,30.17703,,,,,
101100900,67.5,2011-08-22,-116.98935,30.17703,2012-08-07,-116.7166,30.1166,,
101101000,65,2011-08-22,-116.98935,30.17703,,,,,
101101100,75,2011-08-22,-116.98935,30.17703,,,,,
101101200,70,2011-08-22,-116.98935,30.17703,,,,,
101101300,66,2011-08-22,-116.98935,30.17703,,,,,
101101400,68,2011-08-22,-116.98935,30.17703,2012-08-01,-116.817,29.7,98,SFL
101101500,71,2011-08-22,-116.98935,30.17703,2012-07-01,-115.231155,28.5769,57,
101101600,66.5,2011-08-22,-116.98935,30.17703,,,,,
101101700,68,2011-08-22,-116.98935,30.17703,2012-06-09,-116.8,28.88,,
101101800,73,2011-08-22,-116.98935,30.17703,2012-08-01,,,143,
101101900,66.8,2011-08-22,-116.98935,30.17703,2016-06-14,135.056,35.904,185,FL
101102000,70.5,2011-08-22,-116.98935,30.17703,,,,,
101102100,65.8,2011-08-22,-116.98935,30.17703,2012-08-09,-116.85,29.9833,,
101102200,69,2011-08-22,-116.98935,30.17703,,,,,
101102300,70,2011-08-22,-116.98935,30.17703,2014-01-27,-116.837304,31.948182,112,SFL
101102400,66,2011-08-22,-116.98935,30.17703,2012-06-01,,,100,Estimated
101102500,63,2011-08-22,-116.98935,30.17703,,,,,
101102600,68,2011-08-22,-116.98935,30.17703,,,,,
101102700,69,2011-08-22,-116.98935,30.17703,2013-09-01,,,,
101102800,71,2011-08-22,-116.98935,30.17703,2012-08-02,-116.8333,29.5166,,
101102900,71,2011-08-22,-116.98935,30.17703,2012-08-01,,,,
101103000,71.5,2011-08-22,-116.98935,30.17703,,,,,
101103100,70,2011-08-22,-116.98935,30.17703,,,,,
101103200,72,2011-08-22,-116.98935,30.17703,,,,,
101103300,70,2011-08-22,-116.98935,30.17703,2012-07-19,-117.3,31.5166,,
101103400,72,2011-08-22,-116.98935,30.17703,2015-08-25,140.85526,41.50699,173,FL
101103500,70,2011-08-22,-116.98935,30.17703,,,,,
101103600,67.5,2011-08-22,-116.98935,30.17703,,,,,
101103700,69,2011-08-22,-116.98935,30.17703,,,,,
101103800,66,2011-08-22,-116.98935,30.17703,,,,,
101103900,68.5,2011-08-22,-116.98935,30.17703,2012-06-13,,,,
101104000,67.5,2011-08-22,-116.98935,30.17703,,,,,
101104100,71,2011-08-22,-116.98935,30.17703,2011-09-18,-117.3738,31.9548,,
101104200,72.5,2011-08-22,-116.98935,30.17703,2016-01-08,,,210,SFL
101104300,69,2011-08-22,-116.98935,30.17703,,,,,
101104400,69,2011-08-22,-116.98935,30.17703,,,,,
101104500,68,2011-08-22,-116.98935,30.17703,,,,,
101104600,73.5,2011-08-22,-116.98935,30.17703,2012-06-30,,,,
101104700,74.8,2011-08-22,-116.98935,30.17703,2012-07-19,,,,
101104800,70,2011-08-22,-116.9541,30.18688,,,,,
101104900,69,2011-08-22,-116.9541,30.18688,2012-08-08,-116.55,30.1,,
101105000,70,2011-08-22,-116.9541,30.18688,,,,,
101105100,69.8,2011-08-22,-116.9541,30.18688,2011-09-13,-117.4,30.966,,
101105200,69.5,2011-08-22,-116.9541,30.18688,,,,,
101105300,71,2011-08-22,-116.97995,30.17993,2012-06-11,-117.5,28.733,,
101105400,72,2011-08-22,-116.97995,30.17993,,,,,
101105500,72,2011-08-22,-116.97995,30.17993,2012-08-07,-116.7166,30.1166,,
101105600,69,2011-08-22,-116.97995,30.17993,,,,,
101105700,69.5,2011-08-22,-116.97995,30.17993,,,,,
101105800,70,2011-08-22,-116.97995,30.17993,,,,,
101105900,67.5,2011-08-22,-116.91562,30.14693,2012-08-02,,,,
101106000,74,2011-08-22,-116.91562,30.14693,2012-07-01,,,,
101106100,72.5,2011-08-22,-116.91562,30.14693,2016-02-23,,,135,Estimated
101106200,71,2011-08-22,-116.98935,30.17703,2015-07-03,,,,
101106300,70,2011-08-22,-116.98935,30.17703,,,,170,Estimated
101106400,70,2011-08-22,-116.98935,30.17703,2012-07-19,-117.2333,31.4667,,
101106500,69,2011-08-22,-116.98935,30.17703,,,,,
101106600,68.5,2011-08-22,-116.98935,30.17703,2012-06-10,-117.5,27.75,108,Unknown
101106700,67.8,2011-08-22,-116.91562,30.14693,,,,,
101106800,72,2011-08-22,-116.91562,30.14693,,,,,
101106900,66,2011-08-22,-116.91562,30.14693,2012-07-01,,,100,Estimated
101107000,69,2011-08-22,-116.91562,30.14693,2012-08-06,-116.8167,30.2167,,
101107100,70,2011-08-22,-116.91562,30.14693,2012-06-11,-117.5,28.733,,
101107200,70.5,2011-08-22,-116.91562,30.14693,2012-07-12,,,,
101107300,72,2011-08-22,-116.91562,30.14693,2012-08-06,-116.8166,30.1833,,
101107400,68,2011-08-22,-116.91562,30.14693,,,,,
101107500,75,2011-08-22,-116.91562,30.14693,,,,,
101107600,69.5,2011-08-22,-116.91562,30.14693,,,,,
101107700,72,2011-08-22,-116.91562,30.14693,2012-08-02,,,156,SFL
101107800,75.5,2011-08-22,-116.91562,30.14693,,,,,
101107900,74,2011-08-22,-116.91562,30.14693,2013-07-04,-120.32,29.33,,
101108000,74.5,2011-08-22,-116.91562,30.14693,2012-08-02,-116.8333,31.6167,,
101108100,75,2011-08-22,-116.9029,30.1292,2012-07-16,-117.78,31.48545,,
101108200,76,2011-08-22,-116.9029,30.1292,,,,,
101108300,72.5,2011-08-22,-116.9029,30.1292,,,,,
101108400,74.5,2011-08-22,-116.9029,30.1292,2012-06-17,-110.64287,24.3526,102,TL
101108500,72,2011-08-22,-116.9029,30.1292,2012-06-09,-110.64287,24.3526,100,TL
101108600,75,2011-08-22,-116.9029,30.1292,,,,,
101108700,68.5,2011-08-22,-116.9029,30.1292,,,,,
101108800,71.5,2011-08-22,-116.9029,30.1292,,,,,
101108900,70.5,2011-08-22,-116.9029,30.1292,,,,,
101109000,73.5,2011-08-22,-116.9029,30.1292,2012-08-03,-116.9,30.81,,
101109100,68,2011-08-22,-116.91562,30.14693,2012-06-17,-116.6,28.616,84,
101109200,78,2011-08-25,-117.0402,30.2295,,,,,
101109300,69.5,2011-08-25,-117.0402,30.2295,2012-06-11,-117.7,28.75,98,Estimated
101109400,70.5,2011-08-25,-117.0402,30.2295,,,,,
101109500,61,2011-08-25,-117.0402,30.2295,,,,,
101109600,72,2011-08-25,-117.0402,30.2295,,,,,
101109700,72.5,2011-08-25,-117.0402,30.2295,2012-08-02,-116.81667,29.7,,
101109800,73.5,2011-08-25,-117.0402,30.2295,,,,,
101200100,76.5,2012-10-10,-117.53,32.29,,,,,
101200200,80.5,2012-10-10,-117.53,32.29,,,,,
101200300,76.5,2012-10-10,-117.53,32.29,,,,,
101200400,76.5,2012-10-10,-117.53,32.29,,,,,
101200500,78,2012-10-10,-117.53,32.29,,,,,
101200600,77,2012-10-10,-117.53,32.29,,,,,
101200700,86.5,2012-10-10,-117.53,32.29,,,,,
101200800,71.2,2012-10-10,-117.53,32.29,,,,,
101200900,90,2012-10-10,-117.53,32.29,,,,,
101201000,72,2012-10-10,-117.53,32.29,,,,,
101201100,79.5,2012-10-10,-117.53,32.29,2013-06-27,-116.25,28.81667,,
101201200,75.5,2012-10-10,-117.53,32.29,,,,,
101201300,80,2012-10-10,-117.53,32.29,,,,,
101201400,79,2012-10-10,-117.53,32.29,2013-07-23,-116.9834,31.3167,87.5,SFL
101201500,78.4,2012-10-10,-117.53,32.29,2014-06-12,-115.6667,29.15,,
101201600,77.5,2012-10-10,-117.53,32.29,,,,,
101201700,73.5,2012-10-10,-117.53,32.29,,,,,
101201800,75.5,2012-10-10,-117.53,32.29,,,,,
101201900,75.3,2012-10-10,-117.53,32.29,,,,,
101202000,66,2012-10-10,-117.53,32.29,,,,,
101202100,76,2012-10-10,-117.53,32.29,,,,,
101202200,104,2012-10-11,-118.05,31.3,,,,,
101202300,99,2012-10-11,-118.05,31.3,,,,,
101202400,98.5,2012-10-11,-118.05,31.3,,,,,
101202500,97,2012-10-11,-118.05,31.3,,,,,
101202600,103,2012-10-11,-118.05,31.3,,,,,
101202700,102.5,2012-10-11,-118.05,31.3,,,,,
101202800,84,2012-10-11,-118.05,31.3,,,,,
101400100,71,2014-08-20,-118.84392,32.58145,,,,,
101400200,74,2014-08-20,-118.84392,32.58145,,,,,
101400300,72,2014-08-20,-118.84392,32.58145,,,,,
101400400,73,2014-08-20,-118.84392,32.58145,,,,,
101400500,78,2014-08-20,-118.84392,32.58145,,,,,
101400600,71.5,2014-08-20,-118.84392,32.58145,,,,,
101400700,74,2014-08-20,-118.84392,32.58145,,,,,
101400800,75,2014-08-20,-118.84392,32.58145,,,,,
101400900,76,2014-08-20,-118.84392,32.58145,,,,,
101401000,73,2014-08-20,-118.84392,32.58145,,,,,
101401100,75,2014-08-20,-118.84392,32.58145,,,,,
101401200,76,2014-08-20,-118.84392,32.58145,,,,,
101401300,75,2014-08-20,-118.84392,32.58145,,,,,
101401400,75,2014-08-20,-118.84392,32.58145,,,,,
101401500,76,2014-08-20,-118.84392,32.58145,,,,,
101401600,74,2014-08-20,-118.84392,32.58145,,,,,
101401700,73,2014-08-20,-118.84392,32.58145,,,,,
101401800,79,2014-08-20,-118.84392,32.58145,2016-05-31,-117.63465,32.45403,,
101401900,77,2014-08-20,-118.84392,32.58145,,,,,
101402000,75,2014-08-20,-118.84392,32.58145,,,,,
101402100,75.5,2014-08-20,-118.84392,32.58145,,,,,
101402200,73,2014-08-20,-118.84392,32.58145,,,,,
101402300,76,2014-08-20,-118.84392,32.58145,,,,,
101402400,77,2014-08-20,-118.84392,32.58145,,,,,
101402500,72,2014-08-20,-118.84392,32.58145,,,,,
101402600,78,2014-08-20,-118.84392,32.58145,,,,,
101402700,71,2014-08-20,-118.84392,32.58145,,,,,
101402800,73.5,2014-08-20,-118.84392,32.58145,,,,,
101402900,78.5,2014-08-20,-118.84392,32.58145,,,,,
101403000,75,2014-08-20,-118.84392,32.58145,,,,,
101403100,76,2014-08-20,-118.84392,32.58145,,,,,
101403200,74.5,2014-08-20,-118.84392,32.58145,,,,,
101403300,67,2014-08-20,-118.84392,33.58145,,,,,
101403400,78,2014-08-20,-118.84392,33.58145,,,,,
101403500,97,2014-08-20,-118.95865,32.55422,,,,,
101403600,96.5,2014-08-20,-118.95865,32.55422,2015-05-29,-117.17647,32.3942,145,
101403700,98,2014-08-20,-118.95865,32.55422,,,,,
101403800,95.5,2014-08-20,-118.95865,32.55422,,,,,
101403900,100,2014-08-20,-118.95865,32.55422,,,,,
101404000,98,2014-08-20,-118.95865,32.55422,2015-05-31,-117.17647,32.3942,145,
101404100,93,2014-08-20,-118.95865,32.55422,,,,,
101404200,100,2014-08-20,-118.95865,32.55422,,,,,
101404300,83,2014-08-20,-118.95865,32.55422,,,,,
101404400,101,2014-08-20,-118.95865,32.55422,,,,,
101404500,76,2014-08-20,-118.97353,32.47403,,,,,
101404600,76.8,2014-08-20,-118.9647,32.46942,,,,,
101404700,72,2014-08-20,-118.96625,32.46843,,,,,
101404800,75.5,2014-08-20,-118.9647,32.46942,,,,,
101404900,75,2014-08-20,-118.96395,32.469,,,,,
101405000,68,2014-08-21,-119.01162,32.6879,,-118.27692,32.67607,85,SFL
101405100,70.5,2014-08-21,-119.01162,32.6879,,,,,
101405200,91,2014-08-21,-119.15213,32.63837,,,,,
101405300,101,2014-08-21,-119.15157,32.63802,,,,,
101405400,103,2014-08-21,-119.24437,32.38313,,,,,
101405500,102,2014-08-21,-119.08583,32.35,,,,,
101405600,102.5,2014-08-21,-119.07665,32.36042,2015-05-30,,,183,SFL
101405700,100,2014-08-21,-119.08132,32.36163,2015-05-19,,,110,Estimated
101405800,99,2014-08-21,-119.07665,32.36042,,,,,
101405900,96,2014-08-21,-119.07667,32.36072,,,,,
101406000,99,2014-08-21,-119.07677,32.36045,,,,,
101406100,101,2014-08-21,-119.07665,32.36042,2016-05-22,-117.36667,31.91667,,
101406200,98.5,2014-08-21,-119.05127,32.3486,,,,,
