longitude,latitude,time
degrees_east,degrees_north,UTC
-116.89,26.94,2006-12-10T00:00:00Z
-117.2,26.87,2006-12-11T00:00:00Z
-117.3,26.87,2006-12-12T00:00:00Z
-117.69,26.78,2006-12-13T00:00:00Z
-118.15,26.7,2006-12-14T00:00:00Z
-118.24,26.65,2006-12-15T00:00:00Z
-118.33,26.62,2006-12-16T00:00:00Z
-118.38,26.56,2006-12-17T00:00:00Z
-118.72,26.37,2006-12-18T00:00:00Z
-118.84,26.2,2006-12-19T00:00:00Z
-119.08,25.94,2006-12-20T00:00:00Z
-119.32,25.63,2006-12-21T00:00:00Z
-119.58,25.38,2006-12-22T00:00:00Z
-119.85,25.08,2006-12-23T00:00:00Z
-120.45,24.87,2006-12-24T00:00:00Z
-121.07,24.7,2006-12-25T00:00:00Z
-121.71,24.51,2006-12-26T00:00:00Z
-122.35,24.31,2006-12-27T00:00:00Z
-123.0,24.07,2006-12-28T00:00:00Z
-123.6,23.87,2006-12-29T00:00:00Z
-124.19,23.68,2006-12-30T00:00:00Z
-124.73,23.47,2006-12-31T00:00:00Z
-124.94,23.38,2007-01-01T00:00:00Z
-124.77,23.36,2007-01-02T00:00:00Z
-125.03,23.24,2007-01-03T00:00:00Z
-125.09,23.24,2007-01-04T00:00:00Z
