longitude,latitude,time
degrees_east,degrees_north,UTC
-117.12,29.53,2005-03-10T00:00:00Z
-117.51,29.78,2005-03-11T00:00:00Z
-118.04,30.02,2005-03-12T00:00:00Z
-118.58,30.19,2005-03-13T00:00:00Z
-118.99,30.3,2005-03-14T00:00:00Z
-119.11,30.32,2005-03-15T00:00:00Z
-119.12,30.34,2005-03-16T00:00:00Z
-119.1,30.31,2005-03-17T00:00:00Z
-118.99,30.15,2005-03-18T00:00:00Z
-118.77,29.94,2005-03-19T00:00:00Z
-118.54,29.75,2005-03-20T00:00:00Z
-118.35,29.59,2005-03-21T00:00:00Z
-118.23,29.45,2005-03-22T00:00:00Z
-118.14,29.35,2005-03-23T00:00:00Z
-118.14,29.27,2005-03-24T00:00:00Z
-118.04,29.14,2005-03-25T00:00:00Z
-117.94,29.0,2005-03-26T00:00:00Z
-117.79,28.88,2005-03-27T00:00:00Z
-117.71,28.84,2005-03-28T00:00:00Z
-117.7,28.81,2005-03-29T00:00:00Z
-117.68,28.72,2005-03-30T00:00:00Z
-117.44,28.5,2005-03-31T00:00:00Z
-117.1,28.35,2005-04-01T00:00:00Z
-116.82,28.29,2005-04-02T00:00:00Z
-116.7,28.33,2005-04-03T00:00:00Z
-116.61,28.35,2005-04-04T00:00:00Z
-116.51,28.35,2005-04-05T00:00:00Z
-116.5,28.37,2005-04-06T00:00:00Z
-116.54,28.39,2005-04-07T00:00:00Z
-116.6,28.38,2005-04-08T00:00:00Z
-116.63,28.35,2005-04-09T00:00:00Z
-116.65,28.31,2005-04-10T00:00:00Z
-116.64,28.25,2005-04-11T00:00:00Z
-116.61,28.21,2005-04-12T00:00:00Z
-116.61,28.2,2005-04-13T00:00:00Z
-116.64,28.21,2005-04-14T00:00:00Z
-116.75,28.26,2005-04-15T00:00:00Z
-116.89,28.29,2005-04-16T00:00:00Z
-116.99,28.26,2005-04-17T00:00:00Z
-117.04,28.22,2005-04-18T00:00:00Z
-116.99,28.13,2005-04-19T00:00:00Z
-116.98,28.08,2005-04-20T00:00:00Z
-117.05,28.09,2005-04-21T00:00:00Z
-117.13,28.05,2005-04-22T00:00:00Z
-117.09,27.94,2005-04-23T00:00:00Z
-117.05,27.85,2005-04-24T00:00:00Z
-117.01,27.73,2005-04-25T00:00:00Z
-117.08,27.65,2005-04-26T00:00:00Z
-117.09,27.5,2005-04-27T00:00:00Z
-117.02,27.37,2005-04-28T00:00:00Z
-116.95,27.28,2005-04-29T00:00:00Z
-116.93,27.22,2005-04-30T00:00:00Z
-116.94,27.19,2005-05-01T00:00:00Z
-116.97,27.15,2005-05-02T00:00:00Z
-117.01,27.14,2005-05-03T00:00:00Z
-117.06,27.13,2005-05-04T00:00:00Z
-117.07,27.1,2005-05-05T00:00:00Z
-117.04,27.11,2005-05-06T00:00:00Z
-117.05,27.12,2005-05-07T00:00:00Z
-117.07,27.16,2005-05-08T00:00:00Z
-117.03,27.19,2005-05-09T00:00:00Z
-117.01,27.26,2005-05-10T00:00:00Z
-117.04,27.35,2005-05-11T00:00:00Z
-117.06,27.37,2005-05-12T00:00:00Z
-117.1,27.39,2005-05-13T00:00:00Z
-117.19,27.42,2005-05-14T00:00:00Z
-117.26,27.4,2005-05-15T00:00:00Z
-117.27,27.37,2005-05-16T00:00:00Z
-117.23,27.36,2005-05-17T00:00:00Z
-117.2,27.42,2005-05-18T00:00:00Z
-117.23,27.54,2005-05-19T00:00:00Z
-117.32,27.69,2005-05-20T00:00:00Z
