longitude,latitude,time
degrees_east,degrees_north,UTC
-116.77,29.59,2002-08-06T00:00:00Z
-116.76,29.57,2002-08-07T00:00:00Z
-116.76,29.55,2002-08-08T00:00:00Z
-116.82,29.55,2002-08-09T00:00:00Z
-116.85,29.55,2002-08-10T00:00:00Z
-116.92,29.57,2002-08-11T00:00:00Z
-117.05,29.62,2002-08-12T00:00:00Z
-117.32,29.73,2002-08-13T00:00:00Z
-117.63,29.92,2002-08-14T00:00:00Z
-117.88,30.15,2002-08-15T00:00:00Z
-118.06,30.39,2002-08-16T00:00:00Z
-118.16,30.6,2002-08-17T00:00:00Z
-118.09,30.75,2002-08-18T00:00:00Z
-117.8,30.82,2002-08-19T00:00:00Z
-117.5,30.84,2002-08-20T00:00:00Z
-117.32,30.83,2002-08-21T00:00:00Z
-117.13,30.77,2002-08-22T00:00:00Z
-117.14,30.73,2002-08-23T00:00:00Z
-117.36,30.75,2002-08-24T00:00:00Z
-117.67,30.79,2002-08-25T00:00:00Z
-118.02,30.86,2002-08-26T00:00:00Z
-118.35,30.95,2002-08-27T00:00:00Z
-118.61,31.0,2002-08-28T00:00:00Z
-118.78,31.03,2002-08-29T00:00:00Z
-118.85,31.02,2002-08-30T00:00:00Z
-118.99,31.01,2002-08-31T00:00:00Z
-119.21,31.03,2002-09-01T00:00:00Z
-119.56,31.11,2002-09-02T00:00:00Z
-120.04,31.29,2002-09-03T00:00:00Z
-120.51,31.54,2002-09-04T00:00:00Z
-120.86,31.82,2002-09-05T00:00:00Z
-121.03,32.07,2002-09-06T00:00:00Z
-120.92,32.24,2002-09-07T00:00:00Z
-120.76,32.32,2002-09-08T00:00:00Z
-120.57,32.34,2002-09-09T00:00:00Z
-120.53,32.35,2002-09-10T00:00:00Z
-120.67,32.39,2002-09-11T00:00:00Z
-120.84,32.41,2002-09-12T00:00:00Z
-121.16,32.43,2002-09-13T00:00:00Z
-121.49,32.43,2002-09-14T00:00:00Z
-121.68,32.4,2002-09-15T00:00:00Z
-121.78,32.35,2002-09-16T00:00:00Z
-121.91,32.3,2002-09-17T00:00:00Z
-122.19,32.31,2002-09-18T00:00:00Z
-122.52,32.35,2002-09-19T00:00:00Z
-122.9,32.45,2002-09-20T00:00:00Z
-123.25,32.6,2002-09-21T00:00:00Z
-123.46,32.79,2002-09-22T00:00:00Z
-123.57,33.05,2002-09-23T00:00:00Z
-123.64,33.36,2002-09-24T00:00:00Z
-123.72,33.74,2002-09-25T00:00:00Z
-123.78,34.2,2002-09-26T00:00:00Z
-123.8,34.69,2002-09-27T00:00:00Z
-123.77,35.17,2002-09-28T00:00:00Z
-123.7,35.63,2002-09-29T00:00:00Z
-123.62,36.06,2002-09-30T00:00:00Z
-123.54,36.45,2002-10-01T00:00:00Z
-123.53,36.8,2002-10-02T00:00:00Z
-123.62,37.13,2002-10-03T00:00:00Z
-123.91,37.45,2002-10-04T00:00:00Z
-124.29,37.77,2002-10-05T00:00:00Z
-124.78,38.08,2002-10-06T00:00:00Z
-125.34,38.36,2002-10-07T00:00:00Z
-125.95,38.61,2002-10-08T00:00:00Z
-126.48,38.82,2002-10-09T00:00:00Z
-126.78,38.95,2002-10-10T00:00:00Z
-127.03,39.05,2002-10-11T00:00:00Z
-127.24,39.13,2002-10-12T00:00:00Z
-127.31,39.18,2002-10-13T00:00:00Z
-127.13,39.16,2002-10-14T00:00:00Z
-126.86,39.08,2002-10-15T00:00:00Z
-126.47,38.93,2002-10-16T00:00:00Z
-126.06,38.74,2002-10-17T00:00:00Z
-125.58,38.48,2002-10-18T00:00:00Z
-125.02,38.15,2002-10-19T00:00:00Z
-124.45,37.76,2002-10-20T00:00:00Z
-124.06,37.38,2002-10-21T00:00:00Z
-123.83,37.05,2002-10-22T00:00:00Z
-123.77,36.81,2002-10-23T00:00:00Z
-123.87,36.69,2002-10-24T00:00:00Z
-124.02,36.66,2002-10-25T00:00:00Z
-124.07,36.67,2002-10-26T00:00:00Z
-124.03,36.65,2002-10-27T00:00:00Z
-124.02,36.61,2002-10-28T00:00:00Z
-124.21,36.59,2002-10-29T00:00:00Z
-124.51,36.6,2002-10-30T00:00:00Z
-124.54,36.57,2002-10-31T00:00:00Z
-124.23,36.41,2002-11-01T00:00:00Z
-123.86,36.17,2002-11-02T00:00:00Z
-123.74,35.96,2002-11-03T00:00:00Z
-123.88,35.82,2002-11-04T00:00:00Z
-124.16,35.78,2002-11-05T00:00:00Z
-124.5,35.84,2002-11-06T00:00:00Z
-124.6,35.91,2002-11-07T00:00:00Z
-124.35,35.92,2002-11-08T00:00:00Z
-123.98,35.85,2002-11-09T00:00:00Z
-123.6,35.74,2002-11-10T00:00:00Z
-123.27,35.61,2002-11-11T00:00:00Z
-123.06,35.51,2002-11-12T00:00:00Z
-122.71,35.38,2002-11-13T00:00:00Z
