longitude,latitude,time
degrees_east,degrees_north,UTC
-116.989,30.177,2011-08-22T05:00:00Z
-117.0386076,30.10039957,2011-08-23T05:00:00Z
-117.1408585,29.98545142,2011-08-24T05:00:00Z
-117.2390174,29.88531998,2011-08-25T05:00:00Z
-117.2935454,29.81909738,2011-08-26T05:00:00Z
-117.338107,29.81136673,2011-08-27T05:00:00Z
-117.3749166,29.83215819,2011-08-28T05:00:00Z
-117.3280098,29.83138521,2011-08-29T05:00:00Z
-117.245159,29.81047167,2011-08-30T05:00:00Z
-117.2792482,29.79797012,2011-08-31T05:00:00Z
-117.4233759,29.81667706,2011-09-01T05:00:00Z
-117.6841781,29.85472262,2011-09-02T05:00:00Z
-117.9328991,29.89041056,2011-09-03T05:00:00Z
-118.2167473,29.92585657,2011-09-04T05:00:00Z
-118.5574544,29.9573067,2011-09-05T05:00:00Z
-118.8773981,30.01035354,2011-09-06T05:00:00Z
-118.9739593,30.07639311,2011-09-07T05:00:00Z
-118.876971,30.13588375,2011-09-08T05:00:00Z
-118.8147029,30.16526304,2011-09-09T05:00:00Z
-118.7052176,30.16967783,2011-09-10T05:00:00Z
-118.5214341,30.18795855,2011-09-11T05:00:00Z
-118.4922239,30.22945711,2011-09-12T05:00:00Z
-118.6235227,30.30382465,2011-09-13T05:00:00Z
-118.7470744,30.43410463,2011-09-14T05:00:00Z
-118.7619558,30.56200592,2011-09-15T05:00:00Z
-118.8474582,30.65083436,2011-09-16T05:00:00Z
-119.2979695,30.72845977,2011-09-17T05:00:00Z
-119.7160575,30.7934639,2011-09-18T05:00:00Z
-120.107299,30.8075014,2011-09-19T05:00:00Z
-120.407836,30.78633367,2011-09-20T05:00:00Z
-120.5595771,30.77144352,2011-09-21T05:00:00Z
-120.3688065,30.76895761,2011-09-22T05:00:00Z
-119.9495217,30.75889536,2011-09-23T05:00:00Z
-119.7127751,30.75335879,2011-09-24T05:00:00Z
-119.82487,30.75181152,2011-09-25T05:00:00Z
-120.2669554,30.77043057,2011-09-26T05:00:00Z
-120.6528583,30.82101668,2011-09-27T05:00:00Z
-120.8566657,30.91944699,2011-09-28T05:00:00Z
-120.7704876,31.00465677,2011-09-29T05:00:00Z
-120.4717619,31.07705194,2011-09-30T05:00:00Z
-120.2031932,31.12931988,2011-10-01T05:00:00Z
-120.0402485,31.13926486,2011-10-02T05:00:00Z
-119.9595929,31.13735853,2011-10-03T05:00:00Z
-120.0867833,31.1396459,2011-10-04T05:00:00Z
-120.4173547,31.12656602,2011-10-05T05:00:00Z
-120.6555343,31.12040913,2011-10-06T05:00:00Z
-120.6863386,31.10397242,2011-10-07T05:00:00Z
-120.6629239,31.06391105,2011-10-08T05:00:00Z
-120.6066185,31.02714761,2011-10-09T05:00:00Z
-120.2403311,30.99384514,2011-10-10T05:00:00Z
-119.8610492,30.9526544,2011-10-11T05:00:00Z
-119.5058427,30.87570682,2011-10-12T05:00:00Z
-119.2967786,30.85614387,2011-10-13T05:00:00Z
-119.2986685,30.90869628,2011-10-14T05:00:00Z
-119.2956114,31.01792279,2011-10-15T05:00:00Z
-119.3176211,31.14175677,2011-10-16T05:00:00Z
-119.5535575,31.2177622,2011-10-17T05:00:00Z
-119.7593785,31.25028443,2011-10-18T05:00:00Z
-119.9564328,31.25781402,2011-10-19T05:00:00Z
-120.2397381,31.27616436,2011-10-20T05:00:00Z
