longitude,latitude,time
degrees_east,degrees_north,UTC
-117.53,30.99,2008-07-12T00:00:00Z
-117.58,31.02,2008-07-13T00:00:00Z
-117.5,31.01,2008-07-14T00:00:00Z
-117.57,31.02,2008-07-15T00:00:00Z
-117.5,31.01,2008-07-16T00:00:00Z
-117.68,31.03,2008-07-17T00:00:00Z
-117.71,31.03,2008-07-18T00:00:00Z
-117.86,31.08,2008-07-19T00:00:00Z
-117.95,31.1,2008-07-20T00:00:00Z
-117.99,31.1,2008-07-21T00:00:00Z
-118.2,31.14,2008-07-22T00:00:00Z
-118.18,31.17,2008-07-23T00:00:00Z
-118.35,31.17,2008-07-24T00:00:00Z
-118.31,31.2,2008-07-25T00:00:00Z
