longitude,latitude,time
degrees_east,degrees_north,UTC
-117.67,28.85,2003-07-25T00:00:00Z
-117.66,28.85,2003-07-26T00:00:00Z
-117.65,28.84,2003-07-27T00:00:00Z
-117.65,28.9,2003-07-28T00:00:00Z
-117.65,28.98,2003-07-29T00:00:00Z
-117.66,29.04,2003-07-30T00:00:00Z
-117.7,29.12,2003-07-31T00:00:00Z
-117.69,29.18,2003-08-01T00:00:00Z
-117.7,29.24,2003-08-02T00:00:00Z
-117.72,29.34,2003-08-03T00:00:00Z
-117.67,29.42,2003-08-04T00:00:00Z
-117.55,29.51,2003-08-05T00:00:00Z
-117.41,29.58,2003-08-06T00:00:00Z
-117.29,29.59,2003-08-07T00:00:00Z
-117.22,29.57,2003-08-08T00:00:00Z
-117.18,29.51,2003-08-09T00:00:00Z
-117.17,29.45,2003-08-10T00:00:00Z
-117.21,29.44,2003-08-11T00:00:00Z
-117.26,29.5,2003-08-12T00:00:00Z
-117.31,29.62,2003-08-13T00:00:00Z
-117.36,29.76,2003-08-14T00:00:00Z
-117.45,29.96,2003-08-15T00:00:00Z
-117.53,30.17,2003-08-16T00:00:00Z
-117.61,30.47,2003-08-17T00:00:00Z
-117.74,30.84,2003-08-18T00:00:00Z
-117.81,31.18,2003-08-19T00:00:00Z
-117.94,31.5,2003-08-20T00:00:00Z
-118.08,31.8,2003-08-21T00:00:00Z
-118.28,32.06,2003-08-22T00:00:00Z
-118.47,32.27,2003-08-23T00:00:00Z
-118.68,32.44,2003-08-24T00:00:00Z
-118.79,32.52,2003-08-25T00:00:00Z
-118.91,32.56,2003-08-26T00:00:00Z
-119.1,32.56,2003-08-27T00:00:00Z
-119.35,32.59,2003-08-28T00:00:00Z
-119.69,32.72,2003-08-29T00:00:00Z
-119.9,32.87,2003-08-30T00:00:00Z
-120.06,32.99,2003-08-31T00:00:00Z
-120.15,33.11,2003-09-01T00:00:00Z
-120.12,33.19,2003-09-02T00:00:00Z
-119.98,33.2,2003-09-03T00:00:00Z
-119.88,33.18,2003-09-04T00:00:00Z
-119.81,33.17,2003-09-05T00:00:00Z
-119.8,33.14,2003-09-06T00:00:00Z
-119.82,33.1,2003-09-07T00:00:00Z
-119.87,33.06,2003-09-08T00:00:00Z
-119.84,33.02,2003-09-09T00:00:00Z
-119.9,33.05,2003-09-10T00:00:00Z
-120.1,33.17,2003-09-11T00:00:00Z
-120.34,33.32,2003-09-12T00:00:00Z
-120.59,33.5,2003-09-13T00:00:00Z
-120.86,33.68,2003-09-14T00:00:00Z
-121.2,33.9,2003-09-15T00:00:00Z
-121.51,34.1,2003-09-16T00:00:00Z
-121.76,34.29,2003-09-17T00:00:00Z
-121.9,34.46,2003-09-18T00:00:00Z
-122.01,34.6,2003-09-19T00:00:00Z
-122.01,34.66,2003-09-20T00:00:00Z
-121.92,34.63,2003-09-21T00:00:00Z
-121.92,34.64,2003-09-22T00:00:00Z
-121.98,34.68,2003-09-23T00:00:00Z
-121.85,34.73,2003-09-24T00:00:00Z
-121.77,34.84,2003-09-25T00:00:00Z
-121.8,35.01,2003-09-26T00:00:00Z
-121.74,35.11,2003-09-27T00:00:00Z
-121.71,35.16,2003-09-28T00:00:00Z
-121.7,35.19,2003-09-29T00:00:00Z
-121.71,35.18,2003-09-30T00:00:00Z
-121.79,35.22,2003-10-01T00:00:00Z
-121.72,35.16,2003-10-02T00:00:00Z
-121.72,35.12,2003-10-03T00:00:00Z
-121.74,35.09,2003-10-04T00:00:00Z
-121.82,35.1,2003-10-05T00:00:00Z
-121.9,35.11,2003-10-06T00:00:00Z
-121.81,35.04,2003-10-07T00:00:00Z
-121.63,34.85,2003-10-08T00:00:00Z
-121.39,34.66,2003-10-09T00:00:00Z
-121.17,34.45,2003-10-10T00:00:00Z
-121.19,34.31,2003-10-11T00:00:00Z
-121.11,34.15,2003-10-12T00:00:00Z
-121.02,34.06,2003-10-13T00:00:00Z
-120.94,33.99,2003-10-14T00:00:00Z
-121.04,34.03,2003-10-15T00:00:00Z
-121.28,34.14,2003-10-16T00:00:00Z
-121.61,34.25,2003-10-17T00:00:00Z
-121.95,34.34,2003-10-18T00:00:00Z
-122.33,34.47,2003-10-19T00:00:00Z
-122.62,34.59,2003-10-20T00:00:00Z
-122.63,34.66,2003-10-21T00:00:00Z
-122.62,34.75,2003-10-22T00:00:00Z
-122.6,34.82,2003-10-23T00:00:00Z
-122.52,34.91,2003-10-24T00:00:00Z
-122.51,34.95,2003-10-25T00:00:00Z
-122.56,34.97,2003-10-26T00:00:00Z
-122.66,35.03,2003-10-27T00:00:00Z
-122.87,35.19,2003-10-28T00:00:00Z
-122.94,35.33,2003-10-29T00:00:00Z
-122.78,35.47,2003-10-30T00:00:00Z
-122.77,35.65,2003-10-31T00:00:00Z
-122.71,35.73,2003-11-01T00:00:00Z
-122.73,35.8,2003-11-02T00:00:00Z
-122.78,35.88,2003-11-03T00:00:00Z
-122.87,35.96,2003-11-04T00:00:00Z
-122.92,36.03,2003-11-05T00:00:00Z
-123.01,36.07,2003-11-06T00:00:00Z
-123.05,36.08,2003-11-07T00:00:00Z
-123.07,36.08,2003-11-08T00:00:00Z
-123.01,36.01,2003-11-09T00:00:00Z
-122.93,35.89,2003-11-10T00:00:00Z
-122.86,35.79,2003-11-11T00:00:00Z
-122.66,35.62,2003-11-12T00:00:00Z
-122.45,35.41,2003-11-13T00:00:00Z
-122.24,35.2,2003-11-14T00:00:00Z
-121.92,34.89,2003-11-15T00:00:00Z
-121.67,34.57,2003-11-16T00:00:00Z
-121.48,34.3,2003-11-17T00:00:00Z
-121.42,34.14,2003-11-18T00:00:00Z
-121.27,34.02,2003-11-19T00:00:00Z
-121.23,33.98,2003-11-20T00:00:00Z
-121.2,33.95,2003-11-21T00:00:00Z
-121.19,33.96,2003-11-22T00:00:00Z
-121.19,33.96,2003-11-23T00:00:00Z
-121.18,33.96,2003-11-24T00:00:00Z
-121.16,33.88,2003-11-25T00:00:00Z
-121.15,33.8,2003-11-26T00:00:00Z
-121.17,33.69,2003-11-27T00:00:00Z
-121.18,33.59,2003-11-28T00:00:00Z
-121.07,33.49,2003-11-29T00:00:00Z
-120.86,33.37,2003-11-30T00:00:00Z
-120.62,33.25,2003-12-01T00:00:00Z
-120.29,33.09,2003-12-02T00:00:00Z
-120.2,32.96,2003-12-03T00:00:00Z
-120.21,32.85,2003-12-04T00:00:00Z
-120.24,32.73,2003-12-05T00:00:00Z
-120.35,32.62,2003-12-06T00:00:00Z
-120.44,32.4,2003-12-07T00:00:00Z
-120.4,32.11,2003-12-08T00:00:00Z
-120.17,31.78,2003-12-09T00:00:00Z
-119.8,31.37,2003-12-10T00:00:00Z
-119.35,30.94,2003-12-11T00:00:00Z
-118.84,30.5,2003-12-12T00:00:00Z
-118.34,30.04,2003-12-13T00:00:00Z
-117.9,29.61,2003-12-14T00:00:00Z
-117.62,29.27,2003-12-15T00:00:00Z
-117.45,29.04,2003-12-16T00:00:00Z
-117.4,28.91,2003-12-17T00:00:00Z
-117.37,28.79,2003-12-18T00:00:00Z
-117.33,28.68,2003-12-19T00:00:00Z
-117.3,28.56,2003-12-20T00:00:00Z
-117.28,28.46,2003-12-21T00:00:00Z
