longitude,latitude,time
degrees_east,degrees_north,UTC
-118.13,28.97,2005-03-12T00:00:00Z
-118.16,29.11,2005-03-13T00:00:00Z
-118.32,29.43,2005-03-14T00:00:00Z
-118.48,29.75,2005-03-15T00:00:00Z
-118.67,30.06,2005-03-16T00:00:00Z
-118.88,30.34,2005-03-17T00:00:00Z
-119.06,30.47,2005-03-18T00:00:00Z
-118.92,30.39,2005-03-19T00:00:00Z
-118.76,30.21,2005-03-20T00:00:00Z
-118.37,29.84,2005-03-21T00:00:00Z
-118.08,29.56,2005-03-22T00:00:00Z
-117.78,29.35,2005-03-23T00:00:00Z
-117.77,29.35,2005-03-24T00:00:00Z
-117.86,29.38,2005-03-25T00:00:00Z
-117.93,29.42,2005-03-26T00:00:00Z
-117.89,29.38,2005-03-27T00:00:00Z
-117.85,29.35,2005-03-28T00:00:00Z
-117.69,29.23,2005-03-29T00:00:00Z
-117.46,29.11,2005-03-30T00:00:00Z
-117.16,28.86,2005-03-31T00:00:00Z
-116.71,28.5,2005-04-01T00:00:00Z
-116.44,28.33,2005-04-02T00:00:00Z
-116.3,28.24,2005-04-03T00:00:00Z
-116.25,28.12,2005-04-04T00:00:00Z
-116.04,27.85,2005-04-05T00:00:00Z
-115.86,27.59,2005-04-06T00:00:00Z
-115.68,27.34,2005-04-07T00:00:00Z
-115.42,27.03,2005-04-08T00:00:00Z
-115.01,26.62,2005-04-09T00:00:00Z
-114.58,26.24,2005-04-10T00:00:00Z
-114.3,25.98,2005-04-11T00:00:00Z
-114.12,25.84,2005-04-12T00:00:00Z
-114.22,25.92,2005-04-13T00:00:00Z
-114.32,25.96,2005-04-14T00:00:00Z
-114.42,26.02,2005-04-15T00:00:00Z
-114.43,26.0,2005-04-16T00:00:00Z
-114.45,25.99,2005-04-17T00:00:00Z
-114.61,26.06,2005-04-18T00:00:00Z
-114.68,26.09,2005-04-19T00:00:00Z
-114.76,26.16,2005-04-20T00:00:00Z
-114.76,26.13,2005-04-21T00:00:00Z
-114.87,26.17,2005-04-22T00:00:00Z
-114.76,25.98,2005-04-23T00:00:00Z
-114.57,25.75,2005-04-24T00:00:00Z
-114.48,25.6,2005-04-25T00:00:00Z
-114.35,25.36,2005-04-26T00:00:00Z
-114.22,25.18,2005-04-27T00:00:00Z
-114.22,25.13,2005-04-28T00:00:00Z
-114.43,25.25,2005-04-29T00:00:00Z
-114.63,25.29,2005-04-30T00:00:00Z
-114.79,25.29,2005-05-01T00:00:00Z
-114.95,25.4,2005-05-02T00:00:00Z
-115.21,25.69,2005-05-03T00:00:00Z
-115.46,25.96,2005-05-04T00:00:00Z
-115.44,25.93,2005-05-05T00:00:00Z
-115.13,25.57,2005-05-06T00:00:00Z
-114.81,25.24,2005-05-07T00:00:00Z
-114.5,24.91,2005-05-08T00:00:00Z
-114.18,24.6,2005-05-09T00:00:00Z
-113.99,24.38,2005-05-10T00:00:00Z
-113.83,24.19,2005-05-11T00:00:00Z
-113.79,24.09,2005-05-12T00:00:00Z
-113.95,24.12,2005-05-13T00:00:00Z
-114.09,24.14,2005-05-14T00:00:00Z
-114.21,24.13,2005-05-15T00:00:00Z
-114.21,24.1,2005-05-16T00:00:00Z
-114.28,24.11,2005-05-17T00:00:00Z
-113.99,23.86,2005-05-18T00:00:00Z
-113.84,23.71,2005-05-19T00:00:00Z
-113.77,23.62,2005-05-20T00:00:00Z
-113.83,23.62,2005-05-21T00:00:00Z
-113.89,23.7,2005-05-22T00:00:00Z
-113.91,23.78,2005-05-23T00:00:00Z
-113.91,23.85,2005-05-24T00:00:00Z
-113.85,24.01,2005-05-25T00:00:00Z
-114.0,24.3,2005-05-26T00:00:00Z
-113.96,24.37,2005-05-27T00:00:00Z
-113.89,24.4,2005-05-28T00:00:00Z
-113.89,24.48,2005-05-29T00:00:00Z
-114.03,24.67,2005-05-30T00:00:00Z
-114.22,24.87,2005-05-31T00:00:00Z
-114.44,25.13,2005-06-01T00:00:00Z
-114.63,25.44,2005-06-02T00:00:00Z
-115.02,25.93,2005-06-03T00:00:00Z
-115.36,26.37,2005-06-04T00:00:00Z
-115.93,26.99,2005-06-05T00:00:00Z
-116.14,27.35,2005-06-06T00:00:00Z
-116.48,27.79,2005-06-07T00:00:00Z
-116.84,28.22,2005-06-08T00:00:00Z
-117.15,28.63,2005-06-09T00:00:00Z
-117.71,29.25,2005-06-10T00:00:00Z
-118.19,29.8,2005-06-11T00:00:00Z
-118.84,30.36,2005-06-12T00:00:00Z
-119.33,30.85,2005-06-13T00:00:00Z
-119.59,31.16,2005-06-14T00:00:00Z
-119.32,31.02,2005-06-15T00:00:00Z
-118.86,30.87,2005-06-16T00:00:00Z
-118.32,30.77,2005-06-17T00:00:00Z
-118.08,30.87,2005-06-18T00:00:00Z
