"degrees_east","degrees_north","UTC"
-116.31,28.1,2005-12-01
-116.17,27.98,2005-12-02
-116.11,27.9,2005-12-03
-116.05,27.81,2005-12-04
-116.04,27.78,2005-12-05
-116.04,27.72,2005-12-06
-116.05,27.65,2005-12-07
-115.98,27.49,2005-12-08
-115.96,27.38,2005-12-09
-116.05,27.35,2005-12-10
-116.12,27.28,2005-12-11
-116.18,27.22,2005-12-12
-115.98,27.09,2005-12-13
-115.96,27.1,2005-12-14
-115.87,27,2005-12-15
-115.77,26.92,2005-12-16
-115.86,26.93,2005-12-17
-115.79,26.84,2005-12-18
-115.77,26.82,2005-12-19
-115.82,26.86,2005-12-20
-115.92,26.9,2005-12-21
-116.05,26.92,2005-12-22
-115.92,26.81,2005-12-23
-115.9,26.78,2005-12-24
-116.06,26.82,2005-12-25
-116.19,26.81,2005-12-26
-116.25,26.78,2005-12-27
-116.4,26.83,2005-12-28
-116.52,26.92,2005-12-29
-116.54,26.92,2005-12-30
-116.58,26.93,2005-12-31
