"degrees_east","degrees_north","UTC"
-116.55,26.87,2006-01-01
-116.42,26.83,2006-01-02
-116.42,26.83,2006-01-03
-116.39,26.83,2006-01-04
-116.52,26.93,2006-01-05
-116.72,27.05,2006-01-06
-116.92,27.15,2006-01-07
-116.94,27.11,2006-01-08
-116.94,27.07,2006-01-09
-117,27.08,2006-01-10
-116.95,27,2006-01-11
-116.95,27,2006-01-12
-116.76,26.88,2006-01-13
-116.5,26.8,2006-01-14
-116.24,26.69,2006-01-15
-115.98,26.65,2006-01-16
-115.84,26.67,2006-01-17
-115.99,26.88,2006-01-18
-116.38,27.14,2006-01-19
-116.67,27.37,2006-01-20
-117.03,27.66,2006-01-21
-117.42,27.9,2006-01-22
-117.53,27.96,2006-01-23
-117.53,27.92,2006-01-24
-117.33,27.7,2006-01-25
-116.99,27.47,2006-01-26
-116.93,27.37,2006-01-27
-116.86,27.27,2006-01-28
-116.83,27.22,2006-01-29
-116.77,27.12,2006-01-30
-116.52,26.99,2006-01-31
