"degrees_east","degrees_north","UTC"
-116.42,26.91,2006-02-01
-116.17,26.71,2006-02-02
-115.62,26.43,2006-02-03
-115.14,26.2,2006-02-04
-114.73,26.04,2006-02-05
-114.58,26,2006-02-06
-114.47,25.96,2006-02-07
-114.37,25.92,2006-02-08
-114.26,25.91,2006-02-09
-114.29,25.95,2006-02-10
-114.32,25.98,2006-02-11
-114.39,26.02,2006-02-12
-114.34,25.99,2006-02-13
-114.26,25.98,2006-02-14
-114.32,26.01,2006-02-15
-114.31,25.96,2006-02-16
-114.14,25.83,2006-02-17
-114,25.76,2006-02-18
-114.03,25.76,2006-02-19
-113.98,25.71,2006-02-20
-114.03,25.75,2006-02-21
-113.98,25.71,2006-02-22
-113.93,25.67,2006-02-23
-114.03,25.76,2006-02-24
-114.2,25.85,2006-02-25
-114.5,26,2006-02-26
-114.66,26.05,2006-02-27
-114.77,26.11,2006-02-28
