"degrees_east","degrees_north","UTC"
-114.71,26.03,2006-03-01
-114.52,25.9,2006-03-02
-114.33,25.79,2006-03-03
-114.05,25.64,2006-03-04
-113.86,25.54,2006-03-05
-113.71,25.43,2006-03-06
-113.64,25.38,2006-03-07
-113.56,25.32,2006-03-08
-113.54,25.33,2006-03-09
-113.54,25.31,2006-03-10
-113.54,25.28,2006-03-11
-113.45,25.2,2006-03-12
-113.39,25.18,2006-03-13
-113.48,25.21,2006-03-14
-113.57,25.22,2006-03-15
-113.59,25.2,2006-03-16
-113.57,25.18,2006-03-17
-113.48,25.09,2006-03-18
-113.38,25,2006-03-19
-113.3,24.91,2006-03-20
-113.25,24.8,2006-03-21
-113.13,24.65,2006-03-22
-113.06,24.53,2006-03-23
-113,24.41,2006-03-24
-112.92,24.33,2006-03-25
-112.89,24.3,2006-03-26
-112.9,24.26,2006-03-27
-112.88,24.26,2006-03-28
-112.92,24.26,2006-03-29
-112.94,24.29,2006-03-30
-112.9,24.27,2006-03-31
