"degrees_east","degrees_north","UTC"
-116.63,30.29,2002-11-13
-116.76,30.39,2002-11-14
-116.86,30.42,2002-11-15
-116.96,30.47,2002-11-16
-117.05,30.5,2002-11-17
-117.05,30.4,2002-11-18
-117.04,30.31,2002-11-19
-117.03,30.23,2002-11-20
-117.03,30.15,2002-11-21
-117.04,30.1,2002-11-22
-117.05,30.04,2002-11-23
-117.05,29.96,2002-11-24
-116.99,29.83,2002-11-25
-116.94,29.71,2002-11-26
-116.9,29.6,2002-11-27
-116.94,29.54,2002-11-28
-116.88,29.41,2002-11-29
-116.84,29.34,2002-11-30
-120.05,32.11,2003-11-01
-119.87,31.82,2003-11-02
-119.8,31.61,2003-11-03
-119.72,31.37,2003-11-04
-119.49,31.05,2003-11-05
-119.35,30.86,2003-11-06
-119.3,30.75,2003-11-07
-119.32,30.73,2003-11-08
-119.38,30.74,2003-11-09
-119.34,30.69,2003-11-10
-119.35,30.7,2003-11-11
-119.37,30.75,2003-11-12
-119.4,30.79,2003-11-13
-119.41,30.84,2003-11-14
-119.49,30.94,2003-11-15
-119.65,31.08,2003-11-16
-119.82,31.22,2003-11-17
-120.12,31.51,2003-11-18
-120.42,31.8,2003-11-19
-120.66,32.03,2003-11-20
-120.84,32.21,2003-11-21
-120.76,32.22,2003-11-22
-120.73,32.32,2003-11-23
-120.71,32.41,2003-11-24
-120.6,32.44,2003-11-25
-120.63,32.58,2003-11-26
-120.81,32.8,2003-11-27
-120.93,32.92,2003-11-28
-120.98,32.99,2003-11-29
-121.07,33.12,2003-11-30
-121.9049356,32.18933226,2004-11-01
-122.1957686,32.10402381,2004-11-02
-122.9686841,32.2055685,2004-11-03
-123.3657404,32.43214301,2004-11-04
-122.9811422,32.46512534,2004-11-05
-122.4789139,32.29542492,2004-11-06
-122.2167971,32.08974915,2004-11-07
-122.1114115,31.93047539,2004-11-08
-122.0386291,31.81933209,2004-11-09
-121.9639318,31.72346939,2004-11-10
-121.8935228,31.68402494,2004-11-11
-121.7955926,31.68054828,2004-11-12
-121.8009111,31.73421869,2004-11-13
-121.864209,31.85135422,2004-11-14
-121.8189582,31.9247423,2004-11-15
-121.7598305,31.95329762,2004-11-16
-121.6881884,32.00592314,2004-11-17
-121.5025677,32.04277707,2004-11-18
-121.0956612,31.97015165,2004-11-19
-121.0167351,31.86999512,2004-11-20
-121.0256039,31.83954774,2004-11-21
-121.0566096,31.8127434,2004-11-22
-121.3978509,31.87361442,2004-11-23
-121.7346892,32.00843837,2004-11-24
-121.8878289,32.1024852,2004-11-25
-122.1447304,32.23679473,2004-11-26
-122.1034991,32.38988839,2004-11-27
-121.9520462,32.44332551,2004-11-28
-121.9759878,32.48691578,2004-11-29
-121.9999089,32.56220544,2004-11-30
-121.63,32.35,2004-11-01
-121.68,32.3,2004-11-02
-121.73,32.28,2004-11-03
-121.78,32.25,2004-11-04
-121.82,32.22,2004-11-05
-121.77,32.11,2004-11-06
-121.68,31.97,2004-11-07
-121.63,31.89,2004-11-08
-121.74,31.89,2004-11-09
-121.82,31.88,2004-11-10
