"degrees_east","degrees_north","UTC"
-117.46,29.13,2003-08-01
-117.47,29.22,2003-08-02
-117.52,29.37,2003-08-03
-117.49,29.44,2003-08-04
-117.47,29.54,2003-08-05
-117.46,29.61,2003-08-06
-117.43,29.67,2003-08-07
-117.39,29.71,2003-08-08
-117.33,29.73,2003-08-09
-117.29,29.77,2003-08-10
-117.28,29.85,2003-08-11
-117.31,29.96,2003-08-12
-117.29,30.05,2003-08-13
-117.39,30.28,2003-08-14
-117.49,30.51,2003-08-15
-117.66,30.78,2003-08-16
-117.81,31.03,2003-08-17
-118.09,31.38,2003-08-18
-118.4,31.73,2003-08-19
-118.69,32.03,2003-08-20
-118.84,32.21,2003-08-21
-118.96,32.34,2003-08-22
-119,32.38,2003-08-23
-119.13,32.48,2003-08-24
-119.15,32.47,2003-08-25
-119.28,32.51,2003-08-26
-119.27,32.41,2003-08-27
-119.35,32.39,2003-08-28
-119.54,32.44,2003-08-29
-119.76,32.53,2003-08-30
-120,32.65,2003-08-31
-117.526,31.4608,2004-08-20
-117.7025914,31.43586702,2004-08-21
-117.916713,31.46301993,2004-08-22
-118.0471916,31.48123995,2004-08-23
-118.1182019,31.47406651,2004-08-24
-118.20018,31.4086638,2004-08-25
-118.2984522,31.33801016,2004-08-26
-118.3714413,31.3146167,2004-08-27
-118.4600724,31.28678182,2004-08-28
-118.5507665,31.25903475,2004-08-29
-118.6738628,31.2126609,2004-08-30
-118.8033208,31.18570029,2004-08-31
-118.07,31.78,2004-08-21
-118.26,31.93,2004-08-22
-118.47,32.07,2004-08-23
-118.63,32.14,2004-08-24
-118.8,32.21,2004-08-25
-118.89,32.21,2004-08-26
-118.91,32.25,2004-08-27
-118.93,32.32,2004-08-28
-118.72,32.19,2004-08-29
-118.74,32.31,2004-08-30
-118.95,32.52,2004-08-31
-117.84,31.68,2004-08-21
-117.93,31.72,2004-08-22
-117.94,31.7,2004-08-23
-117.88,31.63,2004-08-24
-117.71,31.47,2004-08-25
-117.56,31.37,2004-08-26
-117.51,31.34,2004-08-27
-117.5,31.28,2004-08-28
-117.5,31.12,2004-08-29
-117.53,30.93,2004-08-30
-117.76,30.87,2004-08-31
-117.87,30.76,2004-08-21
-118.13,30.68,2004-08-22
-118.27,30.71,2004-08-23
-118.32,30.83,2004-08-24
-118.41,31.03,2004-08-25
-118.43,31.13,2004-08-26
-118.34,31.13,2004-08-27
-118.41,31.12,2004-08-28
-118.41,31.02,2004-08-29
-118.47,30.95,2004-08-30
-118.53,30.83,2004-08-31
-118.87,30.01,2005-08-07
-118.87,29.93,2005-08-08
-118.89,29.81,2005-08-09
-118.88,29.66,2005-08-10
-118.95,29.52,2005-08-11
-119,29.37,2005-08-12
-119.05,29.22,2005-08-13
-119.11,29.03,2005-08-14
-119.16,28.84,2005-08-15
-119.24,28.61,2005-08-16
-119.29,28.31,2005-08-17
-119.31,28.04,2005-08-18
-119.3,27.76,2005-08-19
-119.28,27.46,2005-08-20
-119.31,27.26,2005-08-21
-119.31,27.09,2005-08-22
-119.25,27.06,2005-08-23
-119.26,27.07,2005-08-24
-119.2,27.11,2005-08-25
-119.17,27.29,2005-08-26
-119.18,27.53,2005-08-27
-119.21,27.86,2005-08-28
-119.19,28.21,2005-08-29
-119.15,28.55,2005-08-30
-119.08,28.82,2005-08-31
-118.73,30.56,2005-08-07
-118.71,30.45,2005-08-08
-118.8,30.27,2005-08-09
-118.8,30.02,2005-08-10
-118.87,29.79,2005-08-11
-119.01,29.63,2005-08-12
-119.19,29.4,2005-08-13
-119.34,29.16,2005-08-14
-119.36,28.94,2005-08-15
-119.57,28.65,2005-08-16
-119.9,28.09,2005-08-17
-119.81,27.58,2005-08-18
-119.68,27.2,2005-08-19
-119.62,26.93,2005-08-20
-119.41,26.78,2005-08-21
-119.27,26.97,2005-08-22
-119.13,27.3,2005-08-23
-119.08,27.74,2005-08-24
-119.04,28.24,2005-08-25
-119.04,28.75,2005-08-26
-119.07,29.25,2005-08-27
-119.13,29.57,2005-08-28
-119.09,29.87,2005-08-29
-119.13,29.99,2005-08-30
-119.21,30.08,2005-08-31
-119.11,33.15,2005-08-07
-119.23,33.22,2005-08-08
-119.22,33.23,2005-08-09
-119.29,33.24,2005-08-10
-119.3,33.23,2005-08-11
-119.31,33.21,2005-08-12
-119.34,33.15,2005-08-13
-119.28,33.09,2005-08-14
-119.26,33,2005-08-15
-119.25,32.93,2005-08-16
-119.38,32.98,2005-08-17
-119.34,33,2005-08-18
-119.38,33.05,2005-08-19
-119.35,33.02,2005-08-20
-119.32,33.05,2005-08-21
-119.29,33.02,2005-08-22
-119.09,32.97,2005-08-23
-119.06,32.97,2005-08-24
-119.1,32.97,2005-08-25
-119.11,32.91,2005-08-26
-119.16,32.94,2005-08-27
-119.2,32.91,2005-08-28
-119.2,32.89,2005-08-29
-119.24,32.89,2005-08-30
