"degrees_east","degrees_north","UTC"
-118.67,29.82,2003-04-01
-118.03,29.27,2003-04-02
-117.46,28.8,2003-04-03
-117.08,28.46,2003-04-04
-116.86,28.25,2003-04-05
-116.64,28.02,2003-04-06
-116.4,27.76,2003-04-07
-116.15,27.47,2003-04-08
-115.87,27.2,2003-04-09
-115.56,26.93,2003-04-10
-115.31,26.71,2003-04-11
-115.06,26.5,2003-04-12
-114.76,26.27,2003-04-13
-114.56,26.12,2003-04-14
-114.38,25.97,2003-04-15
-114.29,25.92,2003-04-16
-114.2,25.84,2003-04-17
-114.16,25.81,2003-04-18
-114.14,25.77,2003-04-19
-114.11,25.71,2003-04-20
-114.01,25.6,2003-04-21
-113.86,25.46,2003-04-22
-113.76,25.36,2003-04-23
-113.7,25.28,2003-04-24
-113.65,25.21,2003-04-25
-113.62,25.17,2003-04-26
-113.57,25.13,2003-04-27
-113.6,25.14,2003-04-28
-113.67,25.16,2003-04-29
-113.77,25.17,2003-04-30
-114.15,25.2,2004-04-01
-114.17,25.25,2004-04-02
-114.18,25.31,2004-04-03
-114.29,25.45,2004-04-04
-114.48,25.62,2004-04-05
-114.64,25.79,2004-04-06
-114.82,25.96,2004-04-07
-114.95,26.08,2004-04-08
-115.01,26.15,2004-04-09
-115.07,26.21,2004-04-10
-115.06,26.2,2004-04-11
-114.93,26.11,2004-04-12
-114.72,25.95,2004-04-13
-114.56,25.82,2004-04-14
-114.36,25.67,2004-04-15
-114.21,25.57,2004-04-16
-114.13,25.55,2004-04-17
-114.17,25.61,2004-04-18
-114.17,25.6,2004-04-19
-114.09,25.53,2004-04-20
-114.01,25.48,2004-04-21
-113.99,25.47,2004-04-22
-114.09,25.54,2004-04-23
-114.18,25.62,2004-04-24
-114.32,25.72,2004-04-25
-114.47,25.83,2004-04-26
-114.55,25.89,2004-04-27
-114.57,25.91,2004-04-28
-114.53,25.86,2004-04-29
-114.44,25.76,2004-04-30
-120.6677658,29.98646054,2005-04-01
-119.72149,29.58000869,2005-04-02
-118.7321347,29.108826,2005-04-03
-118.0037793,28.64312644,2005-04-04
-117.5515224,28.25031232,2005-04-05
-117.2778261,27.94833947,2005-04-06
-116.9220491,27.65703821,2005-04-07
-116.5316026,27.360605,2005-04-08
-116.0119585,27.02837388,2005-04-09
-115.3576921,26.65861465,2005-04-10
-114.7280357,26.23283088,2005-04-11
-114.3378743,25.85037622,2005-04-12
-114.1247814,25.56958344,2005-04-13
-114.123696,25.43122556,2005-04-14
-114.120219,25.38103452,2005-04-15
-114.0557091,25.28208312,2005-04-16
-113.985102,25.15287281,2005-04-17
-113.9807335,25.06484947,2005-04-18
-114.0756248,25.03154246,2005-04-19
-114.141704,25.01204857,2005-04-20
-114.1321019,24.97719375,2005-04-21
-114.0839556,24.94609731,2005-04-22
-114.0472453,24.94229706,2005-04-23
-113.9463114,24.90148031,2005-04-24
-113.9030382,24.82347706,2005-04-25
-113.8818211,24.75074588,2005-04-26
-113.8342896,24.69652592,2005-04-27
-113.812643,24.6541195,2005-04-28
-113.7756239,24.61280196,2005-04-29
-113.7886323,24.56879962,2005-04-30
-115.99,27.02,2005-04-01
-115.55,26.73,2005-04-02
-115.33,26.57,2005-04-03
-115.09,26.38,2005-04-04
-114.85,26.2,2005-04-05
-114.73,26.11,2005-04-06
-114.68,26.02,2005-04-07
-114.29,25.66,2005-04-08
-113.88,25.32,2005-04-09
-113.5,25.03,2005-04-10
-113.22,24.79,2005-04-11
-113.08,24.68,2005-04-12
-113.09,24.68,2005-04-13
-113.12,24.68,2005-04-14
-113.22,24.74,2005-04-15
-113.13,24.62,2005-04-16
-113.13,24.6,2005-04-17
-113.35,24.73,2005-04-18
-113.51,24.79,2005-04-19
-113.26,24.53,2005-04-20
-112.98,24.31,2005-04-21
-113.03,24.39,2005-04-22
-113.08,24.41,2005-04-23
-113.34,24.55,2005-04-24
-113.6,24.68,2005-04-25
-113.77,24.75,2005-04-26
-113.88,24.77,2005-04-27
-113.91,24.72,2005-04-28
-113.9,24.65,2005-04-29
-113.95,24.63,2005-04-30
-122.94,34.3,2005-04-01
-123.01,34.39,2005-04-02
-123.01,34.37,2005-04-03
-122.95,34.32,2005-04-04
-123,34.35,2005-04-05
-123.35,34.59,2005-04-06
-123.89,34.94,2005-04-07
-124.45,35.33,2005-04-08
-125.05,35.7,2005-04-09
-125.48,35.83,2005-04-10
-125.47,35.61,2005-04-11
-124.9,34.97,2005-04-12
-123.97,34.11,2005-04-13
-123.09,33.31,2005-04-14
-122.36,32.65,2005-04-15
-121.86,32.24,2005-04-16
-121.58,32.02,2005-04-17
-121.56,31.99,2005-04-18
-121.83,32.25,2005-04-19
-122.43,32.79,2005-04-20
-123.05,33.26,2005-04-21
-123.61,33.68,2005-04-22
-124.11,34.09,2005-04-23
-124.6,34.45,2005-04-24
-124.94,34.58,2005-04-25
-125.15,34.46,2005-04-26
-124.9,33.93,2005-04-27
-124.22,33.19,2005-04-28
-123.51,32.57,2005-04-29
-122.91,32.16,2005-04-30
-113.39,24.5,2006-04-01
-113.51,24.65,2006-04-02
-113.58,24.74,2006-04-03
-113.66,24.85,2006-04-04
-113.83,24.98,2006-04-05
-113.83,25.07,2006-04-06
-113.91,25.15,2006-04-07
-113.92,25.23,2006-04-08
-114,25.33,2006-04-09
-114.05,25.36,2006-04-10
-114.03,25.37,2006-04-11
-114.02,25.38,2006-04-12
-113.47,24.92,2006-04-01
-113.45,24.93,2006-04-02
-113.47,24.95,2006-04-03
-113.51,25,2006-04-04
-113.62,25.1,2006-04-05
-113.71,25.19,2006-04-06
-113.83,25.31,2006-04-07
-113.92,25.43,2006-04-08
-113.99,25.57,2006-04-09
-114.03,25.64,2006-04-10
-113.94,25.55,2006-04-11
-113.94,25.54,2006-04-12
-117.16,27.73,2006-04-01
-117.01,27.68,2006-04-02
-116.75,27.57,2006-04-03
-116.66,27.55,2006-04-04
-116.59,27.56,2006-04-05
-116.55,27.57,2006-04-06
-116.52,27.59,2006-04-07
-116.42,27.54,2006-04-08
-116.37,27.56,2006-04-09
-116.44,27.6,2006-04-10
-116.51,27.69,2006-04-11
-116.65,27.81,2006-04-12
-116.75,27.96,2006-04-13
-116.9,28.14,2006-04-14
-117.03,28.31,2006-04-15
-117.1,28.45,2006-04-16
-117.15,28.54,2006-04-17
-117.18,28.61,2006-04-18
-117.05,28.53,2006-04-19
-116.99,28.38,2006-04-20
-116.88,28.28,2006-04-21
-116.89,28.16,2006-04-22
-116.81,28.06,2006-04-23
-116.86,27.93,2006-04-24
-116.89,27.84,2006-04-25
-116.96,27.78,2006-04-26
-116.9,27.64,2006-04-27
-116.76,27.47,2006-04-28
-116.69,27.34,2006-04-29
-116.65,27.26,2006-04-30
-115,25.12,2007-04-01
-115.02,25.15,2007-04-02
-115.04,25.17,2007-04-03
-115.05,25.17,2007-04-04
-115.06,25.24,2007-04-05
-115.01,25.26,2007-04-06
-114.97,25.2,2007-04-07
-114.95,25.1,2007-04-08
-114.8,24.99,2007-04-09
-114.8,24.85,2007-04-10
-114.73,24.75,2007-04-11
-114.67,24.67,2007-04-12
-114.59,24.65,2007-04-13
-114.57,24.69,2007-04-14
-114.55,24.76,2007-04-15
-114.52,24.85,2007-04-16
-114.94,26.41,2007-04-01
-114.98,26.42,2007-04-02
-114.97,26.39,2007-04-03
-115,26.44,2007-04-04
-115.06,26.57,2007-04-05
-115.14,26.67,2007-04-06
-115.19,26.72,2007-04-07
-115.07,26.64,2007-04-08
-114.93,26.54,2007-04-09
-114.81,26.46,2007-04-10
-114.67,26.34,2007-04-11
-114.54,26.2,2007-04-12
-114.34,26.04,2007-04-13
-114.16,25.88,2007-04-14
-114.06,25.78,2007-04-15
-113.97,25.69,2007-04-16
-114.12,25.76,2007-04-17
-114.25,25.75,2007-04-18
-114.27,25.7,2007-04-19
-114.28,25.66,2007-04-20
-114.39,25.66,2007-04-21
-114.53,25.68,2007-04-22
-114.68,25.69,2007-04-23
-114.75,25.68,2007-04-24
-114.6,25.56,2007-04-25
-114.54,25.52,2007-04-26
-114.53,25.5,2007-04-27
-114.52,25.51,2007-04-28
