"degrees_east","degrees_north","UTC"
-118.26,30.19,2003-03-01
-118.54,30.33,2003-03-02
-118.74,30.42,2003-03-03
-118.77,30.4,2003-03-04
-118.7,30.32,2003-03-05
-118.67,30.29,2003-03-06
-118.7,30.29,2003-03-07
-118.69,30.25,2003-03-08
-118.74,30.27,2003-03-09
-118.8,30.31,2003-03-10
-118.9,30.4,2003-03-11
-119.07,30.52,2003-03-12
-119.26,30.68,2003-03-13
-119.66,31.02,2003-03-14
-120.22,31.47,2003-03-15
-120.64,31.79,2003-03-16
-120.99,32.09,2003-03-17
-121.27,32.32,2003-03-18
-121.51,32.52,2003-03-19
-121.65,32.6,2003-03-20
-121.75,32.66,2003-03-21
-121.74,32.63,2003-03-22
-121.57,32.46,2003-03-23
-121.34,32.26,2003-03-24
-121.15,32.09,2003-03-25
-120.88,31.85,2003-03-26
-120.57,31.59,2003-03-27
-120.31,31.34,2003-03-28
-119.99,31.05,2003-03-29
-119.65,30.74,2003-03-30
-119.22,30.32,2003-03-31
-116.41,26.51,2004-03-01
-116.03,26.28,2004-03-02
-115.62,26.06,2004-03-03
-115.38,25.97,2004-03-04
-115.35,26.03,2004-03-05
-115.35,26.08,2004-03-06
-115.35,26.11,2004-03-07
-115.37,26.17,2004-03-08
-115.46,26.26,2004-03-09
-115.59,26.35,2004-03-10
-115.69,26.39,2004-03-11
-115.71,26.35,2004-03-12
-115.74,26.32,2004-03-13
-115.73,26.3,2004-03-14
-115.77,26.36,2004-03-15
-115.82,26.42,2004-03-16
-115.8,26.42,2004-03-17
-115.75,26.41,2004-03-18
-115.75,26.44,2004-03-19
-115.77,26.52,2004-03-20
-115.73,26.52,2004-03-21
-115.59,26.42,2004-03-22
-115.44,26.28,2004-03-23
-115.29,26.14,2004-03-24
-115.09,25.96,2004-03-25
-114.82,25.72,2004-03-26
-114.5,25.45,2004-03-27
-114.22,25.24,2004-03-28
-114.21,25.24,2004-03-29
-114.15,25.17,2004-03-30
-114.15,25.18,2004-03-31
-117.7057811,27.39757684,2005-03-01
-117.8866004,27.53234703,2005-03-02
-118.0660854,27.67634684,2005-03-03
-118.2816978,27.783889,2005-03-04
-118.4267052,27.83346155,2005-03-05
-118.711146,27.90334884,2005-03-06
-118.6975396,27.94877733,2005-03-07
-118.3957704,27.88731924,2005-03-08
-117.9706718,27.71018986,2005-03-09
-118.0328325,27.59429727,2005-03-10
-118.5689844,27.67611563,2005-03-11
-119.2826407,27.85910101,2005-03-12
-120.1847588,28.10525191,2005-03-13
-121.1024972,28.42129888,2005-03-14
-121.7719421,28.7281684,2005-03-15
-122.4219958,28.99967668,2005-03-16
-123.2151398,29.29771008,2005-03-17
-124.1444869,29.66153024,2005-03-18
-125.1265496,30.07750991,2005-03-19
-126.084257,30.49852895,2005-03-20
-126.9109594,30.93236395,2005-03-21
-127.1887271,31.27997575,2005-03-22
-127.2639573,31.51069439,2005-03-23
-126.9243451,31.66093413,2005-03-24
-126.0700298,31.64580886,2005-03-25
-125.1551333,31.48306638,2005-03-26
-124.2647006,31.28702774,2005-03-27
-123.3940642,31.05965836,2005-03-28
-122.8997702,30.85920409,2005-03-29
-122.3194568,30.66639308,2005-03-30
-121.5439582,30.36540628,2005-03-31
-121.26,31.29,2005-03-01
-121.93,31.69,2005-03-02
-122.24,31.81,2005-03-03
-122.44,31.9,2005-03-04
-122.8,32.08,2005-03-05
-122.87,32.02,2005-03-06
-122.94,31.99,2005-03-07
-123.05,31.99,2005-03-08
-122.93,31.81,2005-03-09
-122.83,31.71,2005-03-10
-123.03,31.8,2005-03-11
-123.23,31.89,2005-03-12
-123.33,31.96,2005-03-13
-123.47,32.12,2005-03-14
-123.84,32.46,2005-03-15
-124.27,32.85,2005-03-16
-124.58,33.11,2005-03-17
-124.6,33.18,2005-03-18
-124.33,33.07,2005-03-19
-124.38,33.2,2005-03-20
-124.17,33.07,2005-03-21
-123.54,32.66,2005-03-22
-123.24,32.51,2005-03-23
-123.06,32.37,2005-03-24
-122.72,32.07,2005-03-25
-122.22,31.61,2005-03-26
-121.41,30.93,2005-03-27
-120.32,30.07,2005-03-28
-119.13,29.19,2005-03-29
-117.96,28.33,2005-03-30
-116.75,27.5,2005-03-31
-117.2,25.46,2005-03-01
-117.19,25.68,2005-03-02
-117.1,25.82,2005-03-03
-116.93,25.93,2005-03-04
-116.63,25.91,2005-03-05
-116.09,25.69,2005-03-06
-115.47,25.4,2005-03-07
-114.93,25.24,2005-03-08
-114.7,25.31,2005-03-09
-114.65,25.52,2005-03-10
-114.78,25.91,2005-03-11
-115.27,26.57,2005-03-12
-116.06,27.39,2005-03-13
-116.9,28.18,2005-03-14
-117.45,28.71,2005-03-15
-117.84,29.09,2005-03-16
-118.11,29.4,2005-03-17
-118.38,29.77,2005-03-18
-118.91,30.38,2005-03-19
-119.82,31.2,2005-03-20
-120.78,31.93,2005-03-21
-121.53,32.41,2005-03-22
-122.06,32.74,2005-03-23
-122.52,33.08,2005-03-24
-123.09,33.55,2005-03-25
-123.51,33.86,2005-03-26
-123.6,33.97,2005-03-27
-123.35,33.93,2005-03-28
-123.04,33.92,2005-03-29
-122.89,34.05,2005-03-30
-122.92,34.23,2005-03-31
-116.08,26.89,2006-03-01
-115.92,26.81,2006-03-02
-115.75,26.72,2006-03-03
-115.71,26.68,2006-03-04
-115.48,26.53,2006-03-05
-115.28,26.38,2006-03-06
-115.11,26.24,2006-03-07
-114.77,26.07,2006-03-08
-114.51,25.9,2006-03-09
-114.24,25.78,2006-03-10
-114.09,25.68,2006-03-11
-113.94,25.6,2006-03-12
-113.76,25.52,2006-03-13
-113.64,25.42,2006-03-14
-113.56,25.34,2006-03-15
-113.42,25.23,2006-03-16
-113.35,25.15,2006-03-17
-113.32,25.05,2006-03-18
-113.23,24.91,2006-03-19
-113.08,24.72,2006-03-20
-112.96,24.59,2006-03-21
-112.88,24.47,2006-03-22
-112.83,24.37,2006-03-23
-112.83,24.31,2006-03-24
-112.84,24.26,2006-03-25
-112.88,24.24,2006-03-26
-112.93,24.24,2006-03-27
-112.95,24.23,2006-03-28
-113.01,24.28,2006-03-29
-113.15,24.35,2006-03-30
-113.28,24.4,2006-03-31
-116.91,28.7,2006-03-01
-116.9,28.84,2006-03-02
-116.93,28.96,2006-03-03
-116.87,28.96,2006-03-04
-116.75,28.84,2006-03-05
-116.59,28.59,2006-03-06
-116.43,28.39,2006-03-07
-116.42,28.32,2006-03-08
-116.48,28.31,2006-03-09
-116.53,28.3,2006-03-10
-116.61,28.28,2006-03-11
-116.51,28.14,2006-03-12
-116.45,28.02,2006-03-13
-116.32,27.83,2006-03-14
-116.14,27.62,2006-03-15
-115.92,27.42,2006-03-16
-115.57,27.08,2006-03-17
-115.2,26.72,2006-03-18
-114.87,26.4,2006-03-19
-114.63,26.13,2006-03-20
-114.39,25.85,2006-03-21
-114.2,25.6,2006-03-22
-113.99,25.33,2006-03-23
-113.8,25.12,2006-03-24
-113.68,24.99,2006-03-25
-113.66,24.95,2006-03-26
-113.63,24.9,2006-03-27
-113.56,24.84,2006-03-28
-113.57,24.89,2006-03-29
-113.55,24.93,2006-03-30
-113.5,24.93,2006-03-31
-116.73,27.09,2006-03-01
-116.92,27.17,2006-03-02
-117.09,27.22,2006-03-03
-117.27,27.32,2006-03-04
-117.39,27.37,2006-03-05
-117.47,27.41,2006-03-06
-117.48,27.45,2006-03-07
-117.59,27.57,2006-03-08
-117.59,27.63,2006-03-09
-117.54,27.68,2006-03-10
-117.5,27.72,2006-03-11
-117.53,27.75,2006-03-12
-117.55,27.79,2006-03-13
